,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2(20),X(1),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),H_X(19),H2X(33),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],NO2(8) ROP [kmol/m^3 s],H2(20) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NO2(8) surface ROP [kmol/m^2 s],H2(20) surface ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],H2OX(9) ROP [kmol/m^2 s],NOX(10) ROP [kmol/m^2 s],OX(11) ROP [kmol/m^2 s],NX(12) ROP [kmol/m^2 s],OHX(13) ROP [kmol/m^2 s],NH3X(14) ROP [kmol/m^2 s],NH2X(15) ROP [kmol/m^2 s],NHX(16) ROP [kmol/m^2 s],N2OX(17) ROP [kmol/m^2 s],NO2X(18) ROP [kmol/m^2 s],H_X(19) ROP [kmol/m^2 s],H2X(33) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX(11) ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X(14) ROP [kmol/m^2 s],NH3X(14) + OX(11) <=> NH2X(15) + OHX(13) ROP [kmol/m^2 s],NH2X(15) + OX(11) <=> NHX(16) + OHX(13) ROP [kmol/m^2 s],NHX(16) + OX(11) <=> NX(12) + OHX(13) ROP [kmol/m^2 s],NH3X(14) + OHX(13) <=> H2OX(9) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + OHX(13) <=> H2OX(9) + NHX(16) ROP [kmol/m^2 s],NHX(16) + OHX(13) <=> H2OX(9) + NX(12) ROP [kmol/m^2 s],2 OHX(13) <=> H2OX(9) + OX(11) ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2OX(9) ROP [kmol/m^2 s],2 NX(12) <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NX(12) + OX(11) <=> NOX(10) + X(1) ROP [kmol/m^2 s],NOX(10) <=> NO(5) + X(1) ROP [kmol/m^2 s],NOX(10) + NX(12) <=> N2OX(17) + X(1) ROP [kmol/m^2 s],N2OX(17) <=> N2O(7) + X(1) ROP [kmol/m^2 s],NH3X(14) + X(1) <=> H_X(19) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + X(1) <=> H_X(19) + NHX(16) ROP [kmol/m^2 s],NHX(16) + X(1) <=> H_X(19) + NX(12) ROP [kmol/m^2 s],H_X(19) + OX(11) <=> OHX(13) + X(1) ROP [kmol/m^2 s],H_X(19) + OHX(13) <=> H2OX(9) + X(1) ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX(11) Coverage,NOX(10) Coverage,NX(12) Coverage,X Coverage
999,1165.2173913043478,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1165.2173913043478,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287690463819837,0.0,0.0,0.018750059403216748,0.051483049852420734,6.227540346185808e-07,0.0009931726534651492,2.7646758330098814e-06,1.2842790461104255e-06,0.0,0.0,0.00014102453140442205,1.2772381845876785e-09,3.2639105282580717e-06,0.9998124504218502,4.3191131403123775e-05,6.795062839027752e-08,3.883874841597937e-14,2.668593396915628e-13,6.163265531189821e-11,1.4235051127427153e-14,0.0,7.149948774011418e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.500769586978974e-11,1.0211287701901786e-10,4.2522268894710325e-14,6.781482285411179e-11,-6.807525125450803e-11,8.76918587794691e-14,0.0,0.0,-7.00854623379695e-21,-1.3725627975459015e-19,1.4482123111127588e-19,-6.63657345208951e-22,-1.7331589632067715e-23,6.462900675095311e-22,-4.026728072304373e-25,-1.1702593756772664e-25,-9.698571513149208e-25,1.2273249424722304e-22,0.0,-6.429506725696023e-22,0.0,8.500769586978974e-11,6.807525125450803e-11,6.807495809949716e-11,6.801952666139676e-11,6.766150573834817e-11,2.888183862049285e-16,5.4245321627848594e-14,4.029694299261415e-13,1.0165293403315372e-10,-1.0211287701901786e-10,4.2522268894710325e-14,6.790251485783524e-11,6.781482285411179e-11,8.76918589022016e-14,8.76918587794691e-14,4.336625073306866e-18,1.4792714839395769e-15,1.0776086235206152e-14,9.820416319493036e-15,2.4392786676766712e-15,99.72353241669902,0.1249272480136358,99.6174406247439,0.25763212724244483,0.9998125204135396,3.263910756747537e-06,4.31911344267111e-05,0.00014102454127681881
999,1165.8829431438126,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1165.8829431438126,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287690347275248,0.0,0.0,0.01875002985179203,0.05148305289289789,6.084438356251194e-07,0.0009932514545249321,2.762218130884866e-06,1.260411293691612e-06,0.0,0.0,0.00014105943174730137,1.2763803470455249e-09,3.2247805061421904e-06,0.9998132619639164,4.238365119654613e-05,6.812093454847213e-08,3.863963002917248e-14,2.653861862704073e-13,6.055398509516982e-11,1.3920722771280498e-14,0.0,7.144470176170033e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.500969760544866e-11,1.0211312859119131e-10,4.1545154703464e-14,6.782020444236679e-11,-6.807541906650324e-11,8.606214596993706e-14,0.0,0.0,-3.1228239472984746e-20,8.562697661363266e-21,2.2831596222799212e-20,-1.4454981204364159e-22,-7.080209640088592e-24,1.3542959705859878e-22,4.2649464395702673e-26,7.382357566284534e-26,-3.2524545795645064e-24,-1.5886977055329067e-23,0.0,-1.3083154456767535e-22,0.0,8.500969760544866e-11,6.807541906650324e-11,6.807538580249125e-11,6.806852418827765e-11,6.802469433826854e-11,2.892283546218233e-17,5.416110936109614e-15,3.9916429679050313e-14,1.0206531677934891e-10,-1.0211312859119131e-10,4.1545154703464e-14,6.790626661115246e-11,6.782020444236679e-11,8.606214595405008e-14,8.606214596993706e-14,4.3411764805718855e-18,1.4787672893558338e-15,1.0808298558756121e-14,9.84105020090683e-15,2.450356954517242e-15,99.72377818691153,0.12205625844708033,99.62510021248211,0.2528435290708195,0.999813332123451,3.224780732433547e-06,4.2383654170718765e-05,0.00014105944164581388
999,1169.5652173913045,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1169.5652173913045,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.928768974097448,0.0,0.0,0.018749876550577846,0.05148307007777297,5.353437484557573e-07,0.0009936587099282934,2.748520823456937e-06,1.136699700991006e-06,0.0,0.0,0.00014125788760052194,1.2717236505695841e-09,3.017434660413145e-06,0.999817454862402,3.819894601440625e-05,6.883368891188548e-08,3.755659128293721e-14,2.562144190858412e-13,5.4544300209114174e-11,1.2310368755580574e-14,0.0,7.090596782272978e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.502008159049852e-11,1.0211453147172251e-10,3.6553809897944435e-14,6.784801683525847e-11,-6.807635432012646e-11,7.761499962868736e-14,0.0,0.0,1.2556459526887178e-19,8.466210545766919e-21,-1.33948519683128e-19,4.8079873104644745e-23,-2.67506645710535e-23,-7.280887019134679e-23,-3.9204391726061894e-27,-1.1025001682233078e-25,1.3348914911532707e-24,-1.0561115813450208e-22,0.0,7.359129083613758e-23,0.0,8.502008159049852e-11,6.807635432012646e-11,6.807605946766136e-11,6.802161628551043e-11,6.769781549608505e-11,2.9048603853434267e-16,5.3268841340541096e-14,3.679215353908441e-13,1.0169060264055193e-10,-1.0211453147172251e-10,3.6553809897944435e-14,6.792563170083302e-11,6.784801683525847e-11,7.76149995230762e-14,7.761499962868736e-14,4.366426565308403e-18,1.469193275601827e-15,1.0617288649333782e-14,9.642871411015178e-15,2.4479768668944484e-15,99.7251479176543,0.10739062099007343,99.66458600657516,0.22802337243477785,0.9998175257187927,3.0174348742567105e-06,3.819894872153987e-05,0.00014125789761137343
999,1170.2341137123747,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1170.2341137123747,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287689637576944,0.0,0.0,0.018749850501959958,0.051483073200319335,5.23100409381171e-07,0.000993727716535109,2.7460569964797558e-06,1.115666085155241e-06,0.0,0.0,0.00014129498316162522,1.2708945179157371e-09,2.981375544775125e-06,0.9998181650575949,3.748754655418568e-05,6.900383929518403e-08,3.7364534184982356e-14,2.548006583938862e-13,5.359691982700842e-11,1.2039841655709808e-14,0.0,7.085096487215165e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.50218459635425e-11,1.02114783840954e-10,3.5717822782252964e-14,6.785272947924336e-11,-6.807652255062533e-11,7.617880402546707e-14,0.0,0.0,1.9722314833676397e-19,-1.501799259557204e-20,-1.8202057419170358e-19,-8.486356096911218e-23,8.545837471342331e-24,9.677879376060897e-23,5.906761133964597e-25,-7.52449057988273e-26,3.5108727903404263e-25,-1.1115500751913119e-22,0.0,-9.473178175309459e-23,0.0,8.50218459635425e-11,6.807652255062533e-11,6.807648909064295e-11,6.806973542441049e-11,6.802942994273006e-11,2.908891432016814e-17,5.318425641449601e-15,3.644832242661755e-14,1.0207052964101871e-10,-1.02114783840954e-10,3.5717822782252964e-14,6.792890810113711e-11,6.785272947924336e-11,7.617880391431207e-14,7.617880402546707e-14,4.371067470783183e-18,1.468700572888989e-15,1.0644285467796042e-14,9.659009268014723e-15,2.458347934872872e-15,99.72539430035202,0.10493433374208723,99.67126221400345,0.2238034522544657,0.9998182360818274,2.9813757565635455e-06,3.748754921719413e-05,0.00014129499319881806
999,1173.913043478261,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1173.913043478261,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287689102418996,0.0,0.0,0.018749715938032683,0.05148309072844245,4.6090001438381355e-07,0.000994082540553828,2.732393781706633e-06,1.0072572752768644e-06,0.0,0.0,0.00014150545867712544,1.266431705271494e-09,2.791399800928015e-06,0.9998218101959244,3.3821194285835934e-05,6.973280832662977e-08,3.6326122392508465e-14,2.460685106388539e-13,4.836540296752402e-11,1.0661509897049944e-14,0.0,7.034132721093825e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.503096035586506e-11,1.0211618320799252e-10,3.147071898134422e-14,6.787696103696238e-11,-6.80774554779399e-11,6.877654521205815e-14,0.0,0.0,7.842445103887558e-20,8.917510539548327e-21,-8.728761143179231e-20,1.5742281032649805e-23,-1.4460413616101873e-23,-2.745152962001892e-23,2.5112595360503768e-25,-1.9301986679606128e-25,2.7568353609194905e-24,-5.500983314128131e-23,0.0,2.4022559524302158e-23,0.0,8.503096035586506e-11,6.80774554779399e-11,6.807715888119552e-11,6.802367061085347e-11,6.77299385769219e-11,2.922000477116237e-16,5.232544850183135e-14,3.370543706492001e-13,1.0172405436326451e-10,-1.0211618320799252e-10,3.147071898134422e-14,6.794573749483182e-11,6.787696103696238e-11,6.877654515704833e-14,6.877654521205815e-14,4.396696432038541e-18,1.4594185845605528e-15,1.0462530365994187e-14,9.469511176169e-15,2.456834446795218e-15,99.72676062182934,0.09245562637438681,99.70549056699932,0.20205380662630051,0.9998218819344559,2.7914000012146267e-06,3.382119671255116e-05,0.00014150546883032842
999,1174.5852842809363,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1174.5852842809363,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287689010539386,0.0,0.0,0.018749692897804843,0.05148309393589058,4.5041572325720704e-07,0.0009941430697864944,2.7299159206938344e-06,9.887109354946786e-07,0.0,0.0,0.00014154517810176768,1.2656346313389224e-09,2.758160645649689e-06,0.9998224307514122,3.319399017739715e-05,6.990333586089031e-08,3.6140830094930335e-14,2.4471142978043225e-13,4.75326347713264e-11,1.0428491555445544e-14,0.0,7.02868573333237e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.503252090090466e-11,1.0211643697482836e-10,3.0754841287179336e-14,6.788109460517883e-11,-6.807762466695107e-11,6.751018298584808e-14,0.0,0.0,-3.862892101592012e-20,2.5598150138656303e-20,1.32297635933597e-20,-1.887264266328017e-22,-1.7275422735615982e-23,1.6984426147176242e-22,2.169859733940408e-25,8.236102280959974e-27,-9.08868737010474e-25,7.194159020125955e-24,0.0,-1.6940127031954832e-22,0.0,8.503252090090466e-11,6.807762466695107e-11,6.807759100565017e-11,6.80709416307322e-11,6.803374428602087e-11,2.9259859534309407e-17,5.224094134431871e-15,3.339530018179425e-14,1.0207532175275964e-10,-1.0211643697482836e-10,3.0754841287179336e-14,6.794860480140164e-11,6.788109460517883e-11,6.751018299304225e-14,6.751018298584808e-14,4.401441136956867e-18,1.4589420842186167e-15,1.0485080749097132e-14,9.48183095274946e-15,2.4665934911045168e-15,99.72700840793063,0.09035227490269544,99.71131476818456,0.19833295691275046,0.9998225026583096,2.7581608440156874e-06,3.319399256469791e-05,0.00014154518828164993
999,1178.2608695652175,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1178.2608695652175,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287688537366052,0.0,0.0,0.018749574345961844,0.051483111826542055,3.974410613834881e-07,0.000994452753591855,2.716240098756083e-06,8.936561388468262e-07,0.0,0.0,0.00014177002411045074,1.261382951547456e-09,2.5840434663275896e-06,0.9998255938979936,2.9979382982863758e-05,7.064874521519412e-08,3.5144912506535906e-14,2.363950338825361e-13,4.29721685879968e-11,9.247756147462708e-15,0.0,6.980656566575222e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.504055051720713e-11,1.0211783783137432e-10,2.713767916047147e-14,6.790224353217598e-11,-6.807855845646082e-11,6.101974836327446e-14,0.0,0.0,7.712461425443091e-20,-1.4668429015575927e-19,6.909729240551771e-20,3.761086847702048e-22,3.3087931321492185e-23,-3.4114421428281646e-22,9.749352970216052e-25,4.046442291808549e-26,4.784788488963734e-25,5.2732057230884436e-23,0.0,3.400696106027845e-22,0.0,8.504055051720713e-11,6.807855845646082e-11,6.807826006632585e-11,6.802569430502689e-11,6.775842327906593e-11,2.9396260615151074e-16,5.141418252546393e-14,3.098232087986494e-13,1.017538404174768e-10,-1.0211783783137432e-10,2.713767916047147e-14,6.796326334968928e-11,6.790224353217598e-11,6.101974841600651e-14,6.101974836327446e-14,4.4275278571800996e-18,1.449968907459803e-15,1.0311968594742426e-14,9.300451407005372e-15,2.4659132829844265e-15,99.72837599012439,0.07972459994265826,99.74101264888037,0.1792627511769586,0.9998256665367748,2.5840436540620997e-06,2.9979385160909462e-05,0.00014177003441024884
999,1178.9364548494982,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1178.9364548494982,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287688455574884,0.0,0.0,0.01874955388768288,0.05148311512414408,3.88454958300935e-07,0.0009945059426632044,2.7137394192780893e-06,8.772936438846932e-07,0.0,-1.2175374587639255e-30,0.00014181285508797068,1.2606217373515848e-09,2.553394572107479e-06,0.9998261349193698,2.942600998025825e-05,7.0820144650747e-08,3.496610247586837e-14,2.350920570393345e-13,4.22394801432777e-11,9.04687989082825e-15,0.0,6.975332796220865e-10,1.7149574920862095e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.504193615496125e-11,1.0211809411728616e-10,2.6524099152724848e-14,6.790587583984678e-11,-6.807872920376205e-11,5.990250111403417e-14,0.0,0.0,1.482671617164549e-19,-3.11643393743413e-19,1.632538648573516e-19,5.66618719598824e-23,3.7609858735061794e-24,-5.35768325970675e-23,3.8616103020076407e-25,-8.862635333409132e-26,-1.4813545622602246e-25,6.198694812738838e-23,0.0,5.334979369537946e-23,0.0,8.504193615496125e-11,6.807872920376205e-11,6.807869533550005e-11,6.807214667651375e-11,6.80376955530779e-11,2.943586881407516e-17,5.133013475860331e-15,3.0702913265182204e-14,1.020797532975084e-10,-1.0211809411728616e-10,2.6524099152724848e-14,6.796577850427665e-11,6.790587583984678e-11,5.990250117602112e-14,5.990250111403417e-14,4.4323927942647115e-18,1.4495137721360402e-15,1.0330737418799904e-14,9.3095380058866e-15,2.4751455244938148e-15,99.7286260580722,0.07792183998321212,99.74609807942949,0.1759800805872963,0.9998262077277039,2.553394758048213e-06,2.9426012123089583e-05,0.00014181286541492392
999,1182.608695652174,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1182.608695652174,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287688036399008,0.0,0.0,0.018749449010427167,0.05148313340926253,3.432954376012741e-07,0.0009947767464745002,2.700000179396784e-06,7.938983182819281e-07,0.0,0.0,0.0001420547264396511,1.256600748658716e-09,2.3937610177688736e-06,0.9998288725534352,2.660538858929954e-05,7.158236052045142e-08,3.4010662902321266e-14,2.271689877481412e-13,3.8258414464198684e-11,8.034548122545701e-15,0.0,6.930290691876869e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.504903950056974e-11,1.0211950086452276e-10,2.3440562263382253e-14,6.792436984540877e-11,-6.807966732469717e-11,5.420818607972178e-14,0.0,0.0,-1.0545883310742818e-19,1.2252424876226648e-19,-1.73629972328631e-20,3.3076884744464194e-22,-2.672623512654061e-23,-3.598827988704965e-22,1.8345199243264927e-25,-2.8569327378916267e-25,-2.310100274849211e-25,-3.8665228408502665e-24,0.0,3.576929967282498e-22,0.0,8.504903950056974e-11,6.807966732469717e-11,6.807936708939275e-11,6.802769228358623e-11,6.778374383768973e-11,2.957762769852469e-16,5.053417240753076e-14,2.8575772499741525e-13,1.0178043803309482e-10,-1.0211950086452276e-10,2.3440562263382253e-14,6.797857801412164e-11,6.792436984540877e-11,5.420818607585527e-14,5.420818607972178e-14,4.459027234698566e-18,1.4408687035137274e-15,1.016576201037128e-14,9.13580911318502e-15,2.4752802702416914e-15,99.7299999820603,0.06886215276462875,99.771888578853,0.15924926838237885,0.9998289461113687,2.3937611938791245e-06,2.6605390546671903e-05,0.0001420547368906917
999,1183.28762541806,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1183.28762541806,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287687963441126,0.0,0.0,0.018749430765492955,0.05148313680473632,3.3558637732995283e-07,0.0009948235781067699,2.6974668975692397e-06,7.794542766428755e-07,0.0,0.0,0.00014210122529816278,1.2558797148821426e-09,2.365492265007391e-06,0.9998293427356156,2.6116805445360448e-05,7.175509954615304e-08,3.3838065916276216e-14,2.259176688336569e-13,3.7613153167838905e-11,7.861235795574052e-15,0.0,6.925156925848802e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.505027522663225e-11,1.0211976045598065e-10,2.291417995328717e-14,6.792756794366199e-11,-6.807984029831408e-11,5.3221932578758366e-14,0.0,0.0,-1.204828628744405e-19,-8.509384851044845e-21,1.2954510550654413e-19,-5.617590335000748e-22,-2.640434832277423e-23,5.341358998118997e-22,-2.796257917367421e-25,-5.2390224867990454e-27,-4.4944876758424015e-25,3.501219657215418e-23,0.0,-5.33089209186138e-22,0.0,8.505027522663225e-11,6.807984029831408e-11,6.807980621710084e-11,6.807335476660221e-11,6.80413347329418e-11,2.9617182195994667e-17,5.045091083485722e-15,2.8324238971369663e-14,1.0208387743760687e-10,-1.0211976045598065e-10,2.291417995328717e-14,6.798079000582088e-11,6.792756794366199e-11,5.322193261377057e-14,5.3221932578758366e-14,4.464031316184058e-18,1.4404406286844195e-15,1.0181326401655373e-14,9.142168967425251e-15,2.484062627319933e-15,99.73025331024307,0.06731561030841927,99.77633286933883,0.1563515203527372,0.9998294164644125,2.3654924394420583e-06,2.6116807371249756e-05,0.00014210123577690343
999,1186.9565217391305,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1186.9565217391305,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287687591291318,0.0,0.0,0.01874933755341769,0.051483155528973625,2.9705279950979617e-07,0.0009950608819936737,2.683608707418492e-06,7.062449764952107e-07,0.0,0.0,0.0001423631280095891,1.2521116377493826e-09,2.2190921548934467e-06,0.9998317032104346,2.364005994232916e-05,7.25346371917246e-08,3.292119750126374e-14,2.1836684713354002e-13,3.413299205334493e-11,6.9925438221441925e-15,0.0,6.883183306809341e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.505658854466463e-11,1.0212117981384377e-10,2.0283068789894956e-14,6.794377416405545e-11,-6.808078654232347e-11,4.82231289051166e-14,0.0,0.0,1.7271401943136506e-20,-3.584247882801436e-22,-1.7109752075291923e-20,2.043653100888824e-22,-2.028495864347035e-24,-2.0580286236051928e-22,-4.3474713821292943e-26,-9.92880056833796e-26,7.7678817792750935e-25,-5.4419790427724954e-24,0.0,2.050320979244641e-22,0.0,8.505658854466463e-11,6.808078654232347e-11,6.808048440694509e-11,6.802966975612786e-11,6.780631076606546e-11,2.9764406215615663e-16,4.9684640353261405e-14,2.644517004219731e-13,1.0180426082006169e-10,-1.0212117981384377e-10,2.0283068789894956e-14,6.799199727584537e-11,6.794377416405545e-11,4.822312889967462e-14,4.82231289051166e-14,4.491316237235498e-18,1.4321458424738715e-15,1.0024075835390852e-14,8.975704202809544e-15,2.485008586260316e-15,99.73163912925814,0.05958529510285425,99.7987502754975,0.1416644293996517,0.9998317777073589,2.219092320236814e-06,2.3640061703737355e-05,0.00014236313861698947
999,1187.638795986622,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1187.638795986622,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287687526063488,0.0,0.0,0.018749321202342555,0.05148315903257191,2.904332204817697e-07,0.0009951022063311094,2.681031910760109e-06,6.934872744844793e-07,0.0,0.0,0.00014241393031488771,1.2514357037043706e-09,2.1930114252678533e-06,0.9998321100000898,2.320837591612074e-05,7.270916677118461e-08,3.275455701804533e-14,2.1716486287150975e-13,3.356414768175521e-11,6.842888546913469e-15,0.0,6.878304999894655e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.5057696021728e-11,1.0212144373999277e-10,1.9831077306785732e-14,6.79465975705082e-11,-6.808096248734699e-11,4.735202064444954e-14,0.0,0.0,1.2881041321843864e-18,-8.972694521623045e-21,-1.2783626513269822e-18,-4.1855338995183196e-22,-6.4419959242158266e-24,4.105609257837277e-22,-7.325583485751091e-25,2.0393237691320987e-26,-1.7296374881258648e-24,-3.4607911669115647e-22,0.0,-4.0584096588395515e-22,0.0,8.5057696021728e-11,6.808096248734699e-11,6.808092818677815e-11,6.807457049133302e-11,6.804470673015002e-11,2.9804088327798324e-17,4.960244871052686e-15,2.6218818002038637e-14,1.0208774145289281e-10,-1.0212144373999277e-10,1.9831077306785732e-14,6.799394831244392e-11,6.79465975705082e-11,4.735202029837042e-14,4.735202064444954e-14,4.496481243709497e-18,1.431751143615843e-15,1.003693919737004e-14,8.979776062240561e-15,2.4934111658299967e-15,99.73189680892399,0.05825733423759155,99.80263764131853,0.1391050244438865,0.9998321846698109,2.193011589046902e-06,2.3208377649374695e-05,0.00014241394095068183
999,1191.304347826087,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1191.304347826087,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287687194848112,0.0,0.0,0.018749237923303262,0.05148317825345426,2.575224833124143e-07,0.0009953106393771976,2.6669939065424257e-06,6.291826642745827e-07,0.0,0.0,0.00014269927295623271,1.2479457996849545e-09,2.0587083249479197e-06,0.9998341345400684,2.103200928591435e-05,7.350670191082088e-08,3.1874455528425344e-14,2.0996646691291321e-13,3.051759086501886e-11,6.096819856208792e-15,0.0,6.839512150811368e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.506333674488604e-11,1.0212288152632821e-10,1.758389914367921e-14,6.796083072251871e-11,-6.808192101013764e-11,4.296123728506024e-14,0.0,0.0,-3.22365209408986e-21,-1.1124009366193789e-20,1.4792266800192395e-20,-4.189928296522508e-22,-2.8224837343632587e-23,3.9192252968645437e-22,4.137915312889633e-25,8.11505157505381e-26,-9.999790161198799e-25,-1.0366768254307612e-24,0.0,-3.8775099219887854e-22,0.0,8.506333674488604e-11,6.808192101013764e-11,6.808161691612683e-11,6.803163227262792e-11,6.782647978100207e-11,2.995694762984633e-16,4.886490542608968e-14,2.4555414253640317e-13,1.018256677187386e-10,-1.0212288152632821e-10,1.758389914367921e-14,6.8003791974595e-11,6.796083072251871e-11,4.2961237284023555e-14,4.296123728506024e-14,4.524534103738766e-18,1.4238320831267365e-15,9.887086599681038e-15,8.820264577853978e-15,2.4951790268085297e-15,99.73330060934575,0.051655120439017654,99.82214034050874,0.12620453905223375,0.9998342099969209,2.0587084803173406e-06,2.1032010873186846e-05,0.00014269928372565697
