,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(13),NOX,OX,NX,OHX,NH3X,X(1),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),NO2_X(14),NHO_X(15),N2X(48),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],NO2(13) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NO2(13) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],H2O_X(10) ROP [kmol/m^2 s],N2O_X(11) ROP [kmol/m^2 s],H_X(12) ROP [kmol/m^2 s],NO2_X(14) ROP [kmol/m^2 s],NHO_X(15) ROP [kmol/m^2 s],N2X(48) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NH3X + OHX <=> H2O_X(10) + NH2_X(8) ROP [kmol/m^2 s],NH2_X(8) + OHX <=> H2O_X(10) + NH_X(9) ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(10) + NX ROP [kmol/m^2 s],2 OHX <=> H2O_X(10) + OX ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2O_X(10) ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NX + OX <=> NOX + X(1) ROP [kmol/m^2 s],NOX <=> NO(5) + X(1) ROP [kmol/m^2 s],NOX + NX <=> N2O_X(11) + X(1) ROP [kmol/m^2 s],N2O_X(11) <=> N2O(7) + X(1) ROP [kmol/m^2 s],NH3X + X(1) <=> H_X(12) + NH2_X(8) ROP [kmol/m^2 s],NH2_X(8) + X(1) <=> H_X(12) + NH_X(9) ROP [kmol/m^2 s],NH_X(9) + X(1) <=> H_X(12) + NX ROP [kmol/m^2 s],H_X(12) + OX <=> OHX + X(1) ROP [kmol/m^2 s],H_X(12) + OHX <=> H2O_X(10) + X(1) ROP [kmol/m^2 s],NO2(13) + X(1) <=> NO2_X(14) ROP [kmol/m^2 s],NO2_X(14) <=> NO(5) + OX ROP [kmol/m^2 s],NOX + OX <=> NO2_X(14) + X(1) ROP [kmol/m^2 s],H_X(12) + NOX <=> NX + OHX ROP [kmol/m^2 s],H_X(12) + NO2_X(14) <=> NOX + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NHO_X(15) + X(1) ROP [kmol/m^2 s],NHO_X(15) + OX <=> NOX + OHX ROP [kmol/m^2 s],2 OHX <=> H2O(3) + OX + X(1) ROP [kmol/m^2 s],NH2_X(8) + NX <=> 2 NH_X(9) ROP [kmol/m^2 s],NHO_X(15) + NX <=> H_X(12) + N2O_X(11) ROP [kmol/m^2 s],NHO_X(15) + X(1) <=> H_X(12) + NOX ROP [kmol/m^2 s],H2O(3) + 2 X(1) <=> H_X(12) + OHX ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX Coverage,NOX Coverage,NX Coverage,X Coverage,Residence Time (s)
999,1000,101325.0,1.4174741629268077e-08,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287721707734918,0.0,0.0,0.0187420828716914,0.05148599774060892,5.075900857271801e-10,0.000989896010844357,9.148861206703495e-07,5.636838764030135e-09,8.931572813970262e-06,3.814876125620676e-05,0.9993420651165872,1.3668800093278845e-07,6.416348217191523e-08,3.143830993680367e-13,0.0005895743001661026,9.528696731875432e-11,1.6765546436810397e-12,7.060376334752603e-09,4.650000984916876e-18,5.97018343110584e-10,3.0003215767484443e-05,6.722268136506103e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.261936274792783e-11,8.683288477853837e-11,2.9417802628120817e-17,5.737024056287394e-11,-5.7888589735947004e-11,3.266876459377562e-16,5.176366783228124e-13,-8.411082689567884e-22,-2.8314122443469737e-19,6.165771463445763e-22,7.759766098060579e-23,-1.4972853740827486e-22,1.7367840862802533e-19,-3.7017455749677023e-25,3.0163011789775443e-24,-1.7439574633804426e-19,-1.5487804759817276e-27,-7.213293630242998e-23,2.8422753027934584e-19,-2.789496963408809e-24,0.0,7.261936274792783e-11,5.7888589735947004e-11,5.788858858805783e-11,5.787045572537426e-11,5.567007700998642e-11,8.804279781004274e-20,6.54839067420001e-17,7.826100286283955e-20,5.126655778134131e-15,-5.20675896061723e-15,2.9417802628120817e-17,5.565172015595013e-11,3.502541479859368e-18,3.266876459311285e-16,3.266876459377562e-16,1.0599961167175885e-18,9.7644110586438e-17,5.711383663578817e-18,-8.650915222686706e-11,1.4278576194087343e-17,-5.176366783228124e-13,5.737023706033247e-11,5.75728502020636e-11,-6.2371076606049874e-18,-3.150238208192137e-13,2.236477819168527e-12,2.2330722492304425e-12,2.7856643958689436e-20,1.7970882705518186e-14,5.078962048164419e-27,3.40556994086897e-15,-8.682767799172113e-11,99.90851138793295,0.00010255295129618307,99.99875858624844,0.0011388608002588783,0.9993721213670427,3.8149908619820195e-05,1.3669211196637115e-07,0.000589592032225471,1.8484848484848477
999,1000,101325.0,1.4508287784959433,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289965705985412,0.0,0.0,0.0199874645512502,0.050022027616889835,6.038101028025893e-06,2.6898833214323534e-06,0.0009851881806488768,2.0974155200520965e-08,9.416543519761119e-11,0.01316855307523521,0.28969180506419523,0.15080720522605934,1.145297876815805e-06,3.0834250653205364e-07,0.5462590309261245,4.227279145511993e-07,3.086679191428642e-05,6.355651784580918e-06,1.0062942461095957e-11,3.2302957554346616e-05,2.003540353170745e-06,3.884185776881356e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.390393820733502e-05,0.00013172994508375198,3.58091070137728e-05,1.5952419909030303e-05,-8.781996323610464e-05,1.2438774321009568e-07,5.584504492123276e-10,-6.121351467502772e-16,-4.146357845800569e-14,6.128619595799745e-16,2.264582612342266e-14,-4.6640698566661406e-12,-2.110317508848686e-12,-1.4907779871675684e-19,2.9275576239476755e-20,6.7438618403285435e-12,3.6818457574335503e-17,2.2650930711967925e-14,2.6655555949886382e-14,-6.287482554076819e-19,0.0,7.390393820733502e-05,8.781996323610464e-05,8.781475803788292e-05,7.433401241321665e-08,0.00017549126430663583,4.209200952293006e-12,5.181431999064084e-12,1.951711605734249e-11,2.8669013009456094e-12,-4.669341302498964e-11,3.58091070137728e-05,1.605419548569853e-05,8.08342740396532e-12,1.2438774321454027e-07,1.2438774321009568e-07,5.2056530906245396e-09,4.009053363076212e-10,6.039360275598816e-08,-0.00013052654757447982,2.1662624555672986e-11,-5.584504492123276e-10,1.5952411825602902e-05,1.483655816109019e-05,-9.652368410864765e-09,-1.1164121416174827e-06,1.351827465983016e-08,2.210444752721093e-09,1.5577844958678934e-17,8.774522780099311e-05,3.237385832046145e-17,1.1307829875363957e-08,-0.00013172989839032337,1.481181935112318,81.55169170244031,18.165027542138144,0.28328075542153197,0.28971307165744886,0.013169519793164728,0.15081827614845753,0.5462991324009289,-6.161616161616163
999,1000,101325.0,1.7886495290574349e-06,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.928775232520985,0.0,0.0,0.01878289396555049,0.05144221208140682,4.704050331608236e-08,0.0009685173603753932,3.021847951474649e-05,4.958182116453107e-08,8.289698430148726e-07,0.0003915528213344623,0.9933895452186876,1.4781351381592776e-05,2.0942886276884465e-07,1.1104352607058538e-10,0.00617462379575547,1.1360680032573834e-08,2.704151619516916e-10,7.388058250964162e-08,4.552199313495443e-16,2.0500389093802328e-08,2.9181259835166838e-05,1.0320628513713083e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.865517576314955e-09,1.063561406073453e-08,3.4401527627729256e-13,7.082933966616916e-09,-7.090409375218701e-09,3.626003698745873e-13,6.062399010948639e-12,-1.206493584182142e-19,2.429105864267777e-16,1.239450994854653e-19,-1.1861564854606799e-20,2.1307274451195427e-17,8.659588396695136e-18,2.0201301522193473e-22,5.2768306967201146e-23,-2.986655561200979e-17,1.0964459763200986e-22,9.822026603985612e-21,-2.4301243073263986e-16,-7.989078377099065e-23,0.0,8.865517576314955e-09,7.090409375218701e-09,7.0904078546821445e-09,6.858563049706361e-09,7.293791968534406e-09,8.280259242329754e-17,2.5483202688195104e-14,3.5553823862865e-17,6.000455119763499e-14,-8.738496037885568e-14,3.4401527627729256e-13,7.061043229338124e-09,4.3702382729800334e-16,3.6260036997579963e-13,3.626003698745873e-13,1.4164266906009444e-15,1.219238950606134e-13,7.889792768752309e-15,-1.0578988938953773e-08,1.7489835211274187e-15,-6.062399010948639e-12,7.082933529593091e-09,7.033042554773866e-09,-7.136389274592253e-15,-5.5953130817742574e-11,2.8308357137291692e-11,2.7860368971232482e-11,3.260459627300937e-19,2.31698897107116e-10,8.43229348874339e-24,4.4798816613067185e-13,-1.0635526675448105e-08,96.97815204852535,0.009711982393489147,99.98005135472862,0.010236662877889451,0.9934188479085169,0.00039156437123543574,1.4781787397209085e-05,0.0061748059328504,-0.2525252525252525
999,1000,101325.0,1.9630406500402764,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289974583295729,0.0,0.0,0.019990715564610226,0.050016325462365466,4.481114656354815e-06,1.981525793052322e-06,0.0009890224251420878,1.5505971339595557e-08,7.188866718238747e-11,0.013145168922717429,0.2888637437203575,0.15111977863510154,1.1444022236849e-06,3.098802807062026e-07,0.5467976625013939,4.2304034910458533e-07,3.101903668401307e-05,6.361193478932226e-06,1.0061742922820213e-11,3.2397469125924076e-05,1.9907993900621444e-06,3.8883523446294895e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.406180143693504e-05,0.00013209771243967086,3.595770313229786e-05,1.590031106782474e-05,-8.806514159371052e-05,1.2442420142786188e-07,5.768545492717258e-10,3.8064157166126876e-16,-9.325217593659856e-15,-3.8100610172476205e-16,4.868238811183358e-15,-1.0017549336493178e-12,-4.529484426418762e-13,8.131516293641282e-20,-8.747018078719541e-18,1.4486583449351102e-12,7.868089047045196e-18,4.869848852989754e-15,5.6248914810733954e-15,8.376040808879309e-18,0.0,7.406180143693504e-05,8.806514159371052e-05,8.80598980732763e-05,7.417576325869877e-08,0.00017598133597397913,4.228926998013239e-12,5.18118281748564e-12,1.960916557768518e-11,2.8647945727131317e-12,-5.2158513619282594e-11,3.595770313229786e-05,1.600207395932585e-05,8.084562562992849e-12,1.244242014032542e-07,1.2442420142786188e-07,5.240293262138141e-09,4.015944667555608e-10,6.079896218703848e-08,-0.0001308952376676705,2.1723101998320504e-11,-5.768545492717258e-10,1.5900302983262177e-05,1.478590641881173e-05,-9.69006379835941e-09,-1.1149734246246092e-06,1.3548106699446533e-08,2.208103586930114e-09,1.5566397658205153e-17,8.799056005655708e-05,3.2475760852140516e-17,1.1340003071664616e-08,-0.00013209766028114169,1.0977574857912262,81.66213693799938,18.05528811170362,0.2825749502969979,0.28888501901014635,0.013146137086027064,0.15113090885532882,0.5468379350484978,-6.292929292929294
999,1000,101325.0,22.051307399030506,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289997721020288,0.0,0.0,0.019999168918711015,0.050001463791396784,4.031855036969968e-07,1.7489745480829568e-07,0.0009990157165747208,1.3813172092092165e-09,7.013296760620237e-12,0.013084385204145062,0.2867282935307682,0.15192620000141965,1.1420718627800185e-06,3.138918920773669e-07,0.5481868489686393,4.238501976556266e-07,3.141564305184091e-05,6.375459693722061e-06,1.0057907603669746e-11,3.264281519422186e-05,1.9581631724448617e-06,3.899050048745582e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.447009584634937e-05,0.0001330494398021141,3.634249856149856e-05,1.576497779903243e-05,-8.869962653394086e-05,1.2450973114311074e-07,6.32167391153916e-10,2.9058659042618815e-16,-4.569981210063936e-16,-2.8987099592106343e-16,8.632576122001071e-17,-1.786210298319506e-14,-7.452805733665356e-15,4.0657581468206416e-20,-1.0857996236844667e-17,2.5505294892536626e-14,1.384634170964764e-19,8.430794209729909e-17,9.559126798767361e-17,1.0237939995313694e-17,0.0,7.447009584634937e-05,8.869962653394086e-05,8.869429145472602e-05,7.376693303917131e-08,0.00017724957418793348,4.28025962459598e-12,5.180469545991554e-12,1.9848570031741996e-11,2.859256762280574e-12,-5.4022661344355065e-11,3.634249856149856e-05,1.5866706728012714e-05,8.086890624347124e-12,1.2450973111051032e-07,1.2450973114311074e-07,5.33081681731184e-09,4.0337827723417066e-10,6.185832712234421e-08,-0.00013184943419868814,2.1879610674637503e-11,-6.32167391153916e-10,1.5764969712141806e-05,1.4654431932023547e-05,-9.78772174566534e-09,-1.1111699476050051e-06,1.3625248204869598e-08,2.201979318162895e-09,1.5536306928954618e-17,8.862545106001696e-05,3.2738898188969986e-17,1.1423268843729866e-08,-0.0001330493857794372,0.09842834252792206,81.94568340658626,17.773569935557326,0.28074665785642144,0.286749591080996,0.013085357083646923,0.15193748474711258,0.5482275670882445,-7.343434343434344
999,1000,101325.0,2.656087782946695,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289981176403656,0.0,0.0,0.019993127283798748,0.05001209056770865,3.322003236341146e-06,1.460933404343086e-06,0.0009918700545945422,1.1462415389378192e-08,5.4476303606248704e-11,0.013127824293736115,0.28825190866932937,0.151350780923582,1.1437375840551293e-06,3.1102286392388313e-07,0.5471956613762251,4.232717704798079e-07,3.1132079561131425e-05,6.3652846197380936e-06,1.0060754920611043e-11,3.2467525253012904e-05,1.981416271907532e-06,3.8914243953707253e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.417862517353269e-05,0.0001323699386364906,3.6067727756640804e-05,1.5861678797056093e-05,-8.824662575762101e-05,1.2444999245531007e-07,5.914613405964789e-10,3.0373870922622203e-16,-3.0169280453970584e-16,-3.0342547142816996e-16,-3.990333135128868e-18,1.0374951867599458e-15,8.897505128502292e-16,4.607859233063394e-19,-6.8929291316288825e-18,-1.6109259882047276e-15,-8.602678370551488e-21,-5.2509689982662206e-18,-5.657121296474657e-18,6.3775641771450685e-18,0.0,7.417862517353269e-05,8.824662575762101e-05,8.824135545873639e-05,7.40587529684722e-08,0.00017634409519016106,4.243567195012321e-12,5.180990119247617e-12,1.967746407726333e-11,2.863224087305451e-12,-5.3734725002918544e-11,3.6067727756640804e-05,1.596343208917772e-05,8.085319127354516e-12,1.2444999242275036e-07,1.2444999245531007e-07,5.266054279927522e-09,4.0210466470885536e-10,6.110042565853976e-08,-0.0001311681586674629,2.1767868598101614e-11,-5.914613405964789e-10,1.586167071173697e-05,1.4748364555262497e-05,-9.717980712718921e-09,-1.1138976178094105e-06,1.3570181266013559e-08,2.206362234474549e-09,1.5557864132215604e-17,8.817215971795976e-05,3.255111115982275e-17,1.1363818992610336e-08,-0.00013236988490175004,0.8129945405457861,81.7435662569664,17.97438142544404,0.2820523175895535,0.28827319036182875,0.013128793523466785,0.1513619551801343,0.5472360609345702,-6.424242424242426
999,1000,101325.0,2.9150530628251817e-07,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287707071544536,0.0,0.0,0.01875471580343294,0.051474853930575236,8.391795993935098e-09,0.0009893268100172607,8.290001399343405e-06,2.1679824515045163e-08,2.0762285011010443e-06,0.00016364155340280352,0.9972746938409892,2.520387308666436e-06,1.3418481646734866e-07,1.2409126195872859e-11,0.0025290483300620327,1.938620115020985e-09,3.9394036954442423e-11,3.0279759738102713e-08,7.836879012063308e-17,5.362959906093482e-09,2.992406990958305e-05,3.683625698504641e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4783341117127425e-09,1.7725436831404981e-09,1.0001934682147491e-14,1.179149519072848e-09,-1.1816957888647025e-09,2.5839544818386322e-14,2.4745956862561158e-12,-5.53353633464701e-21,9.208174097495337e-18,5.388913438415563e-21,1.5708013527528728e-21,3.8843734275330155e-19,7.133109294289778e-20,-2.2010759112153218e-23,-1.3690485372606162e-23,-4.2605892285126577e-19,3.417736716426413e-24,-1.610202381975368e-21,-9.241680356832375e-18,1.392921361518777e-23,0.0,1.4783341117127425e-09,1.1816957888647025e-09,1.1816956879362466e-09,1.1749428414742115e-09,1.1773475992523275e-09,6.33823439224077e-18,2.786180447168307e-15,3.56628108108042e-18,2.442591045236904e-14,-2.7513906951381888e-14,1.0001934682147491e-14,1.1705601308081682e-09,7.193543318516175e-17,2.5839544821290873e-14,2.5839544818386322e-14,9.420178394055341e-17,8.521652990809935e-15,5.193510228946981e-16,-1.7645633251725796e-09,2.9148547744837685e-16,-2.4745956862561158e-12,1.1791494471374148e-09,1.1737527841282125e-09,-5.087732513324247e-16,-7.871249453778191e-12,1.1089305475306578e-11,1.1017063496008164e-11,1.3272275734921004e-19,6.741639168637383e-12,5.13180220499098e-25,7.22419792839714e-14,-1.7725161691008235e-09,99.17099986006566,0.0016963627629682583,99.9939211609427,0.004382476294331152,0.9973047086120381,0.00016364647848893056,2.520463164244133e-06,0.0025291244463087072,0.5353535353535346
999,1000,101325.0,3.5111917342151336e-08,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287709521007236,0.0,0.0,0.018744678049134808,0.0514846256161493,1.1123127677943554e-09,0.0009920804491721504,1.7845969031827763e-06,8.100520341112549e-09,5.869975083770473e-06,5.828669069940311e-05,0.9990125116723544,3.184617443684595e-07,7.970849874130683e-08,9.399244886676978e-13,0.0008987318129855079,2.3580768959853935e-10,4.293452888507936e-12,1.0762368228461143e-08,1.0222554642984837e-17,1.1307406184718428e-09,3.0059519454845062e-05,1.1301887512560252e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.795076092042685e-10,2.1490439965989563e-10,1.5968494944055223e-16,1.424242459021337e-10,-1.4326960009607283e-10,1.1629203740932364e-15,8.427007176228168e-13,-9.507894476466952e-21,-8.271565017729795e-18,8.069425321665933e-21,-1.1005746286082015e-21,7.009899400799035e-20,-3.731722969932181e-19,1.808548822196933e-24,6.171542851469855e-24,3.7905711391603133e-19,9.814845666274259e-25,1.1124752260174059e-21,8.197004492929836e-18,-5.6752988549879036e-24,0.0,1.795076092042685e-10,1.4326960009607283e-10,1.4326959570156457e-10,1.431654158103994e-10,1.396856063360947e-10,3.155049392955337e-19,2.0131481831086648e-16,2.4551802633462375e-19,8.32684345794756e-15,-8.563679279594005e-15,1.5968494944055223e-16,1.39580508579769e-10,8.676205197958992e-18,1.1629203750548261e-15,1.1629203740932364e-15,4.008904326676823e-18,3.6835119435213935e-16,2.1853708446672903e-17,-2.140670690236124e-10,3.5339037483867424e-17,-8.427007176228168e-13,1.424242372259285e-10,1.424471171802675e-10,-2.300764883344431e-17,-8.198289602883271e-13,3.6875861402046886e-12,3.6790300700464996e-12,4.524546284104664e-20,1.0361454955997913e-13,1.989467231888492e-26,8.556070163844436e-15,-2.1489583593537057e-10,99.82154030968172,0.0002242342695160083,99.99814275897874,0.001633006751755015,0.9990426341686868,5.828844817551708e-05,3.184713467133898e-07,0.0008987589117910023,1.4545454545454541
999,1000,101325.0,3.5938136638046405,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289986066781636,0.0,0.0,0.01999491463722869,0.05000894940044568,2.4607432220205692e-06,1.077787473835683e-06,0.000993982239620671,8.472807708119387e-09,4.103781605933857e-11,0.013114971138618123,0.2877998071594966,0.1515214978276012,1.1432448975145438e-06,3.1187064369800354e-07,0.5474897667831712,4.2344309314605313e-07,3.121591321865001e-05,6.3683058106221645e-06,1.0059965225767912e-11,3.251941465674547e-05,1.9744993633906743e-06,3.893690756589425e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.426499880696393e-05,0.00013257126601193172,3.614912700273548e-05,1.5833053300471115e-05,-8.838084391190659e-05,1.2446832932659462e-07,6.028590433614604e-10,4.006378225542359e-16,-2.6159881792897148e-14,-4.016014531909805e-16,1.4258229220617963e-14,-2.9278456579869444e-12,-1.3240286146111446e-12,-2.0328790734103206e-19,-2.739860416792043e-18,4.233449646508847e-12,2.2841249274337073e-17,1.4235404059354038e-14,1.6068319406224827e-14,3.54971655859576e-18,0.0,7.426499880696393e-05,8.838084391190659e-05,8.837555740780991e-05,7.397219480708912e-08,0.00017661238337647795,4.2544179797026535e-12,5.180839508526894e-12,1.9728074245077307e-11,2.8620540002217254e-12,-4.9592913109464114e-11,3.614912700273548e-05,1.593479936690123e-05,8.085830046840871e-12,1.2446832931682905e-07,1.2446832932659462e-07,5.285177524381429e-09,4.024819503512036e-10,6.132421643075304e-08,-0.00013137001119510432,2.180097702244439e-11,-6.028590433614604e-10,1.5833045214641068e-05,1.4720552997334674e-05,-9.738637507407557e-09,-1.113095092418073e-06,1.3586500927781353e-08,2.2050676440404546e-09,1.5551506243578353e-17,8.830646698215552e-05,3.2606796312695157e-17,1.1381433247584386e-08,-0.00013257121641900305,0.6017760379329034,81.80363705992181,17.9146974371487,0.281665502929492,0.287821093570338,0.01311594115547319,0.15153270474565264,0.5475302605285362,-6.555555555555557
999,1000,101325.0,4.977023564332114e-05,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9288146515952131,0.0,0.0,0.01899837799229288,0.05118793333094954,6.277342817362314e-07,0.0007969396517566383,0.00020119446910754255,1.356702830531307e-07,1.3955611518886005e-07,0.001547088582887685,0.9687774734359638,0.00028482564608611885,4.513508778709978e-07,3.5271637728623465e-09,0.029365981738517438,1.655162298799749e-07,9.478343945908978e-09,3.496329006509748e-07,7.772743602494009e-15,2.1491807569348512e-07,2.343616552606131e-05,7.419306115726195e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0300280289626293e-07,2.437561639514172e-07,1.2773432811537337e-10,1.6216502320283758e-07,-1.6250410914134874e-07,2.7606828168179363e-11,2.839753305090926e-11,2.710298817006382e-18,-1.0449984776823088e-14,-2.7030046403850214e-18,1.209126980144639e-18,-4.355654666443179e-15,-1.9381434145784924e-15,-5.929230630780102e-21,8.65458395398919e-21,6.292959564054703e-15,-7.849375326457101e-21,1.0583771801712926e-18,1.0448561156570029e-14,-7.622136533726568e-21,0.0,2.0300280289626293e-07,1.6250410914134874e-07,1.625039374068866e-07,9.744819517594107e-08,2.273574557382505e-07,5.547213069718923e-15,8.001437033148996e-13,2.5204884951746632e-15,2.8527032159158213e-13,-1.1272736216705328e-12,1.2773432811537337e-10,1.620282682813275e-07,1.0857846518674064e-14,2.7606828159161925e-11,2.7606828168179363e-11,1.7054290374443603e-13,8.448100441295864e-12,1.201344767728062e-12,-2.418562026572623e-07,4.0084854763211814e-14,-2.839753305090926e-11,1.6216501234499105e-07,1.6031900360831403e-07,-6.457635674743693e-13,-1.874416718289056e-09,1.921239704176183e-10,1.7813233549827754e-10,1.5500697002565056e-18,6.504667007692366e-08,1.1680619908164751e-21,1.3991634925794855e-11,-2.4375503667624543e-07,79.88055308924574,0.15723498809889777,99.80878229666303,0.033982715238078345,0.968801335590793,0.001547126689540979,0.00028483266168449165,0.029366705057981578,-1.6969696969696972
999,1000,101325.0,54.622772176843604,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999079586556,0.0,0.0,0.019999664383420542,0.05000059118206118,1.6286740096430518e-07,7.05709269640339e-08,0.0009996024770261435,5.576608525514999e-10,2.84753828303526e-12,0.013080823767559258,0.28660391999682305,0.15197318267349447,1.141935218704966e-06,3.1412759872967816e-07,0.5482677645418415,4.2389754863203357e-07,3.1438921255882174e-05,6.376289469847443e-06,1.0057651368010515e-11,3.2657176988532075e-05,1.956272176687867e-06,3.8996709966067604e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.449393190432143e-05,0.00013310502361028894,3.6364981831271226e-05,1.5757054267135238e-05,-8.873668240689972e-05,1.2451433898516502e-07,6.357974478151026e-10,-1.9635848961822224e-16,2.1932350661889317e-16,1.9643254644312008e-16,-1.3376030087773405e-17,1.8134904378987176e-15,6.446666117598809e-16,-2.303929616531697e-19,1.4682522047265244e-18,-2.6510823489629718e-15,-1.4081922748102743e-20,-3.5177278299471085e-18,-9.708479883191975e-18,-1.1927299232136868e-18,0.0,7.449393190432143e-05,8.873668240689972e-05,8.873134197895904e-05,7.374309212423168e-08,0.00017732364278318774,4.2832702132489716e-12,5.180425041593964e-12,1.9862604781061788e-11,2.85892967062907e-12,-5.4076632061139656e-11,3.6364981831271226e-05,1.5858781222594098e-05,8.086999667197782e-12,1.245143389523967e-07,1.2451433898516502e-07,5.336142856959416e-09,4.034824826857707e-10,6.192065841360611e-08,-0.00013190516525407288,2.1888751272256906e-11,-6.357974478151026e-10,1.575704618013557e-05,1.4646737654925168e-05,-9.793429833492207e-09,-1.1109443226485093e-06,1.3629750933354806e-08,2.201618853565164e-09,1.553452961524017e-17,8.866253065005451e-05,3.2754240293159506e-17,1.1428132048228133e-08,-0.00013310496953364135,0.03975229738565657,81.9621410272226,17.757219156726734,0.2806398160506585,0.28662521883602277,0.013081795862993363,0.15198447649104055,0.5483085088099432,-7.737373737373739
