,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(13),NOX,OX,NX,OHX,NH3X,X(1),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),NO2_X(14),NHO_X(15),N2X(48),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],NO2(13) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NO2(13) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],H2O_X(10) ROP [kmol/m^2 s],N2O_X(11) ROP [kmol/m^2 s],H_X(12) ROP [kmol/m^2 s],NO2_X(14) ROP [kmol/m^2 s],NHO_X(15) ROP [kmol/m^2 s],N2X(48) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NH3X + OHX <=> H2O_X(10) + NH2_X(8) ROP [kmol/m^2 s],NH2_X(8) + OHX <=> H2O_X(10) + NH_X(9) ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(10) + NX ROP [kmol/m^2 s],2 OHX <=> H2O_X(10) + OX ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2O_X(10) ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NX + OX <=> NOX + X(1) ROP [kmol/m^2 s],NOX <=> NO(5) + X(1) ROP [kmol/m^2 s],NOX + NX <=> N2O_X(11) + X(1) ROP [kmol/m^2 s],N2O_X(11) <=> N2O(7) + X(1) ROP [kmol/m^2 s],NH3X + X(1) <=> H_X(12) + NH2_X(8) ROP [kmol/m^2 s],NH2_X(8) + X(1) <=> H_X(12) + NH_X(9) ROP [kmol/m^2 s],NH_X(9) + X(1) <=> H_X(12) + NX ROP [kmol/m^2 s],H_X(12) + OX <=> OHX + X(1) ROP [kmol/m^2 s],H_X(12) + OHX <=> H2O_X(10) + X(1) ROP [kmol/m^2 s],NO2(13) + X(1) <=> NO2_X(14) ROP [kmol/m^2 s],NO2_X(14) <=> NO(5) + OX ROP [kmol/m^2 s],NOX + OX <=> NO2_X(14) + X(1) ROP [kmol/m^2 s],H_X(12) + NOX <=> NX + OHX ROP [kmol/m^2 s],H_X(12) + NO2_X(14) <=> NOX + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NHO_X(15) + X(1) ROP [kmol/m^2 s],NHO_X(15) + OX <=> NOX + OHX ROP [kmol/m^2 s],2 OHX <=> H2O(3) + OX + X(1) ROP [kmol/m^2 s],NH2_X(8) + NX <=> 2 NH_X(9) ROP [kmol/m^2 s],NHO_X(15) + NX <=> H_X(12) + N2O_X(11) ROP [kmol/m^2 s],NHO_X(15) + X(1) <=> H_X(12) + NOX ROP [kmol/m^2 s],H2O(3) + 2 X(1) <=> H_X(12) + OHX ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX Coverage,NOX Coverage,NX Coverage,X Coverage,Residence Time (s)
999,1000,101325.0,0.05214008287999696,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.928928698438499,0.0,0.0,0.01972050503594704,0.050458258371511515,0.00010685588867212216,9.32927350165418e-05,0.0006918593056676798,5.2920641189141e-07,1.0182742316245412e-09,0.014973216632002418,0.3723023048146554,0.12027211706290042,1.2141691312204923e-06,1.934020067660088e-07,0.4923978462438287,3.9564246947773497e-07,1.9101135048682722e-05,5.778945153597051e-06,9.473500840076573e-12,2.431015938418262e-05,3.5214412490189726e-06,3.4269650329900275e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.924647535790129e-05,9.849432099280522e-05,2.277607080868142e-05,1.9885108710216685e-05,-6.566287418705648e-05,1.1279902501683257e-07,2.1704215729353787e-10,-5.6276827987417324e-15,-5.2522008505013525e-12,5.597941298004796e-15,8.569402444013846e-13,-1.9581320515571724e-10,-8.83774646347202e-11,-9.324138683375337e-18,3.40360291197325e-16,2.8315050189603854e-10,2.2863492227183077e-15,8.572236967809563e-13,4.57593213283792e-12,-3.149455341448252e-16,0.0,5.924647535790129e-05,6.566287418705648e-05,6.566033577173304e-05,8.945909538148697e-08,0.00013119407175725658,2.6522107320078577e-12,5.142809551635966e-12,1.2163319534170392e-11,2.9727232162166515e-12,2.4402227460917914e-10,2.277607080868142e-05,1.998099588465529e-05,7.402254149158753e-12,1.1279902728040217e-07,1.1279902501683257e-07,2.7315763178485127e-09,3.3839287121015843e-10,3.1490672268003715e-08,-9.728485160984948e-05,1.6197164252828592e-11,-2.1704215729353787e-10,1.9885101307962535e-05,1.8724930476489927e-05,-6.370688716173032e-09,-1.1603924495620377e-06,1.0762776295192287e-08,2.3560967432583808e-09,1.6152848025567568e-17,6.557326736920873e-05,2.2779604594556273e-17,8.406679844099838e-09,-9.849456501506369e-05,30.814069433232017,69.37277736628494,30.28365232629206,0.3435703074230017,0.372322602073127,0.01497403294510121,0.12027867408448041,0.4924246908972913,-4.717171717171718
999,1000,101325.0,0.0705480231071866,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.928943026443286,0.0,0.0,0.019780806544800543,0.05036612145245778,8.948698110705289e-05,6.633818657435879e-05,0.0007538134427670997,4.0613160418568936e-07,8.174032183874245e-10,0.014606006279997332,0.3508898475554019,0.12802614193743428,1.1999806072992004e-06,2.1718160837220758e-07,0.5064194203350787,4.019373150315417e-07,2.1604675068124758e-05,5.932654178486349e-06,9.746610220349939e-12,2.614662821064293e-05,3.080470148124898e-06,3.5520503461913106e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.286044567938424e-05,0.00010647172851153286,2.5807549459709145e-05,1.913156539828247e-05,-7.098115234396201e-05,1.1712610408146606e-07,2.3573455872363697e-10,-6.203925268459244e-16,2.3873887377308477e-15,6.208750008272741e-16,-3.9445766983207255e-16,8.499509191370786e-14,3.753488947606798e-14,1.8973538018496328e-19,7.324307129797736e-18,-1.2270194952504584e-13,-9.1753520522342e-19,-3.663807132030587e-16,-1.4537389304500326e-15,-7.929709039596721e-18,0.0,6.286044567938424e-05,7.098115234396201e-05,7.097792768240563e-05,8.564621546860299e-08,0.00014182764542204716,2.9883983749332584e-12,5.163225105430842e-12,1.3765260477117833e-11,2.9637333053863835e-12,-4.251229923646349e-11,2.5807549459709145e-05,1.923035993164901e-05,7.673982026839443e-12,1.171261040554152e-07,1.1712610408146606e-07,3.2215881629065513e-09,3.5353043092811585e-10,3.720471724744041e-08,-0.00010524745628552124,1.7508980024070127e-11,-2.3573455872363697e-10,1.913155772430044e-05,1.7964559284319794e-05,-7.131598944272951e-09,-1.1672341730856306e-06,1.1435704246401392e-08,2.3340898155810715e-09,1.6103999784735883e-17,7.089514734984209e-05,2.513331112105741e-17,9.101614413616715e-09,-0.00010647168599921752,24.618655723290036,72.71686735773696,26.953111251122547,0.33002139114049955,0.3509104052527157,0.014606862006824881,0.1280336426465387,0.5064490900939207,-4.8484848484848495
999,1000,101325.0,0.1291549665014888,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289655355867892,0.0,0.0,0.019870631001450062,0.05022142805307825,5.7327235565356164e-05,3.3739678364830045e-05,0.0008511075862288972,2.3030735248096882e-07,5.511710176458072e-10,0.014001760334926104,0.3221111315482864,0.13864589041538808,1.1769960330245123e-06,2.5509635695287016e-07,0.5251763274975167,4.111697747570443e-07,2.551712353221373e-05,6.1347147418646935e-06,9.989581301913766e-12,2.8854242447499968e-05,2.540479640126612e-06,3.7136693404885306e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.791019119578726e-05,0.00011788498820358408,3.0266604865130426e-05,1.7813270380098506e-05,-7.858999330366155e-05,1.2159354621842602e-07,2.9099743529364496e-10,-1.7434841789315807e-16,4.984479027932313e-13,1.7224280907642702e-16,-1.656550891633932e-13,3.5483204669873954e-11,1.6036330304034646e-11,-8.131516293641282e-19,2.538528626163576e-17,-5.1307253289841566e-11,-3.3610198525623673e-16,-1.656359610880271e-13,-3.7910124965822525e-13,-2.360901681221287e-17,0.0,6.791019119578726e-05,7.858999330366155e-05,7.858592563695807e-05,8.041351295022623e-08,0.0001570400909698202,3.5088356053746094e-12,5.1800759387146565e-12,1.6230415848901712e-11,2.9321303306170194e-12,-9.854456139990476e-11,3.0266604865130426e-05,1.7914517021072607e-05,7.941934957430442e-12,1.2159354585386743e-07,1.2159354621842602e-07,4.0286746632050035e-09,3.7498374928452117e-10,4.662947459523545e-08,-0.0001166587015908765,1.9385850386455185e-11,-2.9099743529364496e-10,1.7813262438163547e-05,1.6656728703921753e-05,-8.252233760999822e-09,-1.156824352575837e-06,1.2385289283305817e-08,2.2877203067978428e-09,1.593227912432381e-17,7.850916414368228e-05,2.8456565577795925e-17,1.0097568971660427e-08,-0.00011788488965900674,14.889241377110285,77.02438740968111,22.666173574870044,0.3094390154488394,0.3221320347616992,0.014002668970970533,0.1386548877593241,0.5252104085080062,-5.1111111111111125
999,1000,101325.0,0.17475284000076902,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289736969976772,0.0,0.0,0.019902026144478942,0.05016898024621454,4.450338049381972e-05,2.424666557970337e-05,0.0008863744145296541,1.7169463398508928e-07,4.563924893551128e-10,0.013780696559267431,0.3128706366257692,0.14209465050494388,1.168612366214574e-06,2.6899677458419204e-07,0.5311868664661067,4.143339592388153e-07,2.692906074418566e-05,6.198445335363826e-06,1.0033551040581524e-11,2.979020665928825e-05,2.379801674910041e-06,3.763653272000072e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.958326038905125e-05,0.00012172258037504097,3.1791057468114036e-05,1.7320642421471854e-05,-8.114838701590941e-05,1.2265032298699398e-07,3.260246722102146e-10,1.393306729553464e-16,3.720246198839292e-14,-1.3908846627168834e-16,-1.4229454245140246e-14,3.014890307939532e-12,1.362953532587502e-12,1.8973538018496328e-19,3.0636387608799992e-18,-4.359278091134703e-12,-2.7220568430319413e-17,-1.423897324443553e-14,-2.727264994514724e-14,-3.459605157025458e-18,0.0,6.958326038905125e-05,8.114838701590941e-05,8.114404885305933e-05,7.870249942056872e-08,0.00016215479129348356,3.6950083374867484e-12,5.182541415139798e-12,1.7107598325726496e-11,2.916877278692185e-12,-5.3278242928556097e-11,3.1791057468114036e-05,1.7422281087892122e-05,8.000828856400016e-12,1.2265032293021646e-07,1.2265032298699398e-07,4.331452951434564e-09,3.821703556318549e-10,5.016842236283343e-08,-0.00012050013800909717,2.0016939480376167e-11,-3.260246722102146e-10,1.7320634420642997e-05,1.6172502533622226e-05,-8.636327802520592e-09,-1.1484578844203327e-06,1.2701326272419185e-08,2.268493783103139e-09,1.5849398793617483e-17,8.106929414870129e-05,2.9556941796340247e-17,1.0432832463218709e-08,-0.00012172252709678218,11.362558547034594,78.35321817972458,21.344494061321438,0.30228775895398774,0.31289164725104374,0.013781621993033129,0.14210419277930839,0.5312225379766148,-5.242424242424244
999,1000,101325.0,0.2364489412645417,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289800947997094,0.0,0.0,0.01992627562401764,0.050127871407089616,3.409283139587945e-05,1.7520635435470862e-05,0.0009140167527798996,1.2757294039494358e-07,3.766316819324536e-10,0.013607982202714098,0.3060063901933318,0.1446664692931055,1.1620544842449138e-06,2.799461084364099e-07,0.535650247245394,4.1675042602979886e-07,2.8033350786887623e-05,6.245407007654778e-06,1.0054614928950677e-11,3.0508764489784154e-05,2.2644020868382497e-06,3.800100832802787e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.084371934090257e-05,0.00012462886518238662,3.2952248848405124e-05,1.6934478999730296e-05,-8.308590873386192e-05,1.2330495681804746e-07,3.6403134451576317e-10,-4.021407501702407e-16,-4.759860697746791e-13,4.0042442646736973e-16,2.0113078451877311e-13,-4.2244172035210286e-11,-1.9101791003985072e-11,-3.659182332138577e-19,1.2634991950845384e-17,6.108352458789862e-11,3.6732629313977e-16,2.0114825616473036e-13,3.3577907914432616e-13,-1.1508390154521636e-17,0.0,7.084371934090257e-05,8.308590873386192e-05,8.30813748575942e-05,7.742063247343022e-08,0.00016602814681515948,3.839967079247049e-12,5.183342366205315e-12,1.7788844514264147e-11,2.9038537834465332e-12,1.0872636124759085e-11,3.2952248848405124e-05,1.70362793263934e-05,8.035255745572151e-12,1.2330495715499047e-07,1.2330495681804746e-07,4.572280472676164e-09,3.8761007849740146e-10,5.298429226514747e-08,-0.00012341071433850026,2.0494880719976488e-11,-3.6403134451576317e-10,1.693447096447455e-05,1.579421331209883e-05,-8.929363339629646e-09,-1.1406220194993118e-06,1.293963389258426e-08,2.252787023663085e-09,1.5778633170820425e-17,8.300813755214004e-05,3.038330676974549e-17,1.0686846850046261e-08,-0.00012462887605500697,8.598324722010037,79.32121609253704,20.38196959381652,0.2968143136464167,0.30602747887295934,0.013608920007891528,0.1446764391006701,0.5356871620184791,-5.3737373737373755
999,1000,101325.0,0.3199267137797385,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289850301756588,0.0,0.0,0.019944784883759902,0.05009616250145345,2.586684703594904e-05,1.2722262558016898e-05,0.0009353384213822633,9.45999239126552e-08,3.082278962159287e-10,0.013475399044652713,0.3009221845063892,0.1465762136167231,1.1570116053781472e-06,2.884229210429185e-07,0.5389559392154124,4.185773726842557e-07,2.8883682439843884e-05,6.279974705611887e-06,1.0063626760993502e-11,3.1054464016198936e-05,2.181091028275695e-06,3.8267000962364427e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.178745989222177e-05,0.00012681253471371842,3.3828005770093484e-05,1.6637852009549288e-05,-8.454168954987189e-05,1.237153774779428e-07,4.030926093602143e-10,3.5968142374410586e-17,-8.318806077866568e-14,-3.788457387295237e-17,3.7872149794186314e-14,-7.904455469171919e-12,-3.5749571705712135e-12,-6.098637220230961e-19,-3.3934257449375407e-19,1.1429903594522472e-11,6.676477802891926e-17,3.7865805978560684e-14,5.689352530656107e-14,1.637571113032454e-18,0.0,7.178745989222177e-05,8.454168954987189e-05,8.453693343838054e-05,7.646496290371722e-08,0.00016893821612993344,3.951192882686733e-12,5.1833425281562585e-12,1.8310514243386226e-11,2.893256990617625e-12,-3.976237394898163e-11,3.3828005770093484e-05,1.673970175786188e-05,8.055446158238602e-12,1.2371537751370768e-07,1.237153774779428e-07,4.760064753938517e-09,3.916970731186993e-10,5.51805151601184e-08,-0.00012559823275460483,2.0853970898657265e-11,-4.030926093602143e-10,1.6637843954103132e-05,1.550432471366055e-05,-9.150669043484227e-09,-1.1339223899454635e-06,1.3118109729124557e-08,2.240357143023124e-09,1.572105353085679e-17,8.446483561100862e-05,3.099989007766942e-17,1.0877752553463969e-08,-0.00012681249495132875,6.466157861773676,80.02717736535999,19.680148200222035,0.2926744344179657,0.3009433298732047,0.013476345941460112,0.14658651331532604,0.5389938108700091,-5.505050505050505
999,1000,101325.0,0.43287612810830617,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289887934498764,0.0,0.0,0.019958791130069792,0.050071985939026016,1.9488391668313627e-05,9.275565590140478e-06,0.0009515952101280793,7.006427880199892e-08,2.4936265843203915e-10,0.013374799445502341,0.2971619720461672,0.1479910420428626,1.1531785571492223e-06,2.949037641098876e-07,0.5414008950659746,4.199492553784883e-07,2.9531169095050732e-05,6.305419120692642e-06,1.0066594958984103e-11,3.1465731665524545e-05,2.120653354175729e-06,3.8461465133623316e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.249113922241037e-05,0.00012844454235026975,3.4484211629129637e-05,1.6412876560624475e-05,-8.562969489791725e-05,1.2397695298716244e-07,4.412408592454002e-10,8.680367173682467e-18,-6.940427496762903e-16,-8.378226745384125e-18,3.3151493713126357e-16,-6.825655411702935e-14,-3.082538564680437e-14,-6.776263578034402e-20,-7.73043295822657e-19,9.866253944741477e-14,5.6393865441415205e-19,3.259613597512674e-16,4.556495155141894e-16,2.3543214594484274e-19,0.0,7.249113922241037e-05,8.562969489791725e-05,8.562478654260289e-05,7.575459922867208e-08,0.000171113096761298,4.035648703747296e-12,5.183002738505777e-12,1.8706019954785515e-11,2.8848890337670483e-12,-5.183324602864303e-11,3.4484211629129637e-05,1.6514726893707143e-05,8.067396480396411e-12,1.2397695295626823e-07,1.2397695298716244e-07,4.904387922205973e-09,3.947521538305082e-10,5.6868746802402996e-08,-0.00012723353122496984,2.1122348137284813e-11,-4.412408592454002e-10,1.6412868493227992e-05,1.528483434664759e-05,-9.316677385953393e-09,-1.128475387895302e-06,1.32511838429189e-08,2.2307212900975106e-09,1.567558467469771e-17,8.555354043178863e-05,3.1458180492169294e-17,1.1020462521127778e-08,-0.00012844449051700803,4.840478987192073,80.5430623976556,19.16737078354314,0.2895668188012529,0.29718315864945316,0.013375753021654533,0.148001593283575,0.5414394950453173,-5.636363636363637
999,1000,101325.0,0.7924828983539186,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289937774216342,0.0,0.0,0.01997720685411556,0.05003996951970064,1.0908738835146254e-05,4.975266450586187e-06,0.0009731236838265321,3.835846827585203e-08,1.5696925013286844e-10,0.01324234904363391,0.29232956659027004,0.14981203007435567,1.148121393326377e-06,3.0350903474730285e-07,0.5445434064409165,4.2173858220196866e-07,3.0387483106275188e-05,6.337963205704733e-06,1.0065700143861076e-11,3.200419215834545e-05,2.044446192710643e-06,3.870845964777626e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.340276849064391e-05,0.00013056324106755295,3.5338062680680544e-05,1.6117012537951307e-05,-8.704216055499406e-05,1.2425945535365487e-07,5.084904238641677e-10,-1.9491053973445024e-16,-4.4459944016361207e-14,1.9515834580677128e-16,2.310643104526496e-14,-4.774373733518988e-12,-2.1596615554925203e-12,-1.2197274440461925e-19,-7.473047438824571e-18,6.903389107955214e-12,3.8308917924147845e-17,2.3113768360830748e-14,2.8848206612972545e-14,6.77832656648211e-18,0.0,7.340276849064391e-05,8.704216055499406e-05,8.703706418783476e-05,7.48370734543127e-08,0.00017393652474705518,4.147022194874715e-12,5.182125364971872e-12,1.92267783711886e-11,2.873461772785744e-12,-4.5996761954825154e-11,3.5338062680680544e-05,1.621882402758068e-05,8.078952378979916e-12,1.2425945535991402e-07,1.2425945535365487e-07,5.096994510837817e-09,3.987196543619685e-10,5.9122161883718335e-08,-0.00012935699968907342,2.1470763358959443e-11,-5.084904238641677e-10,1.6117004458998927e-05,1.4996652685739553e-05,-9.532937054536448e-09,-1.1208602925314406e-06,1.342354779198737e-08,2.2177778410338915e-09,1.5613492510541643e-17,8.696692435413388e-05,3.204977196472224e-17,1.1205769912125383e-08,-0.00013056319507077539,2.6876316173467947,81.1980469485104,18.51643584074794,0.28551721074167535,0.292350805247958,0.013243311141726149,0.14982291438709008,0.5445829692232259,-5.8989898989899
999,1000,101325.0,100.0,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999497180008,0.0,0.0,0.019999816658867617,0.05000032296145787,8.897958826387217e-08,3.854183953642836e-08,0.000999782834074408,3.0461325288494536e-10,1.558157329828221e-12,0.013079729133817705,0.2865657117089518,0.15198761573001934,1.1418932205325002e-06,3.142000550878276e-07,0.5482926231189811,4.2391210044980434e-07,3.1446076362449184e-05,6.376544365976703e-06,1.00575711810091e-11,3.266159067169922e-05,1.9556914100555786e-06,3.899861693766033e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.450124624510753e-05,0.00013312208522986592,3.637188540133231e-05,1.5754617656273887e-05,-8.874805681405437e-05,1.2451572894526436e-07,6.369227124052168e-10,2.7320208621674084e-16,-5.014904935964224e-16,-2.7265223252133055e-16,9.752522573147792e-17,-2.562517975823793e-14,-3.755730535598412e-15,9.351243737687476e-19,-1.4576113533266424e-18,2.9561170789535974e-14,1.988145145883453e-19,8.580994327101778e-17,1.369254170224994e-16,7.507094192837255e-19,0.0,7.450124624510753e-05,8.874805681405437e-05,8.874271477592967e-05,7.373575805393353e-08,0.00017734637841389754,4.284194988581718e-12,5.180410647798045e-12,1.9866915745806524e-11,2.8588287077426233e-12,-5.405234593247599e-11,3.637188540133231e-05,1.585634399320357e-05,8.08703199202879e-12,1.2451572891270425e-07,1.2451572894526436e-07,5.337779554886286e-09,4.03514451546898e-10,6.193981299556363e-08,-0.00013192227235003144,2.1891557013336612e-11,-6.369227124052168e-10,1.575460956924189e-05,1.4644371687373153e-05,-9.795182505394134e-09,-1.1108748047180657e-06,1.3631132633664528e-08,2.201507742567314e-09,1.5533981014484512e-17,8.867391238676246e-05,3.2758949331756555e-17,1.1429624857587557e-08,-0.00013312203117750446,0.021716592559211517,81.96719506982572,17.752197946755594,0.28060698341868673,0.2865870109439399,0.013080701295569857,0.1519989123360348,0.5483333754244555,-8.0
999,1000,101325.0,12.045035402587835,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289995830218424,0.0,0.0,0.019998479187366292,0.05000267825944369,7.374911076627976e-07,3.204154868553239e-07,0.0009981990833166016,2.5286982515752737e-09,1.2738473788479124e-11,0.01308934337097598,0.28690157829096913,0.15186074405168698,1.142262074585172e-06,3.1356387213648594e-07,0.5480741131109174,4.237842581711199e-07,3.1383243550373744e-05,6.374303385566645e-06,1.0058259150187024e-11,3.262281876527256e-05,1.960799667775044e-06,3.898184528897094e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.443690386830131e-05,0.00013297203905685936,3.631119066078494e-05,1.5776011021742942e-05,-8.864802603768219e-05,1.2450325619983875e-07,6.271928515551283e-10,4.920211632088482e-16,-6.038336187845667e-16,-4.914705734129747e-16,6.281794834312012e-17,-1.0940398371354258e-14,-4.644613686710653e-15,1.2197274440461925e-19,-9.766197237613475e-18,1.6019791842803678e-14,8.512681119905717e-20,4.777646987340518e-17,5.903311422594121e-17,8.39524794270279e-18,0.0,7.443690386830131e-05,8.864802603768219e-05,8.864269836581588e-05,7.380015160167161e-08,0.00017714643311847952,4.2760693811878655e-12,5.1805315271603066e-12,1.982903487973149e-11,2.8597119482197874e-12,-5.3996210280793384e-11,3.631119066078494e-05,1.5877742719744292e-05,8.086734279511305e-12,1.2450325616720636e-07,1.2450325619983875e-07,5.323406737325932e-09,4.0323318957053057e-10,6.177160647780671e-08,-0.00013177182877015942,2.186688233633673e-11,-6.271928515551283e-10,1.5776002935008664e-05,1.4665146487444122e-05,-9.779773669835078e-09,-1.1114836404751298e-06,1.3618977939746509e-08,2.2024810767747325e-09,1.5538780266974615e-17,8.85738174832997e-05,3.271752918004562e-17,1.1416496821858998e-08,-0.00013297198506063358,0.18009166833983947,81.92274365520207,17.796360892010906,0.2808954527870293,0.2869228740439443,0.013090314949538552,0.15187201617124524,0.5481147948352718,-7.080808080808081
999,1000,101325.0,16.297508346206467,0.001,0.02,0.05,0.929,0.05,1000.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289996917196082,0.0,0.0,0.019998875720813082,0.05000198008982208,5.453294552412068e-07,2.3671499012579842e-07,0.0009986685469071542,1.868946855480409e-09,9.457416113290461e-12,0.013086492841665095,0.2868019345931361,0.15189838275096987,1.1421527213812285e-06,3.137524388527087e-07,0.5481389392504084,4.238221703898894e-07,3.140186949792714e-05,6.374968324738668e-06,1.005805790250116e-11,3.2634315385927145e-05,1.9592833548018607e-06,3.898682283779368e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.445598927091342e-05,0.0001330165436954661,3.632919200741859e-05,1.5769667765081804e-05,-8.867769579689396e-05,1.2450699023347334e-07,6.300416798363415e-10,3.513632690344931e-16,-3.9556347067882016e-16,-3.513632827694927e-16,2.2265622666375694e-17,-5.200359111367203e-15,-2.1336014552342238e-15,2.7105054312137606e-19,-2.298304788366336e-18,7.64901175591197e-15,4.0869339705019985e-20,2.9710739416128646e-17,2.8120435057658703e-17,2.360143156599576e-18,0.0,7.445598927091342e-05,8.867769579689396e-05,8.867236385724369e-05,7.378105128156691e-08,0.00017720573817498348,4.278478375534238e-12,5.180496000840299e-12,1.9840265905867374e-11,2.859450343721784e-12,-5.4025242612887325e-11,3.632919200741859e-05,1.587139787043168e-05,8.08682490999468e-12,1.245069902007844e-07,1.2450699023347334e-07,5.327666372253843e-09,4.033166138040328e-10,6.182145719136367e-08,-0.0001318164509984533,2.1874200998679538e-11,-6.300416798363415e-10,1.5769659678256893e-05,1.4658986348433606e-05,-9.784343587088254e-09,-1.1113033715312456e-06,1.3622583358227637e-08,2.2021926662219075e-09,1.5537358789962082e-17,8.860350625370266e-05,3.2729816803159e-17,1.1420390656915771e-08,-0.00013301648967020802,0.13314530928458262,81.93593618801869,17.78325391109916,0.280809900882159,0.2868232313797829,0.013087464593290129,0.15190966212903276,0.5481796418978943,-7.212121212121213
