,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(13),NOX,OX,NX,OHX,NH3X,X(1),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),NO2_X(14),NHO_X(15),N2X(48),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],NO2(13) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NO2(13) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],H2O_X(10) ROP [kmol/m^2 s],N2O_X(11) ROP [kmol/m^2 s],H_X(12) ROP [kmol/m^2 s],NO2_X(14) ROP [kmol/m^2 s],NHO_X(15) ROP [kmol/m^2 s],N2X(48) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NH3X + OHX <=> H2O_X(10) + NH2_X(8) ROP [kmol/m^2 s],NH2_X(8) + OHX <=> H2O_X(10) + NH_X(9) ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(10) + NX ROP [kmol/m^2 s],2 OHX <=> H2O_X(10) + OX ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2O_X(10) ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NX + OX <=> NOX + X(1) ROP [kmol/m^2 s],NOX <=> NO(5) + X(1) ROP [kmol/m^2 s],NOX + NX <=> N2O_X(11) + X(1) ROP [kmol/m^2 s],N2O_X(11) <=> N2O(7) + X(1) ROP [kmol/m^2 s],NH3X + X(1) <=> H_X(12) + NH2_X(8) ROP [kmol/m^2 s],NH2_X(8) + X(1) <=> H_X(12) + NH_X(9) ROP [kmol/m^2 s],NH_X(9) + X(1) <=> H_X(12) + NX ROP [kmol/m^2 s],H_X(12) + OX <=> OHX + X(1) ROP [kmol/m^2 s],H_X(12) + OHX <=> H2O_X(10) + X(1) ROP [kmol/m^2 s],NO2(13) + X(1) <=> NO2_X(14) ROP [kmol/m^2 s],NO2_X(14) <=> NO(5) + OX ROP [kmol/m^2 s],NOX + OX <=> NO2_X(14) + X(1) ROP [kmol/m^2 s],H_X(12) + NOX <=> NX + OHX ROP [kmol/m^2 s],H_X(12) + NO2_X(14) <=> NOX + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NHO_X(15) + X(1) ROP [kmol/m^2 s],NHO_X(15) + OX <=> NOX + OHX ROP [kmol/m^2 s],2 OHX <=> H2O(3) + OX + X(1) ROP [kmol/m^2 s],NH2_X(8) + NX <=> 2 NH_X(9) ROP [kmol/m^2 s],NHO_X(15) + NX <=> H_X(12) + N2O_X(11) ROP [kmol/m^2 s],NHO_X(15) + X(1) <=> H_X(12) + NOX ROP [kmol/m^2 s],H2O(3) + 2 X(1) <=> H_X(12) + OHX ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX Coverage,NOX Coverage,NX Coverage,X Coverage
9999,500.0,101325.0,6.222570836730231e-05,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289970834674364,0.0,0.0,0.01999051878956512,0.0500186798017196,6.278859352023526e-06,1.031056560477132e-11,0.0009874390116795652,5.993678427739475e-11,6.520861314084914e-22,0.03752536115999085,0.010020002587038621,0.9478247630196198,1.3251530825689159e-09,3.2007363296638147e-06,0.0026150890231234234,3.909454020726093e-08,0.0020110997979627164,3.0990884674154664e-07,8.6633866432217e-18,1.3276088551736446e-07,5.864425297667107e-10,6.679734318926507e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3956577621868496e-09,4.7912976565565994e-09,1.5970826620472214e-09,2.622582325876413e-15,-3.194198437632859e-09,1.5245444056242742e-14,1.6586379726896469e-25,-1.3028094647710184e-23,-7.760102231639875e-21,1.3160431732989381e-20,6.035369734498861e-21,6.799755074701258e-20,1.430493064124704e-19,7.131537651125928e-21,-2.2066181316021816e-20,-2.0931399540426577e-19,1.1675141397270975e-28,1.1069902067236447e-23,3.534096855390133e-28,1.7674515166225725e-21,0.0,2.3956577621868496e-09,3.194198437632859e-09,3.194197992232177e-09,4.945941657174405e-20,6.388388756075024e-09,3.9108165762432844e-18,5.747064217230139e-20,1.2581283739288442e-16,6.557713884484367e-22,-1.2999584048101198e-16,1.5970826620472214e-09,-3.536362957002731e-10,1.1868670018978407e-23,1.524544405623104e-14,1.5245444056242742e-14,4.4142186742321794e-16,1.1117349341854244e-21,7.99213661752467e-15,-4.437292060917966e-09,4.746102919256695e-21,-1.6586379726896469e-25,2.622582314007743e-15,-3.402457756220799e-13,-3.536541627234052e-10,-3.4286835793625377e-13,1.0050045919172274e-18,-3.3759506566389807e-21,7.638952551411777e-29,3.194198437449688e-09,1.1812729288257795e-26,1.0066130792445143e-18,-4.79129752656076e-09,1.2560988320434825,99.99896332456842,8.210455227308158e-05,0.0009545708793136352,0.010040231486905464,0.03760111930144627,0.9497382807114456,0.0026203685002026086
999,500.0,101325.0,6.5173396048824325e-06,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289722510636488,0.0,0.0,0.01990979236165563,0.050177726391637284,5.9739356464233055e-05,2.2705989411147593e-11,0.0008804902130942773,5.907936790689526e-10,7.141686308006088e-22,0.03880910742684514,0.010460836764676087,0.9461805128065812,1.3302399638013525e-09,2.8547989061765486e-06,0.002615838721689405,3.6088148673132536e-08,0.0019303686265933733,3.109834052411079e-07,5.0729724013876396e-17,1.318308967295975e-07,6.219507183679779e-10,6.691753309203642e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3873517636407023e-09,4.7746870749989185e-09,1.5915463521491892e-09,6.049217259553917e-16,-3.183124713550305e-09,1.573963262884248e-14,1.9026526992178867e-26,3.257023661927546e-24,-1.3167057196236855e-20,1.7752524902853062e-20,1.398707008091757e-20,-7.493519742659311e-17,-3.2794936923953044e-17,3.97915233668634e-21,-1.9757799569921467e-20,1.0772915335652687e-16,9.415805899394546e-24,3.069514580200133e-23,1.6610255220333625e-26,-1.8563252491175623e-21,0.0,2.3873517636407023e-09,3.183124713550305e-09,3.1831243934427104e-09,4.964521104780029e-20,6.3662418381572005e-09,3.5007170327323345e-18,5.323987223234316e-20,1.2119178028123187e-16,6.606292214367933e-22,-1.702197410802242e-17,1.5915463521491892e-09,-3.5185702297515155e-10,-2.282347308888839e-23,1.5739632638246477e-14,1.573963262884248e-14,3.915420748559925e-16,1.0189807869129899e-21,7.616533597025981e-15,-4.4224522855195855e-09,4.7296491313216566e-21,-1.9026526992178867e-26,6.049217487788648e-16,-3.5279193079151294e-13,-3.5187336653134033e-10,-3.5339685254032754e-13,9.963225042078708e-19,-3.3694765617449393e-21,7.695540497080667e-29,3.1831247883776193e-09,1.181345374059543e-26,1.0015482942052795e-18,-4.7746870579769444e-09,11.950978690572272,99.99899205374857,1.9004021712992088e-05,0.0009889422297095635,0.010481104120575352,0.03888429816063124,0.9480136909384448,0.0026209067803485914
9999,500.0,101325.0,6.669919663030143,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999727804,0.0,0.0,0.019999999911513917,0.05000000017433448,5.859918356442872e-11,1.5936853349526112e-16,0.0009999998827710595,5.572362941779966e-16,1.6922242510606201e-25,0.037388677454299364,0.009972882276712341,0.9479995939352452,1.3246230593661173e-09,3.2412926609274086e-06,0.002614952462162094,3.943986775961439e-08,0.0020201685968268246,3.097769328284245e-07,3.9162015148307985e-18,1.3285881110909442e-07,5.817917469264857e-10,6.678650560945079e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.396543660507945e-09,4.793067783285113e-09,1.5976718958100844e-09,4.345088302499897e-15,-3.1953785216632313e-09,1.5192716218557728e-14,4.613748797976372e-24,-7.70311945440007e-24,-1.1046403846881364e-20,1.5858281300568936e-20,1.0698985529451567e-20,-4.778621066286425e-19,5.51784062493298e-19,5.53797420104252e-21,-2.1569292900644115e-20,-7.37592397562037e-20,5.048709793414476e-29,6.0943985658264825e-24,5.048709793414476e-29,3.61539010729775e-22,0.0,2.396543660507945e-09,3.1953785216632313e-09,3.195378070906549e-09,4.944442294774274e-20,6.3907488826222614e-09,3.958886834222596e-18,5.795687086402293e-20,1.263335152816935e-16,6.552671212525042e-22,-1.3042952135000618e-16,1.5976718958100844e-09,-3.5383143772083887e-10,4.1749255064428726e-23,1.5192716218545962e-14,1.5192716218557728e-14,4.472756579063401e-16,1.1223924138245494e-21,8.034224223339474e-15,-4.438866171384321e-09,4.7478563485790804e-21,-4.613748797976372e-24,4.3450882607506415e-15,-3.376793580201292e-13,-3.538509745215609e-10,-3.420244462854937e-13,1.0041575589699729e-18,-3.376791690365416e-21,7.633078441545417e-29,3.195378522027032e-09,1.181299143436009e-26,1.0071727998366172e-18,-4.7930676528555924e-09,1.1722894053059485e-05,99.99891310151523,0.00013598039394683922,0.0009509180908168954,0.00999310726526456,0.03746450162954924,0.9499221355238109,0.002620255581375215
999,500.0,101325.0,6.826071834272392e-07,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287820930889326,0.0,0.0,0.019291598632586792,0.05139567823650384,0.00046912141780277824,5.3812596410496327e-11,6.149459086328136e-05,1.3979498105700582e-08,5.0332074272903225e-21,0.10606531699938933,0.03267850189389982,0.8581852880271268,1.5671731121203626e-09,1.8309429980096914e-07,0.002410310557121972,4.7207969640284095e-09,0.0006600033537142192,2.935045754992876e-07,1.0276629644405094e-15,9.225673908700019e-08,4.025084845137668e-09,7.756744542796805e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9640022413077398e-09,3.927965221500028e-09,1.309282681409147e-09,1.5018691812191964e-16,-2.618643478408398e-09,3.9015730188626436e-14,1.404730143131572e-26,1.1477130999173259e-23,-7.191175410866253e-22,2.0005238914251844e-21,2.14064331596264e-21,-6.605764419521421e-17,-2.914301558323146e-17,-5.500751073477634e-23,3.4116255648215416e-22,9.519897250470347e-17,2.152954638690372e-22,3.0825301540475554e-23,1.1682714461961096e-24,-2.276860619911184e-21,0.0,1.9640022413077398e-09,2.618643478408398e-09,2.618643523840895e-09,8.595477233473174e-20,5.237285219899928e-09,2.633552144846586e-19,8.138747309853491e-21,4.841040514333975e-17,9.092857738861977e-22,4.651227319962814e-17,1.309282681409147e-09,-2.8803064110329577e-10,-2.6039402810061878e-23,3.9015730403909474e-14,3.9015730188626436e-14,2.036179171012916e-17,9.410076046041538e-23,1.8197131214760987e-15,-3.6389922303367563e-09,3.8909141671763584e-21,-1.404730143131572e-26,1.5018694416132247e-16,-9.012403934185511e-13,-2.8806980620414324e-10,-9.013905803638951e-13,8.142104205481962e-19,-3.4649001299065364e-21,1.0592092007589239e-28,2.618643544371909e-09,1.242003431320177e-26,8.199521688779795e-19,-3.9279652680123006e-09,93.85054091367186,99.99701442193381,5.7352944595813495e-06,0.0029798427717346106,0.03270010301043122,0.10613542820827775,0.8587525649626606,0.0024119038186304186
9999,500.0,101325.0,74.01959996915652,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999975472,0.0,0.0,0.01999999999202651,0.050000000015709326,5.280383142836234e-12,1.4360807824586274e-17,0.0009999999894364788,5.021266270860015e-17,1.525216301367073e-26,0.03738867630468935,0.009972881880310074,0.9479995954054328,1.3246230549203071e-09,3.2412930052686087e-06,0.002614952460970039,3.943987068558089e-08,0.0020201686734964263,3.0977693170444146e-07,3.9161613592923374e-18,1.3285881193187694e-07,5.81791701796907e-10,6.678650551995187e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.396543667970614e-09,4.7930677992708225e-09,1.5976719007655595e-09,4.345112563425029e-15,-3.1953785320834306e-09,1.5192715774988003e-14,4.6148076027204196e-24,8.168408548961147e-24,-4.594506688815529e-21,6.350667339884433e-21,2.7565447062531987e-21,8.006757392315061e-21,1.1516091206024507e-18,3.96012718259762e-21,-1.1976799387202231e-20,-1.1579565965723404e-18,-9.466330862652142e-30,-5.413529563086605e-24,6.058451752097371e-28,1.8438419489288493e-21,0.0,2.396543667970614e-09,3.1953785320834306e-09,3.195378080840829e-09,4.9444422825925366e-20,6.390748902482642e-09,3.9588872423596436e-18,5.795687498415197e-20,1.2633351968509524e-16,6.552671170243589e-22,-1.315137235224917e-16,1.5976719007655595e-09,-3.538314393590146e-10,4.174967615208631e-23,1.5192715774976183e-14,1.5192715774988003e-14,4.472757076132202e-16,1.1223925041295407e-21,8.034224579079686e-15,-4.438866184628722e-09,4.74785636334003e-21,-4.6148076027204196e-24,4.345112521675354e-15,-3.3767932844169324e-13,-3.538509761835698e-10,-3.420244409679841e-13,1.0056398666276679e-18,-3.3767916974911667e-21,7.633078392292579e-29,3.19537853196294e-09,1.1812991436851268e-26,1.007172804563239e-18,-4.7930676677571e-09,1.0563521194925651e-06,99.99891310078714,0.00013598115277450726,0.0009509180600973195,0.00999310686882959,0.037464500480499076,0.9499221370702884,0.0026202555803829554
999,500.0,101325.0,7.149428986597593e-08,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287682679462144,0.0,-9.168127530301687e-43,0.019246231229396844,0.051484860951864525,0.0004988845980822237,6.801989481493992e-10,1.52850731819484e-06,2.260869246589598e-07,1.0112347934107969e-18,0.5383360214277585,0.1744067952785303,0.28641249875390873,1.471101934041118e-09,1.45138119088945e-09,0.0008055971708547943,7.487859361074127e-11,3.8704943297684525e-05,9.826814272720338e-08,5.517615440765706e-15,1.0953484205403562e-08,2.7020658340956174e-07,7.263670179660318e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1888163259597612e-10,4.3769697720409834e-10,1.4583280375242016e-10,1.9883419961159435e-16,-2.917979847638885e-10,6.608921229871251e-14,2.956018402418446e-25,-2.1971985020939798e-25,4.335307176998442e-22,-2.795909286316119e-22,-2.8029415792104615e-22,2.526493409455189e-22,5.82397189783273e-20,3.101927297073854e-25,4.323316599462381e-22,-5.864428488224642e-20,-8.70549029678458e-25,-4.402474939857423e-25,-9.612743446661159e-26,-1.5267364089404996e-22,0.0,2.1888163259597612e-10,2.917979847638885e-10,2.9179798470171984e-10,1.413171945639473e-19,5.835959540569768e-10,1.9659763040237047e-21,1.2057739819205836e-22,2.621447815925484e-18,7.881540572117007e-22,-2.6834003769016235e-18,1.4583280375242016e-10,-3.25375333548894e-11,-9.242407072526137e-24,6.608921229783807e-14,6.608921229871251e-14,5.995004614662009e-20,4.027074235323382e-25,1.2615284905165249e-17,-4.0342116021625767e-10,4.335683344661065e-22,-2.956018402418446e-25,1.988342088540014e-16,-1.6717813930873356e-12,-3.2603821309542855e-11,-1.6719802272963891e-12,9.1691316540278e-20,-9.548354493672476e-22,9.181052348880059e-29,2.9179798462219744e-10,3.8815886885585824e-27,9.279882174895062e-20,-4.37696974520698e-10,99.84714926818052,99.95463393658997,6.814104620107446e-05,0.04529792236382043,0.17441361264775737,0.5383570643889598,0.2864236943025233,0.0008056286607594922
999,500.0,101325.0,7.232633896483549e-05,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289974906400316,0.0,0.0,0.019991842446469413,0.05001607194344202,5.402277260719811e-06,9.389852091375254e-12,0.000989192631865093,5.15413186513361e-11,6.47674560943436e-22,0.03750611909794613,0.010013370765076924,0.9478493787972896,1.3250783034015818e-09,3.2063992587151274e-06,0.0026150704587557913,3.91428442388624e-08,0.002012370762667966,3.0989048890055516e-07,7.998394574169717e-18,1.327746844876637e-07,5.858422738877223e-10,6.679579330035915e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3957823731748757e-09,4.7915467237042975e-09,1.5971656180208158e-09,2.776079085769556e-15,-3.1943644816709162e-09,1.5238022426512756e-14,1.914828674151552e-25,-6.203854594147708e-24,-1.4670590177062234e-20,1.232332495305301e-20,7.59878807389513e-21,-6.494680516365845e-18,-2.04231058675465e-18,4.813363984446068e-21,-2.4088995977678846e-20,8.544034520729947e-18,7.900252639171178e-25,4.101167939386447e-24,2.7464981276174747e-26,6.982993884067578e-21,0.0,2.3957823731748757e-09,3.1943644816709162e-09,3.1943640420089023e-09,4.945724524627573e-20,6.388720851305178e-09,3.917528710715636e-18,5.753865119030324e-20,1.2588578821008632e-16,6.557002199909805e-22,-1.2132222310112795e-16,1.5971656180208158e-09,-3.536637628589668e-10,1.4529326725135643e-23,1.5238022427290967e-14,1.5238022426512756e-14,4.422391652858758e-16,1.1132256482951806e-21,7.998036280837896e-15,-4.4375136518179795e-09,4.746349645634282e-21,-1.914828674151552e-25,2.776079071240229e-15,-3.399572493653405e-13,-3.536817759571583e-10,-3.427333284367997e-13,1.0102985478375667e-18,-3.376067812040774e-21,7.638123523980508e-29,3.1943644880526742e-09,1.1812761997777763e-26,1.006691609952778e-18,-4.791546602382075e-09,1.0807368134906938,99.99895903789121,8.690552052072733e-05,0.0009540565882801624,0.010033599111741056,0.03758188646908807,0.9497641611687327,0.002620353250438222
999,500.0,101325.0,7.57525025877192e-06,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289761122849444,0.0,0.0,0.0199223446187274,0.05015299603201609,5.1426716704231314e-05,2.2159065170544067e-11,0.0008971198198289943,5.05619793098846e-10,7.070057763076606e-22,0.03859403028662802,0.010387194646677108,0.9464562474934702,1.3293757371980455e-09,2.9086626835519818e-06,0.0026157765440938327,3.656375831800671e-08,0.001943361046576211,3.108227470876067e-07,4.397874522140245e-17,1.3198783931572865e-07,6.16083632820064e-10,6.689525799651719e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.388743321796203e-09,4.777470295455467e-09,1.5924741000950013e-09,6.861751950720649e-16,-3.184980196008048e-09,1.565696736213338e-14,2.1893063754386072e-26,1.902515408871964e-23,-2.028243036537201e-21,2.936479361600174e-21,3.1393209406983447e-21,-4.291906658144226e-18,-7.036660034866096e-19,-1.64195351591776e-22,-1.5608275495185925e-21,4.9944504818963866e-18,4.933630764560834e-25,-2.177771066808921e-23,3.029225876048685e-27,-1.199396888480356e-21,0.0,2.388743321796203e-09,3.184980196008048e-09,3.18497979743369e-09,4.960874224681625e-20,6.3699526004755345e-09,3.564584502088843e-18,5.390895906949733e-20,1.2193384639342124e-16,6.598017088289092e-22,-1.205632815803881e-16,1.5924741000950013e-09,-3.5214753583775213e-10,-2.1468508377211662e-23,1.5656967362614932e-14,1.565696736213338e-14,3.993016798065512e-16,1.0336496792856059e-21,7.677090061401218e-15,-4.424946636300496e-09,4.7324059960837956e-21,-2.1893063754386072e-26,6.861752165405733e-16,-3.5089704470840664e-13,-3.5216387798132467e-10,-3.5158321992497214e-13,9.978048118655658e-19,-3.3703829371876364e-21,7.685900964678574e-29,3.1849802001955678e-09,1.181296307437543e-26,1.0023745798782708e-18,-4.7774701748921846e-09,10.288018017100569,99.99899528072683,2.1544096098539305e-05,0.0009831751770801589,0.010407455371131491,0.03866930980528724,0.9483023560810983,0.0026208787424829884
9999,500.0,101325.0,7.7525974886294655,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999765821,0.0,0.0,0.019999999923871317,0.05000000014998806,5.041559908853972e-11,1.3711226820928526e-16,0.0009999998991424982,4.794162607181785e-16,1.455950383939253e-25,0.03738867727785287,0.009972882215871013,0.9479995941608954,1.3246230586837595e-09,3.2412927137782013e-06,0.0026149524619791358,3.9439868208702974e-08,0.0020201686085943664,3.097769326559105e-07,3.916195351596713e-18,1.3285881123537856e-07,5.817917399998358e-10,6.678650559571403e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3965436616533457e-09,4.793067783729116e-09,1.5976718965706665e-09,4.345092026146945e-15,-3.195378523602937e-09,1.5192716150476987e-14,4.613911276023693e-24,-7.70311945440007e-24,-7.469078977891402e-21,5.2327327420190176e-21,5.214038941788852e-21,-6.266483563802838e-20,-1.704397380359388e-18,-1.1911400820763599e-22,-7.436767229315956e-21,1.769385192596239e-18,-1.262177448353619e-29,-4.3347212544298e-24,-3.332148463653553e-27,2.267362417690825e-21,0.0,2.3965436616533457e-09,3.195378523602937e-09,3.195378072431049e-09,4.944442292907355e-20,6.390748885666497e-09,3.958886896865012e-18,5.79568714963961e-20,1.2633351595754422e-16,6.552671206035526e-22,-1.2858637765678083e-16,1.5976718965706665e-09,-3.538314379722742e-10,4.174931969435434e-23,1.519271615046516e-14,1.5192716150476987e-14,4.472756655355394e-16,1.1223924276849049e-21,8.034224277939817e-15,-4.438866173417122e-09,4.747856350844656e-21,-4.613911276023693e-24,4.345091984397625e-15,-3.3767935348033073e-13,-3.538509747766518e-10,-3.4202444546933896e-13,1.006063383101295e-18,-3.3767916914591692e-21,7.633078433985905e-29,3.195378523557197e-09,1.1812991434742395e-26,1.0071728005620722e-18,-4.793067655142738e-09,1.0085750182069197e-05,99.99891310140347,0.0001359805104142204,0.0009509180861019416,0.00999310720441821,0.037464501453188664,0.9499221357611701,0.0026202555812229215
999,500.0,101325.0,7.934096665797492e-07,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287964021881718,0.0,0.0,0.0193381241443334,0.05130401815822072,0.0004383160436340109,4.1162890190610354e-11,0.00012313013541716063,9.289059909252275e-09,2.6866207967581616e-21,0.0786072076145079,0.02366457731888863,0.8943182418569031,1.4855035060545942e-09,3.822564056621143e-07,0.002508756256420932,8.370991670876625e-09,0.0009004119779358506,3.049475303981224e-07,7.115608340439298e-16,1.0567846437479025e-07,2.2363735411226498e-09,7.362507627532857e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1328437295281056e-09,4.26565727045131e-09,1.4218555313096424e-09,1.3352849855064659e-16,-2.843771517535078e-09,3.013282637434202e-14,8.715142739553215e-27,-2.2954261998346518e-23,5.848917683590162e-21,-4.415088804645557e-21,-5.8212775505334996e-21,5.573466366041691e-17,2.2016045623448047e-17,1.3416869535610107e-21,2.356878213888031e-21,-7.775065864586855e-17,-6.170494613098997e-23,-2.258267695755121e-23,-2.1982082440526627e-25,7.438285187027687e-22,0.0,2.1328437295281056e-09,2.843771517535078e-09,2.843771415920827e-09,6.935065067145384e-20,5.687540015442592e-09,5.215758553145076e-19,1.371304101370475e-20,6.276371058540846e-17,8.190920576901799e-22,-1.410547026403641e-16,1.4218555313096424e-09,-3.121892986828891e-10,-2.7252066609345486e-23,3.013282631262478e-14,3.013282637434202e-14,4.5358011753349057e-17,1.9005094680272796e-22,2.844420235431575e-15,-3.9527474100536016e-09,4.225420701208172e-21,-8.715142739553215e-27,1.3352852580271322e-16,-6.871309991248113e-13,-3.122195641524245e-10,-6.872645276504028e-13,8.859964628279982e-19,-3.4429954212168404e-21,9.541443061030286e-29,2.8437714617158186e-09,1.2285143771160238e-26,8.886956174453683e-19,-4.2656571293966075e-09,87.68698645828394,99.99787608877651,4.695472204580853e-06,0.002119215751273025,0.02368592347467809,0.07867811366439431,0.895124943631407,0.0025110192295205867
9999,500.0,101325.0,86.03464416684527,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999978896,0.0,0.0,0.019999999993140036,0.05000000001351545,4.5429588477816745e-12,1.2355270865480859e-17,0.000999999990911712,4.3200285670612975e-17,1.3122185825625113e-26,0.03738867628878955,0.009972881874827548,0.9479995954257664,1.324623054858817e-09,3.241293010031085e-06,0.00261495246095355,3.943987072604909e-08,0.002020168674556816,3.097769316888945e-07,3.916160803922148e-18,1.3285881194325598e-07,5.817917011727395e-10,6.678650551871404e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.396543668073769e-09,4.793067796874707e-09,1.597671900834063e-09,4.3451128989669626e-15,-3.1953785319224948e-09,1.5192715768852802e-14,4.6148222499002356e-24,1.7060600133906192e-24,3.751281463077545e-21,-5.8175730610768806e-21,-3.032131821195839e-21,-2.901627680462789e-19,-1.1547904572383294e-18,-2.5903160882098058e-21,9.19404345322098e-21,1.4441286839937315e-18,3.1554436208840467e-29,1.5901517339534098e-23,-2.12045811323408e-27,-6.972569580857135e-22,0.0,2.396543668073769e-09,3.1953785319224948e-09,3.1953780809780616e-09,4.9444422824276764e-20,6.390748902751574e-09,3.958887248004372e-18,5.795687504113499e-20,1.2633351974599421e-16,6.552671169658653e-22,-1.2891163830852648e-16,1.597671900834063e-09,-3.538314393816705e-10,4.174968197596074e-23,1.5192715768841016e-14,1.5192715768852802e-14,4.472757083006909e-16,1.1223925053784993e-21,8.034224583999629e-15,-4.4388661848118005e-09,4.747856363544056e-21,-4.6148222499002356e-24,4.345112857217281e-15,-3.3767932803260184e-13,-3.538509762065487e-10,-3.4202444089443185e-13,1.0030987677859052e-18,-3.3767916975896965e-21,7.633078391611197e-29,3.195378532106724e-09,1.1812991436885471e-26,1.0071728046285891e-18,-4.793067667963069e-09,9.088288064826311e-07,99.99891310077706,0.00013598116326951393,0.0009509180596724466,0.009993106863346611,0.03746450046460701,0.9499221370916772,0.00262025558036923
