,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(13),NOX,OX,NX,OHX,NH3X,X(1),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),NO2_X(14),NHO_X(15),N2X(48),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],NO2(13) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NO2(13) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],H2O_X(10) ROP [kmol/m^2 s],N2O_X(11) ROP [kmol/m^2 s],H_X(12) ROP [kmol/m^2 s],NO2_X(14) ROP [kmol/m^2 s],NHO_X(15) ROP [kmol/m^2 s],N2X(48) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NH3X + OHX <=> H2O_X(10) + NH2_X(8) ROP [kmol/m^2 s],NH2_X(8) + OHX <=> H2O_X(10) + NH_X(9) ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(10) + NX ROP [kmol/m^2 s],2 OHX <=> H2O_X(10) + OX ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2O_X(10) ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NX + OX <=> NOX + X(1) ROP [kmol/m^2 s],NOX <=> NO(5) + X(1) ROP [kmol/m^2 s],NOX + NX <=> N2O_X(11) + X(1) ROP [kmol/m^2 s],N2O_X(11) <=> N2O(7) + X(1) ROP [kmol/m^2 s],NH3X + X(1) <=> H_X(12) + NH2_X(8) ROP [kmol/m^2 s],NH2_X(8) + X(1) <=> H_X(12) + NH_X(9) ROP [kmol/m^2 s],NH_X(9) + X(1) <=> H_X(12) + NX ROP [kmol/m^2 s],H_X(12) + OX <=> OHX + X(1) ROP [kmol/m^2 s],H_X(12) + OHX <=> H2O_X(10) + X(1) ROP [kmol/m^2 s],NO2(13) + X(1) <=> NO2_X(14) ROP [kmol/m^2 s],NO2_X(14) <=> NO(5) + OX ROP [kmol/m^2 s],NOX + OX <=> NO2_X(14) + X(1) ROP [kmol/m^2 s],H_X(12) + NOX <=> NX + OHX ROP [kmol/m^2 s],H_X(12) + NO2_X(14) <=> NOX + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NHO_X(15) + X(1) ROP [kmol/m^2 s],NHO_X(15) + OX <=> NOX + OHX ROP [kmol/m^2 s],2 OHX <=> H2O(3) + OX + X(1) ROP [kmol/m^2 s],NH2_X(8) + NX <=> 2 NH_X(9) ROP [kmol/m^2 s],NHO_X(15) + NX <=> H_X(12) + N2O_X(11) ROP [kmol/m^2 s],NHO_X(15) + X(1) <=> H_X(12) + NOX ROP [kmol/m^2 s],H2O(3) + 2 X(1) <=> H_X(12) + OHX ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX Coverage,NOX Coverage,NX Coverage,X Coverage
999,500.0,101325.0,1.0234114021054546e-05,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289823023794024,0.0,0.0,0.019942467692542112,0.050113349706249664,3.810035680498357e-05,2.093350819155936e-11,0.0009237794728620744,3.7120540746663946e-10,6.955742743846497e-22,0.038261797821192815,0.010273275146292372,0.9468819785217656,1.3280495258524318e-09,2.9949579094190245e-06,0.002615632475980904,3.731979187173687e-08,0.0019638390325143248,3.105599338046461e-07,3.3325729435841904e-17,1.3222946065832622e-07,6.070420653525338e-10,6.686245172709211e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3908927468891067e-09,4.781769112955378e-09,1.5939070625812705e-09,8.757415769542941e-16,-3.1878460739887373e-09,1.5529170073834098e-14,2.9098959770024194e-26,6.720842476993349e-25,-1.2724562276859222e-20,1.330270679859656e-20,9.899563765948775e-21,1.4744422019307175e-17,9.347367569337052e-18,3.561426127347061e-21,-1.98262063517148e-20,-2.4089003216016307e-17,-1.8026512980695008e-24,-1.3254377820651026e-23,-3.8370194429950014e-27,3.0147096146659972e-21,0.0,2.3908927468891067e-09,3.1878460739887373e-09,3.1878456438383413e-09,4.955649398737668e-20,6.375684221833213e-09,3.666893869994586e-18,5.49726895733923e-20,1.2310467743662586e-16,6.585335377766805e-22,-1.5092094240998222e-16,1.5939070625812705e-09,-3.526021369061537e-10,-1.826526640978479e-23,1.552917007201963e-14,1.5529170073834098e-14,4.117390800760746e-16,1.0569719862608142e-21,7.772454546747602e-15,-4.428793440492042e-09,4.736664234294208e-21,-2.9098959770024194e-26,8.757415952195606e-16,-3.479197896613935e-13,-3.5261854081750754e-10,-3.487955312566383e-13,1.0033105260227188e-18,-3.371917908079993e-21,7.671128288307365e-29,3.1878460591351675e-09,1.1812481231236604e-26,1.0036677225036515e-18,-4.781768962034435e-09,7.622052713792565,99.99899825521274,2.7471263062241595e-05,0.0009742735242062196,0.010293525764583337,0.038337219247346545,0.9487484665930559,0.00262078839501415
999,500.0,101325.0,1.0718913192051285e-06,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9288387757255524,0.0,0.0,0.0194758809486636,0.05103261393535241,0.00034709207142606267,3.130376745141825e-11,0.00030563229560341763,4.992098412266619e-09,1.3460828494257794e-21,0.05517742524408864,0.015942833384869466,0.9249909398897772,1.3986855490399858e-09,9.78986203911821e-07,0.0025855950174743392,1.6833557760164386e-08,0.0013017752796736911,3.126249155800686e-07,3.954542696792209e-16,1.2000884286225766e-07,1.154989676750549e-09,6.958013005774192e-14,1.768514768972613e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2816334284930302e-09,4.5632448560515354e-09,1.5210596688829185e-09,1.3718232733258014e-16,-3.042163238165724e-09,2.1876845322843447e-14,5.8989315391484224e-27,1.2924697071141054e-23,1.684377515597713e-20,-1.165167811682712e-20,-1.2678135863663102e-20,9.526961696998326e-18,3.562243381792263e-18,9.396771758602394e-22,1.4640925913385368e-20,-1.309331742905703e-17,-3.9533890482895835e-24,-8.558976738579692e-24,-1.0703264762038688e-26,-3.981275775334473e-21,0.0,2.2816334284930302e-09,3.042163238165724e-09,3.042163101992737e-09,5.595707950635834e-20,6.084321698720459e-09,1.2596444356722343e-18,2.6038300253179285e-20,8.568761187952809e-17,7.282746120890254e-22,-1.0007186052041206e-16,1.5210596688829185e-09,-3.339239548137127e-10,-2.8543055417051586e-23,2.1876845318878045e-14,2.1876845322843447e-14,1.25386380934871e-16,4.328456475499239e-22,4.671827333115234e-15,-4.2288010185205785e-09,4.5202012894373574e-21,-5.8989315391484224e-27,1.3718235587563554e-16,-4.928342223473907e-13,-3.3394596789421934e-10,-4.929714047032614e-13,9.431711867676634e-19,-3.385168138453256e-21,8.483528412711957e-29,3.042163228555394e-09,1.2008405174718806e-26,9.505376186730459e-19,-4.563244755979674e-09,69.43677043965823,99.99855724792937,4.509367743359426e-06,0.0014382427028829781,0.01596363730018467,0.05524942665402487,0.9261979670672087,0.0025889689785817795
9999,500.0,101325.0,1.0969857978923865,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999998345,0.0,0.0,0.019999999461984788,0.05000000105999272,3.562961713980508e-10,9.689662166591474e-16,0.0009999992872217636,3.3881221871349502e-15,1.0275939255263256e-24,0.03738868387296675,0.009972884489962936,0.9479995857266812,1.3246230841886222e-09,3.241290738352632e-06,0.002614952468817769,3.943985142293991e-08,0.0020201681687540846,3.0977693910400964e-07,3.9164257169013936e-18,1.328588065152184e-07,5.817919988972999e-10,6.678650610915264e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.39654361884175e-09,4.7930676990015115e-09,1.5976718681422032e-09,4.344952850495283e-15,-3.195378466695875e-09,1.5192718695162398e-14,4.607846051910262e-24,-4.032505486196009e-24,2.388162626585918e-22,7.175673683983311e-22,-1.2128247592560124e-21,2.1260551517032937e-20,-1.0306885499369987e-18,1.9298123690862132e-21,-3.676620841074731e-21,1.010416045213423e-18,4.102076707149261e-29,2.4755894088126477e-23,-2.928251680180396e-27,9.96840071599362e-22,0.0,2.39654361884175e-09,3.195378466695875e-09,3.1953780154403497e-09,4.944442362778553e-20,6.390748771680003e-09,3.9588845554543845e-18,5.795684785993843e-20,1.263334906960087e-16,6.552671448598094e-22,-1.2934531917752068e-16,1.5976718681422032e-09,-3.538314285743033e-10,4.1746904075526853e-23,1.519271869515062e-14,1.5192718695162398e-14,4.472753803758913e-16,1.1223919096209966e-21,8.03422223712086e-15,-4.438866097437022e-09,4.747856266164473e-21,-4.607846051910262e-24,4.344952808748378e-15,-3.376795231625977e-13,-3.5385096524205355e-10,-3.4202447597595094e-13,1.0047928336804138e-18,-3.376791650580012e-21,7.633078716542296e-29,3.195378466564161e-09,1.1812991420452508e-26,1.007172773446403e-18,-4.7930675696561915e-09,7.127782363901963e-05,99.99891310558034,0.00013597615730999682,0.0009509182623348583,0.009993109478697776,0.03746450804509091,0.9499221268892959,0.0026202555869153676
999,500.0,101325.0,1.175849554052158e-08,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287682435706762,0.0,0.0,0.019245222293763083,0.051486410582730034,0.0004989363875471637,2.055148998892818e-09,4.945192204011669e-07,6.905909143512958e-07,9.353047840273762e-18,0.6668321330347781,0.2166718709126419,0.11615949463817858,9.907942852393745e-10,1.8805333910219641e-10,0.0003269352636146391,1.6684684968879372e-11,8.50823902639073e-06,3.988133188963652e-08,6.827197636697848e-15,2.677617168688393e-09,1.0141572232048472e-06,4.8879264220317e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6047422804171904e-11,7.206154539505797e-11,2.398726433134561e-11,9.880498487801167e-17,-4.804103026858875e-11,3.320140046032147e-14,4.496645992195274e-25,-2.845856736351872e-24,-1.1563505991150614e-23,3.4113678566442357e-23,3.08673232905843e-23,-9.360114599760288e-24,-7.849866464945806e-21,5.169878828456423e-26,-1.4893071778993183e-23,7.839195343347277e-21,3.8170770393110147e-25,1.6155871338926322e-25,-3.604778792497936e-26,-1.622587988653673e-23,0.0,3.6047422804171904e-11,4.804103026858875e-11,4.804103026530211e-11,7.121447447619265e-20,9.608205939192137e-11,1.7151092589040987e-22,1.8246723960505885e-23,3.866926065812368e-19,3.562096681224489e-22,-3.7947076036992655e-19,2.398726433134561e-11,-5.3125735984134336e-12,-3.8067456279410884e-24,3.320140046070212e-14,3.320140046032147e-14,3.124496256323952e-21,5.120271000164494e-26,6.723823947303767e-19,-6.586348699209766e-11,7.13818140636589e-23,-4.496645992195274e-25,9.880498868475731e-17,-8.520847389907159e-13,-5.345873788858461e-12,-8.521835439798144e-13,1.4981895254560437e-20,-2.1775939414210517e-22,4.1494167038601716e-29,4.804103019736529e-11,1.0593528344597e-27,1.5215879469236245e-20,-7.20615450155872e-11,99.95054807795988,99.86157331444869,0.00020566791412589272,0.13822101763718594,0.21667394364825843,0.6668385121125354,0.11616060584804962,0.0003269383911565869
999,500.0,101325.0,1.1895340673703207e-05,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289847685899998,0.0,0.0,0.01995048497405617,0.050097554119208985,3.2790969424364544e-05,2.0248222979811212e-11,0.0009344010087117533,3.183507603009792e-10,6.909132119527942e-22,0.03813353640514799,0.010229240322377478,0.947046269689226,1.3275405761561805e-09,3.029319603466322e-06,0.002615560620534898,3.761885044156874e-08,0.001971881317133429,3.1045351731618557e-07,2.9137134453197466e-17,1.3232245229676552e-07,6.035492640243944e-10,6.685033299036843e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.391722520760138e-09,4.783428570056391e-09,1.5944602202999568e-09,9.845694299349046e-16,-3.1889523799247444e-09,1.5479799234147323e-14,3.359564085849583e-26,-2.5849394142282115e-24,-6.453141804393012e-21,8.874395389385611e-21,7.030213477171534e-21,-4.8431427625839596e-18,-2.2528230895657207e-18,2.0195614655482167e-21,-1.0151215613894864e-20,7.095314140481662e-18,6.059966365035395e-25,9.45522370110663e-25,1.868022623563356e-27,-6.659410715485782e-22,0.0,2.391722520760138e-09,3.1889523799247444e-09,3.188951964366933e-09,4.9537690029930464e-20,6.377896834992294e-09,3.707628554601878e-18,5.53935177872965e-20,1.2356491664124366e-16,6.5804742254466615e-22,-1.2023802092864244e-16,1.5944602202999568e-09,-3.5277960687103916e-10,-1.6410283617169368e-23,1.5479799234741512e-14,1.5479799234147323e-14,4.166933258197349e-16,1.0661986930948772e-21,7.809878544864091e-15,-4.430276425442174e-09,4.738308068719473e-21,-3.359564085849583e-26,9.845694463451883e-16,-3.4674199547750924e-13,-3.5279607023890127e-10,-3.4772656492388977e-13,1.0001341524705151e-18,-3.3725563223285667e-21,7.665465627115841e-29,3.1889523846598704e-09,1.1812389545826222e-26,1.0041726380520027e-18,-4.783428449818371e-09,6.559899128824674,99.99899828645762,3.0874384786607324e-05,0.0009708391575921515,0.010249487087040642,0.03820901422295624,0.948920761082842,0.0026207376071612034
9999,500.0,101325.0,1.275051240713018,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999998576128,0.0,0.0,0.01999999953712053,0.05000000091196095,3.065381441373085e-10,8.336509803200481e-16,0.0009999993867637787,2.914958788289656e-15,8.842758707828088e-25,0.03738868280012948,0.009972884120032888,0.9479995870986876,1.3246230800397067e-09,3.2412910596980547e-06,0.0026149524677053122,3.943985415350516e-08,0.002020168240303573,3.0977693805508803e-07,3.9163882430440335e-18,1.3285880728305422e-07,5.817919567824373e-10,6.678650602563093e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3965436258059258e-09,4.793067713991873e-09,1.5976718727666805e-09,4.3449754897879714e-15,-3.195378475384739e-09,1.519271828121435e-14,4.608831603949137e-24,-5.221577616740987e-24,-1.0244651700183614e-20,1.3981408490686128e-20,6.903940432737326e-21,-5.60790495692986e-19,6.37797611309012e-19,7.3627346323345e-21,-2.4553262127905134e-20,-7.378163320608317e-20,-2.524354896707238e-29,3.140095543112067e-24,-1.2621774483536187e-27,3.3261762722668017e-21,0.0,2.3965436258059258e-09,3.195378475384739e-09,3.195378024711218e-09,4.9444423514100194e-20,6.3907487902291765e-09,3.9588849363350856e-18,5.795685170491559e-20,1.2633349480533926e-16,6.552671409139967e-22,-1.3042952135000618e-16,1.5976718727666805e-09,-3.538314301030812e-10,4.174729701710779e-23,1.5192718281202507e-14,1.519271828121435e-14,4.472754267632282e-16,1.1223919938952083e-21,8.034222569103845e-15,-4.438866109796743e-09,4.74785627993946e-21,-4.608831603949137e-24,4.344975448040674e-15,-3.376794955606269e-13,-3.5385096679305566e-10,-3.4202447101327515e-13,1.0071221742853631e-18,-3.3767916572298446e-21,7.633078670578295e-29,3.195378475829643e-09,1.1812991422776912e-26,1.0071727778573347e-18,-4.7930675835623516e-09,6.132362213515097e-05,99.99891310490094,0.00013597686541662107,0.0009509182336667832,0.009993109108737205,0.03746450697277609,0.9499221283324973,0.002620255585989363
999,500.0,101325.0,1.3826221737646564e-05,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289868918300641,0.0,0.0,0.0199573873091628,0.050083955190953135,2.8219947048995e-05,1.9512559950686623e-11,0.0009435454301060832,2.7315248203844007e-10,6.867538143558284e-22,0.03802490832409376,0.010191921272462543,0.9471853829670268,1.3271109371438147e-09,3.0588937968802493e-06,0.0026154924485380622,3.787535661752183e-08,0.001978753528734418,3.1036115556856535e-07,2.555551427295537e-17,1.3240107403290561e-07,6.005836223590282e-10,6.684031731816926e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.392425270804311e-09,4.784832696613588e-09,1.5949286775736426e-09,1.1028065149004672e-15,-3.189888432890569e-09,1.5437970990189487e-14,3.8813798858853085e-26,-6.4106497472859645e-24,-2.0600791876522883e-20,7.126562755095854e-21,5.517646855496976e-21,-9.010054524406109e-16,-4.0321000188033487e-16,2.058852544644486e-21,-1.1659672568560231e-20,1.3042300031626097e-15,1.0830109809065882e-22,4.012854897938082e-22,5.879222554431157e-25,2.5043157252371068e-21,0.0,2.392425270804311e-09,3.189888432890569e-09,3.189888909195241e-09,4.952237521327369e-20,6.379770700886459e-09,3.7426864221836185e-18,5.575449542615496e-20,1.239583875434379e-16,6.576373060807876e-22,1.1764677773640205e-15,1.5949286775736426e-09,-3.5293078939848097e-10,-1.438679906767641e-23,1.5437971098478774e-14,1.5437970990189487e-14,4.2095809400509054e-16,1.0741130332029615e-21,7.84184465300127e-15,-4.4315314537831e-09,4.739700235124548e-21,-3.8813798858853085e-26,1.1028065292872662e-15,-3.4572351359370707e-13,-3.5294732917485896e-10,-3.468263201236211e-13,1.0037340424963459e-18,-3.3731176996083068e-21,7.660688260699153e-29,3.1898893337876118e-09,1.1812354755866864e-26,1.0046028326583624e-18,-4.784833873081365e-09,5.6454569893916835,99.99899749661672,3.4571936498926135e-05,0.000967931446783782,0.01021216479555216,0.038100434624686284,0.9490667131556779,0.0026206874240836202
999,500.0,101325.0,1.4481182276745359e-06,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9288779893116316,0.0,4.9363734961686165e-29,0.019603360345807355,0.050781455883745455,0.00026267100502574145,2.813205601959529e-11,0.0004745202250088733,3.2006490218880942e-09,1.0119610726758988e-21,0.047266097500615695,0.013313303163031186,0.9352735794578756,1.3657512488758979e-09,1.532274642459921e-06,0.0026058196231032705,2.3242801975209217e-08,0.0015392033836833972,3.135196527073877e-07,2.5676648045381134e-16,1.2559348950896823e-07,8.75284335793231e-10,6.816817883691915e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3326360272654073e-09,4.665253003489779e-09,1.5550652814042613e-09,1.665474406249157e-16,-3.1101686757404985e-09,1.894848719261392e-14,5.991013497028069e-27,-5.6351679230175e-24,-3.0733642904048644e-21,6.265467654271927e-21,5.137873864520202e-21,4.941015236513397e-17,1.458206757931558e-17,1.1410956550169015e-21,-6.0052230517063855e-21,-6.399426959084839e-17,-1.0231895127620167e-23,-1.9352461944626694e-23,-1.25208002876679e-26,-1.3765455775480982e-21,0.0,2.3326360272654073e-09,3.1101686757404985e-09,3.110168421806281e-09,5.226710183262601e-20,6.220331370007492e-09,1.9267521874705253e-18,3.5148862192079086e-20,9.905408351336672e-17,6.9525125011921535e-22,-1.6501557065229375e-16,1.5550652814042613e-09,-3.4193386627301734e-10,-2.8876233102044607e-23,1.894848718237013e-14,1.894848719261392e-14,2.025973129313589e-16,6.252117555420561e-22,5.782546216938315e-15,-4.322868287879433e-09,4.621247165931386e-21,-5.991013497028069e-27,1.6654746950114877e-16,-4.2541759675310087e-13,-3.4195298033767594e-10,-4.255841442225955e-13,9.685821751852922e-19,-3.3660479565741824e-21,8.098845732712255e-29,3.110168626241164e-09,1.1895510980936973e-26,9.73324756823904e-19,-4.66525283847421e-09,52.547977499112676,99.9987761589033,5.354932823093361e-06,0.001218486163881797,0.013333853301144033,0.04733905646653109,0.9367172483202002,0.0026098419121247237
9999,500.0,101325.0,1.48202070579886,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999998774976,0.0,0.0,0.01999999960176329,0.05000000078460237,2.6372900220659007e-10,7.172318697474778e-16,0.000999999472404398,2.5078743623807872e-15,7.60923620837462e-25,0.037388681877118836,0.009972883801765295,0.9479995882790871,1.324623076470209e-09,3.2412913361661253e-06,0.002614952466748229,3.943985650273467e-08,0.0020201683018608394,3.0977693715265367e-07,3.916356002545948e-18,1.3285880794365892e-07,5.817919205489746e-10,6.678650595377314e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3965436317975643e-09,4.793067726931808e-09,1.5976718767453349e-09,4.344994967612272e-15,-3.195378484180329e-09,1.519271792507601e-14,4.6096798577008785e-24,-1.1115239481181311e-23,4.558698816018527e-21,-9.429457205789664e-21,-4.5075738409658395e-21,2.5894495919007662e-19,7.906887126496382e-19,-5.150440084061427e-21,1.4544614406115132e-20,-1.049559721993658e-18,1.262177448353619e-29,-1.7311268575149222e-23,1.1107161545511844e-27,-6.19593059580536e-23,0.0,2.3965436317975643e-09,3.195378484180329e-09,3.1953780326870324e-09,4.9444423416367723e-20,6.390748806169914e-09,3.95888526402408e-18,5.795685501292466e-20,1.2633349834078315e-16,6.5526713751924e-22,-1.3140530330524314e-16,1.5976718767453349e-09,-3.538314314183647e-10,4.1747635086286755e-23,1.5192717925064212e-14,1.519271792507601e-14,4.472754666723657e-16,1.1223920664001584e-21,8.034222854723914e-15,-4.4388661204304186e-09,4.747856291790759e-21,-4.6096798577008785e-24,4.3449949258646384e-15,-3.37679471813225e-13,-3.5385096812745495e-10,-3.420244667437004e-13,1.0037340424963459e-18,-3.3767916629510697e-21,7.633078631033437e-29,3.195378483818011e-09,1.18129914247767e-26,1.0071727816522636e-18,-4.793067595526503e-09,5.2759560197242206e-05,99.99891310431636,0.0001359774746395592,0.0009509182090023302,0.009993108790443352,0.037464506050214924,0.949922129574149,0.002620255585192693
999,500.0,101325.0,1.5167168884709241e-07,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287685329110488,0.0,0.0,0.019247291447374745,0.051482865839991836,0.0004983143148990559,3.861376952239152e-10,2.8683742853330467e-06,1.2672626243790162e-07,3.213168839418138e-19,0.4397537057298964,0.14206791125851465,0.4169270958864425,1.6689829855735672e-09,4.01027320685011e-09,0.0011725097577810018,1.7443832141945789e-10,7.848307046670193e-05,1.4301923522285222e-07,4.507692429450733e-15,2.0454561434777852e-08,1.2496932066886034e-07,8.24327381509036e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.6369275394196987e-10,9.273066808111327e-10,3.0902351942636705e-10,2.3945856187292674e-16,-6.182044537765023e-10,7.858773959441876e-14,1.9926072880341123e-25,-3.257023661927546e-24,1.7511023011292954e-21,-1.2514272816278876e-21,-1.254977766012651e-21,-1.4010086275403886e-20,1.3886253174203324e-19,-2.3781442610899542e-24,1.7508005883880115e-21,-1.2536315692499153e-19,1.368793577416049e-23,8.909963043417866e-25,7.112622356962312e-25,-4.946737082257817e-22,0.0,4.6369275394196987e-10,6.182044537765023e-10,6.182044535481139e-10,1.6776889658600668e-19,1.2364088533154136e-09,6.158780467466263e-21,3.179167560942273e-22,6.046176903608552e-18,1.0170656900456936e-21,-6.1799523831673745e-18,3.0902351942636705e-10,-6.890095907997104e-11,-1.326381560158451e-23,7.858773960810028e-14,7.858773959441876e-14,2.3623959524658505e-19,1.2058798891156017e-24,4.7855417681190536e-17,-8.563659714238409e-10,9.1855972022519e-22,-1.9926072880341123e-25,2.3945857513674234e-16,-1.9606293782278635e-12,-6.897978608346168e-11,-1.96086883680391e-12,1.9418230315804835e-19,-1.6578247623668707e-21,1.1847599155416378e-28,6.182044536224264e-10,6.412411725627637e-27,1.9633479521622926e-19,-9.273066746311804e-10,99.7131625714667,99.97453675126643,3.8734525512506495e-05,0.025424514208062587,0.14207910387627565,0.4397883510983939,0.41695994289304045,0.0011726021322899505
999,500.0,101325.0,1.6070528182616422e-05,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289887195982482,0.0,0.0,0.0199633291091216,0.0500722487016992,2.4285032082731666e-05,1.87269850298306e-11,0.0009514173056557148,2.3446555705359273e-10,6.829762572853068e-22,0.03793269585017197,0.010160223680686468,0.9473034523933572,1.3267472688862936e-09,3.0843458142140425e-06,0.002615429211646535,3.809546230513264e-08,0.0019846317491679713,3.1028111048520694e-07,2.2490056022479926e-17,1.3246771306059675e-07,5.980556208269328e-10,6.683199795999703e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3930218384678564e-09,4.786027003423029e-09,1.5953263305336805e-09,1.2302084760878804e-15,-3.1906846674728783e-09,1.540245347061071e-14,4.486590763038985e-26,6.927637630131607e-24,-7.81707428656642e-21,7.491762995535873e-21,4.849132748342584e-21,-2.8709792876611326e-17,-1.2138278264813416e-17,2.4356333136623896e-21,-1.2607531202306527e-20,4.085113440500976e-17,3.459044628867406e-24,1.509634910168036e-23,2.2769681168299285e-26,2.5612454852740573e-21,0.0,2.3930218384678564e-09,3.1906846674728783e-09,3.1906842677808343e-09,4.9509821211218727e-20,6.381361397789643e-09,3.7728568867311816e-18,5.606426940192388e-20,1.242950899615903e-16,6.572903448234397e-22,-8.727827488508311e-17,1.5953263305336805e-09,-3.530597655776919e-10,-1.2199791752468053e-23,1.5402453474057943e-14,1.540245347061071e-14,4.246289800840576e-16,1.0809045801699193e-21,7.869177534066278e-15,-4.432596156801872e-09,4.740882024636201e-21,-4.486590763038985e-26,1.230208488287672e-15,-3.4483708853218444e-13,-3.530763972380527e-10,-3.4606729702053983e-13,1.0041575589699729e-18,-3.3736094282095254e-21,7.656646576922349e-29,3.190684696073581e-09,1.1812356896898755e-26,1.0049699111005516e-18,-4.786026916144754e-09,4.858269434428522,99.99899597990814,3.8556253382217865e-05,0.0009654638384693829,0.010180464468579294,0.03800826383716086,0.9491906321300083,0.0026206395642514946
