,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2(20),X(1),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),H_X(19),H2X(38),N2X2(45),N2X(46),NOX2(52),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],NO2(8) ROP [kmol/m^3 s],H2(20) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NO2(8) surface ROP [kmol/m^2 s],H2(20) surface ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],H2OX(9) ROP [kmol/m^2 s],NOX(10) ROP [kmol/m^2 s],OX(11) ROP [kmol/m^2 s],NX(12) ROP [kmol/m^2 s],OHX(13) ROP [kmol/m^2 s],NH3X(14) ROP [kmol/m^2 s],NH2X(15) ROP [kmol/m^2 s],NHX(16) ROP [kmol/m^2 s],N2OX(17) ROP [kmol/m^2 s],NO2X(18) ROP [kmol/m^2 s],H_X(19) ROP [kmol/m^2 s],H2X(38) ROP [kmol/m^2 s],N2X2(45) ROP [kmol/m^2 s],N2X(46) ROP [kmol/m^2 s],NOX2(52) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX(11) ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X(14) ROP [kmol/m^2 s],NH3X(14) + OX(11) <=> NH2X(15) + OHX(13) ROP [kmol/m^2 s],NH2X(15) + OX(11) <=> NHX(16) + OHX(13) ROP [kmol/m^2 s],NHX(16) + OX(11) <=> NX(12) + OHX(13) ROP [kmol/m^2 s],NH3X(14) + OHX(13) <=> H2OX(9) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + OHX(13) <=> H2OX(9) + NHX(16) ROP [kmol/m^2 s],NHX(16) + OHX(13) <=> H2OX(9) + NX(12) ROP [kmol/m^2 s],2 OHX(13) <=> H2OX(9) + OX(11) ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2OX(9) ROP [kmol/m^2 s],2 NX(12) <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NX(12) + OX(11) <=> NOX(10) + X(1) ROP [kmol/m^2 s],NOX(10) <=> NO(5) + X(1) ROP [kmol/m^2 s],NOX(10) + NX(12) <=> N2OX(17) + X(1) ROP [kmol/m^2 s],N2OX(17) <=> N2O(7) + X(1) ROP [kmol/m^2 s],NH3X(14) + X(1) <=> H_X(19) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + X(1) <=> H_X(19) + NHX(16) ROP [kmol/m^2 s],NHX(16) + X(1) <=> H_X(19) + NX(12) ROP [kmol/m^2 s],H_X(19) + OX(11) <=> OHX(13) + X(1) ROP [kmol/m^2 s],H_X(19) + OHX(13) <=> H2OX(9) + X(1) ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX(11) Coverage,NOX(10) Coverage,NX(12) Coverage,X Coverage
999,1218.8026755852845,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1218.8026755852845,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287680864361444,0.0,0.0,0.01917928176732956,0.05148619508381777,0.00043303035990834173,0.00013249068537427472,6.32377893608485e-07,2.8328953206786707e-07,0.0,0.0,0.00036010119490747204,3.042293713906582e-09,0.00012251381502169725,0.9848148395255876,0.01470239995340669,1.2082639077699975e-07,1.0416574219971914e-15,6.555392875493548e-13,1.831901692513875e-08,2.0109246515693248e-14,0.0,3.3226984758558354e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.569860972407453e-10,1.0233126999206243e-09,2.956777693288208e-10,9.046606156822528e-11,-6.822084676546125e-10,1.9406503104945433e-13,0.0,0.0,6.30925248368953e-16,-2.0364225491099268e-19,-1.1381654494860312e-20,4.2165127492064984e-16,-4.216389309672252e-16,-4.215754227919039e-16,1.1766061404500531e-18,-7.829357709618968e-24,4.216388344344298e-16,-6.318992367269705e-16,0.0,-6.334120071378002e-20,0.0,0.0,0.0,0.0,5.569860972407453e-10,6.822084676546125e-10,6.822084623484933e-10,6.822011715859383e-10,-3.4109277902150126e-10,6.654868483136317e-19,2.208675381559765e-15,1.023309911332006e-09,1.824333681204946e-17,-1.0233126999206243e-09,2.956777693288208e-10,9.065949468865635e-11,9.046606156822528e-11,1.9343313181272733e-13,1.9406503104945433e-13,3.464026312290555e-18,5.086216694222312e-15,-9.08747132516538e-15,-4.558528034215303e-15,5.608007707852393e-16,99.93676221063915,86.68236649278309,13.260740436821221,0.05689307039567965,0.9848149828270759,0.00012251383284881697,0.014702402092769046,0.00036010124730619217
999,1221.7391304347825,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1221.7391304347825,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287680864105728,0.0,0.0,0.01917461293829233,0.05148621979980926,0.00042837803719236,0.00014179544090838715,6.158996208873849e-07,2.9147360359097827e-07,0.0,0.0,0.0003614363742666324,3.0426511448073464e-09,0.00012299267698454412,0.9851837831248572,0.014331641341171663,1.2229201784819751e-07,1.0716314946420671e-16,6.881107188585076e-14,1.782322412242778e-08,2.039260009289969e-14,0.0,3.3247373799663587e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.601740451445478e-10,1.0233295796973824e-09,2.925010926333076e-10,9.681949028315991e-11,-6.82219734081102e-10,2.137531842692997e-13,0.0,0.0,1.4604660121435912e-14,-2.655714716719073e-18,-2.86258647635766e-19,1.9231301554413145e-13,-1.921989842987926e-13,-1.9231114694339507e-13,1.6053977846339007e-17,-9.34912294276219e-22,1.9219898498947428e-13,-1.473180234326546e-14,0.0,1.1216186101822783e-16,0.0,0.0,0.0,0.0,5.601740451445478e-10,6.82219734081102e-10,6.822197176084833e-10,6.822189872555043e-10,-3.413003213381671e-10,6.892397255609507e-20,2.235866963890791e-16,1.0233287561581074e-09,1.9009034748859587e-17,-1.0233295796973824e-09,2.925010926333076e-10,9.701851137882728e-11,9.681949028315991e-11,1.9902138192603424e-13,2.137531842692997e-13,3.4971693231005066e-19,5.071858584945862e-16,-9.157768707040383e-16,-1.0986220613795616e-15,5.782189050841915e-16,99.93841003791125,85.74611751409296,14.191221162175346,0.06266132373168387,0.9851839274372785,0.0001229926950008486,0.014331643440509774,0.00036143642721082333
999,1223.1571906354516,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1223.1571906354516,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287680913691844,0.0,0.0,0.019172282782881116,0.05148619978917473,0.00042602891910782783,0.00014647232675987662,6.294233008001085e-07,2.95389591211792e-07,0.0,0.0,0.00036209958556191135,3.042987434353628e-09,0.0001231981250726987,0.9853601046445696,0.014154450680103922,1.2300764573349868e-07,9.870541923945569e-16,6.230017560734583e-13,1.7587404217335046e-08,2.052411426362677e-14,0.0,3.3260102989813464e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.617651824424181e-10,1.0233157324154662e-09,2.9089707626763883e-10,1.0001294123962585e-10,-6.822105256600185e-10,2.2389648662337546e-13,0.0,0.0,2.197105043774894e-14,-6.517680965284597e-18,-4.455000554839982e-19,3.317768431547414e-14,-3.2982313426752074e-14,-3.317479214404807e-14,4.172910852086974e-17,-1.456321824537159e-21,3.298231488219883e-14,-2.2201185869665557e-14,0.0,1.9247733391111082e-16,0.0,0.0,0.0,0.0,5.617651824424181e-10,6.822105256600185e-10,6.822104797437023e-10,6.822032078140653e-10,-3.4112618285675467e-10,6.738643375509991e-19,2.211063369221945e-15,1.0233129078714819e-09,1.9391284776007848e-17,-1.0233157324154662e-09,2.9089707626763883e-10,1.002146360948795e-10,1.0001294123962585e-10,2.0169530075370987e-13,2.2389648662337546e-13,3.5133434898352776e-18,5.065054931621409e-15,-9.223397243310122e-15,-4.9342040869815315e-15,5.868977848715433e-16,99.93705766992001,85.27519023107313,14.659175504967097,0.06563426395977588,0.9853602494577351,0.00012319814317847587,0.014154452760308711,0.00036209963877777325
999,1226.086956521739,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1226.086956521739,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287680913681691,0.0,0.0,0.01916724123785824,0.05148622383499047,0.000421003405779987,0.00015652335778734304,6.133927194808423e-07,3.0340269543288213e-07,0.0,1.2015863177365272e-39,0.000363524347860542,3.044163033199316e-09,0.00012356819630480328,0.9857199797392788,0.013792779728575157,1.2450560411366543e-07,1.0165238829248906e-16,6.549723643286029e-14,1.710866123199492e-08,2.0786028484986274e-14,0.0,3.3294659642800536e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.652075690645375e-10,1.0233321446918706e-09,2.874656348582155e-10,1.0687582682665794e-10,-6.822214302485345e-10,2.0758961789069822e-13,0.0,0.0,4.2179485724156957e-16,-5.162896822769362e-20,-9.050450512100431e-21,-6.821152046681139e-16,6.828975137737281e-16,6.821733851421969e-16,4.883831399938565e-19,-4.4403660985026765e-24,-6.828974872611858e-16,-4.2300484529705093e-16,0.0,7.24081756518017e-19,0.0,0.0,0.0,0.0,5.652075690645375e-10,6.822214302485345e-10,6.822214293355947e-10,6.822207006508971e-10,-3.411082527549069e-10,6.979806615417522e-20,2.2388568676562326e-16,1.0233312950091868e-09,2.0209053726887963e-17,-1.0233321446918706e-09,2.874656348582155e-10,1.0708299343065287e-10,1.0687582682665794e-10,2.0716661304540117e-13,2.0758961789069822e-13,3.5475870057992647e-19,5.052235718976176e-16,-9.29596636754966e-16,-1.0302089042957265e-15,6.054665163824399e-16,99.93866072805191,84.27330653489014,15.665836578649003,0.06085688646085328,0.9857201256140097,0.00012356821459141385,0.013792781769741079,0.0003635244016577841
999,1226.7993311036792,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1226.7993311036792,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287681275247788,0.0,0.0,0.019166094246222773,0.05148599794613195,0.0004196648259186523,0.00015904483781303754,7.653215425394805e-07,3.052975923531137e-07,0.0,0.0,0.0003638536161393591,3.044295138210153e-09,0.00012364470027997375,0.9858079561185468,0.013704397324431284,1.2486871127010887e-07,9.376284980726817e-15,5.918121652359863e-12,1.69915741928657e-08,2.0843594492314203e-14,0.0,3.3300737294528284e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.659912587161562e-10,1.0231765386111766e-09,2.8655162511460547e-10,1.0859752003223423e-10,-6.821177061526914e-10,2.100750447839362e-13,0.0,0.0,1.5988871991882552e-15,-1.8690354093501247e-18,-3.494555625345375e-20,1.1625074629872628e-17,-9.022252856227777e-18,-1.1399675828523457e-17,1.4991267556107508e-17,-3.521948397449728e-24,9.02221362389042e-18,-1.614577300485836e-15,0.0,2.377458520372565e-18,0.0,0.0,0.0,0.0,5.659912587161562e-10,6.821177061526914e-10,6.821176488149377e-10,6.820451126568119e-10,-3.4094273411444664e-10,6.794330763046599e-18,2.2102876933552528e-14,1.0231537966458003e-09,2.0411970865459972e-17,-1.0231765386111766e-09,2.8655162511460547e-10,1.0880598046477216e-10,1.0859752003223423e-10,2.0846046748345044e-13,2.100750447839362e-13,3.5552155267824705e-17,5.047562768199735e-14,-9.338039214017785e-14,-4.348160286687941e-14,6.10013105446344e-16,99.92346784574605,84.0178380593132,15.920567276598256,0.06159466408854124,0.985808102255334,0.00012364471860914136,0.013704399355979703,0.0003638536700772465
999,1227.5117056856188,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1227.5117056856188,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287680961472284,0.0,0.0,0.019164709361216874,0.05148620475289057,0.0004184533890706976,0.00016160281398552276,6.26290740514366e-07,3.0724486726778567e-07,0.0,0.0,0.00036423661032177835,3.044903692653289e-09,0.0001237203240725489,0.9858932551955144,0.013618639371539176,1.2524236105152982e-07,9.361193069869148e-16,5.922983471898062e-13,1.6879227272214927e-08,2.090726330139513e-14,0.0,3.3314458337359765e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.66936452287482e-10,1.0233189383216691e-09,2.8572443222328013e-10,1.1034417840833387e-10,-6.822126500063407e-10,2.23999469564082e-13,0.0,0.0,1.3969956943994805e-14,-4.015714351310306e-18,-3.150651889914246e-19,3.5327457091816584e-14,-3.5110913913723464e-14,-3.532544620493592e-14,2.713662664791707e-17,-1.5086185094344518e-21,3.5110915600496245e-14,-1.4209304710614102e-14,0.0,2.145308542590346e-16,0.0,0.0,0.0,0.0,5.66936452287482e-10,6.822126500063407e-10,6.822126186223749e-10,6.822053627443218e-10,-3.411292082144968e-10,6.829141344609353e-19,2.213986722140924e-15,1.0233160842209948e-09,2.0620503271303778e-17,-1.0233189383216691e-09,2.8572443222328013e-10,1.1055396825812215e-10,1.1034417840833387e-10,2.0979016485346788e-13,2.23999469564082e-13,3.5644250568944675e-18,5.046140178764136e-15,-9.36405087584996e-15,-5.143671946705729e-15,6.147948204177661e-16,99.93737092594856,83.76055227399942,16.173781940496077,0.06566578550450515,0.985893401599257,0.0001237203424448406,0.013618641393887703,0.0003642366644103956
999,1230.4347826086955,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1230.4347826086955,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287680961292024,0.0,0.0,0.01915928239901048,0.05148622816927193,0.0004130420582236426,0.0001724255532939884,6.106791534300249e-07,3.1501184393043353e-07,0.0,0.0,0.0003657540156256096,3.046910127388779e-09,0.0001239744222199435,0.9862446124004484,0.013265509587743515,1.2677418602325207e-07,9.650339391025116e-17,6.236406627931539e-14,1.6416433625319306e-08,2.114455384795153e-14,0.0,3.336349245911073e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.706420185253207e-10,1.023334924231334e-09,2.820295381212182e-10,1.1773401947013711e-10,-6.822232844549243e-10,2.1659441393638953e-13,0.0,0.0,1.4984422469175618e-15,-3.0872962109633267e-19,-3.531517176731509e-20,2.655699412267023e-15,-2.6546924402915517e-15,-2.6554751113340746e-15,1.839871046516349e-18,-2.647721629205802e-23,2.6546924326779963e-15,-1.5009450218990248e-15,0.0,7.826821854105492e-19,0.0,0.0,0.0,0.0,5.706420185253207e-10,6.822232844549243e-10,6.822232821843299e-10,6.822225548893866e-10,-3.411124716024005e-10,7.074118070265563e-20,2.2423986448266556e-16,1.0233340434827044e-09,2.149526771981892e-17,-1.023334924231334e-09,2.820295381212182e-10,1.1794911290373643e-10,1.1773401947013711e-10,2.1509346891449055e-13,2.1659441393638953e-13,3.599820106268053e-19,5.034858286367308e-16,-9.43957656859189e-16,-1.0755285551056204e-15,6.346340267083784e-16,99.93893208465701,82.67917683974777,17.25732680461642,0.06349635563581062,0.9862447599169851,0.00012397444076329186,0.013265511571918647,0.00036575407033289525
999,1231.1505016722408,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1231.1505016722408,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287681308928052,0.0,0.0,0.019158026666616704,0.05148601103529103,0.00041160215362983537,0.00017515568066097282,7.567199096529449e-07,3.1685108636177566e-07,0.0,0.0,0.00036610962416514035,3.0472583204670266e-09,0.0001240221708264547,0.9863310927712418,0.01317862559260965,1.2714842198231e-07,8.89890037736523e-15,5.627681266144528e-12,1.6302483682245726e-08,2.1196204915756208e-14,0.0,3.337335313857321e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.714999335770714e-10,1.023185347055026e-09,2.810463473458984e-10,1.1959817114117883e-10,-6.821235672782683e-10,2.1666410788008156e-13,0.0,0.0,3.1357086874101263e-16,-3.9096670108192266e-19,-7.366808183831316e-21,1.931181880327629e-17,-2.052067067277101e-17,-1.9264179697198774e-17,2.83556307824277e-18,-3.808620450407045e-24,2.052050597108432e-17,-3.1479924757434067e-16,0.0,-1.2563210714366172e-18,0.0,0.0,0.0,0.0,5.714999335770714e-10,6.821235672782683e-10,6.82123521473964e-10,6.820511219494067e-10,-3.4094417046548475e-10,6.890594197371354e-18,2.2136573543584943e-14,1.023162541948324e-09,2.1714108957946652e-17,-1.023185347055026e-09,2.810463473458984e-10,1.198145204424445e-10,1.1959817114117883e-10,2.163493086325072e-13,2.1666410788008156e-13,3.607814703037848e-17,5.0305919758772165e-14,-9.482756063605603e-14,-4.51238438975432e-14,6.395374883611343e-16,99.92432800903471,82.40327781888307,17.533195887878726,0.06352629323820803,0.986331240564256,0.00012402218941008308,0.013178627567310452,0.00036610967902343827
999,1231.8662207357859,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1231.8662207357859,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287681007162184,0.0,0.0,0.01915654045712033,0.05148620997786375,0.0004102827878059794,0.0001779243437923845,6.229762826108759e-07,3.1874091659737967e-07,0.0,0.0,0.0003665178956317776,3.048070478625661e-09,0.0001240690442236171,0.986415022852436,0.013094240093813896,1.2753316352848526e-07,8.885752507525134e-16,5.633147491649882e-13,1.6193007564593388e-08,2.1253773704288693e-14,0.0,3.339067320764136e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.725142640728665e-10,1.0233223216846626e-09,2.8014552177145413e-10,1.2148856269819715e-10,-6.822148392845221e-10,1.9373081334854626e-13,0.0,0.0,-2.4089384648541418e-14,7.277915957840406e-18,5.787898948147882e-19,3.5642099383720184e-14,-3.542264414252616e-14,-3.5645770086737607e-14,-4.6689645798981506e-17,-1.4792481040614755e-21,3.5422646153467764e-14,2.3908763521887985e-14,0.0,2.231242381259414e-16,0.0,0.0,0.0,0.0,5.725142640728665e-10,6.822148392845221e-10,6.82214881664156e-10,6.822076390265384e-10,-3.411304710931873e-10,6.92652189962062e-19,2.2174631272265486e-15,1.0233194441856699e-09,2.193882615388337e-17,-1.0233223216846626e-09,2.8014552177145413e-10,1.217062028538575e-10,1.2148856269819715e-10,2.1763957687043427e-13,1.9373081334854626e-13,3.617359727652048e-18,5.029485981564915e-15,-9.509762989150804e-15,-5.344466189050046e-15,6.446823030658688e-16,99.93770237173892,82.13399179385296,17.809209564736783,0.05679864141025625,0.9864151709270591,0.00012406906284810734,0.01309424205944157,0.00036651795065121466
999,1235.5016722408027,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1235.5016722408027,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287681340618744,0.0,0.0,0.01914934975631942,0.051486024018406906,0.00040293030553961517,0.00019248573176482863,7.481816193238905e-07,3.279444754531877e-07,0.0,0.0,0.00036851276510925816,3.0514798064372074e-09,0.00012421722176751327,0.9868434693712448,0.012663649117980466,1.2948615082535493e-07,8.453017625337659e-15,5.353428959551211e-12,1.563407246524205e-08,2.1507981112939296e-14,0.0,3.3468115240464427e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.77424668675694e-10,1.0231940943888362e-09,2.751251126050306e-10,1.314313213294548e-10,-6.821294125500392e-10,2.259766299698064e-13,0.0,0.0,2.035297865740302e-15,-2.6545132379144238e-18,-5.432812115546723e-20,1.3071629370144005e-17,-1.1093290512168087e-17,-1.2731850315146159e-17,1.8060511089088746e-17,2.2989047608823144e-24,1.1093310095961916e-17,-2.052627810502365e-15,0.0,1.638474444586743e-18,0.0,0.0,0.0,0.0,5.77424668675694e-10,6.821294125500392e-10,6.821293508724469e-10,6.820570599593031e-10,-3.409455044678378e-10,6.99384896843043e-18,2.2175881723309158e-14,1.023171214520117e-09,2.3112595054160795e-17,-1.0231940943888362e-09,2.751251126050306e-10,1.31655245277286e-10,1.314313213294548e-10,2.2392400215930405e-13,2.259766299698064e-13,3.6623232181985426e-17,5.0158648499538944e-14,-9.632665606324918e-14,-4.6804248844678487e-14,6.71226038705646e-16,99.92518183806762,80.66606102351409,19.267683139458047,0.066255837027867,0.9868436189016366,0.00012421724058939376,0.012663651036826234,0.00036851282094775724
999,1236.2207357859536,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1236.2207357859536,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.928768105019014,0.0,0.0,0.019147758405479318,0.051486215463924935,0.00040149951487557874,0.00019547236308284528,6.194779282084065e-07,3.2975569479031663e-07,0.0,0.0,0.0003689460135657436,3.0524900943256912e-09,0.00012423324100485132,0.9869261692575086,0.012580499676499872,1.2988228216067605e-07,8.441535042310017e-16,5.359372594945276e-13,1.552719199316445e-08,2.1558523050444846e-14,0.0,3.34889808998264e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.785108993031263e-10,1.0233259203896894e-09,2.741481159220676e-10,1.334707218893354e-10,-6.822173279021228e-10,2.516010476945225e-13,0.0,0.0,2.6391804861046508e-14,-8.260848081019432e-18,-7.113975171625669e-19,1.7747721594563553e-17,-1.3547452957434859e-17,-1.3313493599108831e-17,5.3149560122299797e-17,3.1538658990736046e-26,1.3547451989420485e-17,-2.644018244923747e-14,0.0,-2.33953067019891e-19,0.0,0.0,0.0,0.0,5.785108993031263e-10,6.822173279021228e-10,6.822172703772621e-10,6.822100381874834e-10,-3.4109606805721166e-10,7.030930752141639e-19,2.2215017164381514e-15,1.0233229897942115e-09,2.33552693971708e-17,-1.0233259203896894e-09,2.741481159220676e-10,1.3369588204318315e-10,1.334707218893354e-10,2.2516086524528501e-13,2.516010476945225e-13,3.672207610048577e-18,5.0150633627787295e-15,-9.660531889146751e-15,-5.318336916693146e-15,6.767745510021911e-16,99.93805220717915,80.3635080854496,19.56273783178861,0.07375408276179501,0.9869263190841955,0.000124233259864879,0.012580501586363693,0.0003689460695759707
999,1239.1304347826085,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1239.1304347826085,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287681048363408,0.0,0.0,0.019141532296537492,0.051486237726296666,0.0003952884546364821,0.00020789527009874856,6.04629595948109e-07,3.367864937482696e-07,0.0,0.0,0.000370655982703215,3.0561799810126118e-09,0.0001242352615974228,0.9872619394333576,0.01224301632960202,1.3148641904185492e-07,8.718292728944431e-17,5.659475654407666e-14,1.509329013934331e-08,2.1736647019274808e-14,0.0,3.3567721432622558e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.827620964927839e-10,1.0233411197758997e-09,2.6990718936475377e-10,1.4195311172866945e-10,-6.822274120124051e-10,2.2902407999877053e-13,0.0,0.0,-1.0107932200418471e-15,2.0310544410020816e-19,2.6091673546358207e-20,1.0801041222963463e-13,-1.0793587839635088e-13,-1.0801057766798397e-13,-1.3066378617199298e-18,-4.682434510291188e-22,1.0793587915931462e-13,9.373372410431645e-16,0.0,7.469856351639548e-17,0.0,0.0,0.0,0.0,5.827620964927839e-10,6.822274120124051e-10,6.822274128751974e-10,6.822266875171343e-10,-3.4121971914657934e-10,7.284112473114816e-20,2.251197586944565e-16,1.023340170851427e-09,2.436139540059009e-17,-1.0233411197758997e-09,2.6990718936475377e-10,1.4218307317200092e-10,1.4195311172866945e-10,2.299614172398137e-13,2.2902407999877053e-13,3.7100444810169756e-19,5.006826181637868e-16,-9.742644957119481e-16,-1.2474830196618214e-15,6.995735830453667e-16,99.9395370404052,79.12550149073631,20.80735822587217,0.06714028339151633,0.9872620904772896,0.00012423528060451875,0.012243018202694918,0.0003706560394108979
999,1239.8528428093646,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1239.8528428093646,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.92876813696931,0.0,0.0,0.019140049586117484,0.051486036912653126,0.00039363543494776534,0.00021106295438877933,7.396929061440007e-07,3.3844967673745585e-07,0.0,0.0,0.0003710667472028416,3.0569712808396677e-09,0.0001242194228672681,0.987345709032342,0.012158851507522096,1.3188441936789452e-07,8.036258437870986e-15,5.094358761692713e-12,1.4985006764234567e-08,2.177373152477217e-14,0.0,3.358544152095885e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.837749775547965e-10,1.0232027963504798e-09,2.6877846298289465e-10,1.4411607077335662e-10,-6.82135258153881e-10,2.388876031219685e-13,0.0,0.0,7.703167215395049e-15,-1.0293400310979416e-17,-2.288961369353347e-19,4.512694778484474e-16,-4.208575734197136e-16,-4.498585546905954e-16,6.74492455686154e-17,-1.7534726994960646e-22,4.2085787439975957e-16,-7.790505992017593e-15,0.0,2.900077854999727e-17,0.0,0.0,0.0,0.0,5.837749775547965e-10,6.82135258153881e-10,6.821351464122208e-10,6.820629360802616e-10,-3.409471784759921e-10,7.104274695031847e-18,2.2220935061265684e-14,1.0231798280867454e-09,2.4617256381404395e-17,-1.0232027963504798e-09,2.6877846298289465e-10,1.4434716764159044e-10,1.4411607077335662e-10,2.310970971299509e-13,2.388876031219685e-13,3.7188140025370305e-17,5.003368948794914e-14,-9.78797638168734e-14,-4.854320070912799e-14,7.053137416791067e-16,99.9260307093856,78.80324234373568,21.126718124551786,0.07003953171252669,0.9873458603826539,0.00012421944190887452,0.01215885337135353,0.00037106680408369646
