,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2(20),X(1),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),H_X(19),H2X(38),N2X2(45),N2X(46),NOX2(52),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],NO2(8) ROP [kmol/m^3 s],H2(20) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NO2(8) surface ROP [kmol/m^2 s],H2(20) surface ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],H2OX(9) ROP [kmol/m^2 s],NOX(10) ROP [kmol/m^2 s],OX(11) ROP [kmol/m^2 s],NX(12) ROP [kmol/m^2 s],OHX(13) ROP [kmol/m^2 s],NH3X(14) ROP [kmol/m^2 s],NH2X(15) ROP [kmol/m^2 s],NHX(16) ROP [kmol/m^2 s],N2OX(17) ROP [kmol/m^2 s],NO2X(18) ROP [kmol/m^2 s],H_X(19) ROP [kmol/m^2 s],H2X(38) ROP [kmol/m^2 s],N2X2(45) ROP [kmol/m^2 s],N2X(46) ROP [kmol/m^2 s],NOX2(52) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX(11) ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X(14) ROP [kmol/m^2 s],NH3X(14) + OX(11) <=> NH2X(15) + OHX(13) ROP [kmol/m^2 s],NH2X(15) + OX(11) <=> NHX(16) + OHX(13) ROP [kmol/m^2 s],NHX(16) + OX(11) <=> NX(12) + OHX(13) ROP [kmol/m^2 s],NH3X(14) + OHX(13) <=> H2OX(9) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + OHX(13) <=> H2OX(9) + NHX(16) ROP [kmol/m^2 s],NHX(16) + OHX(13) <=> H2OX(9) + NX(12) ROP [kmol/m^2 s],2 OHX(13) <=> H2OX(9) + OX(11) ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2OX(9) ROP [kmol/m^2 s],2 NX(12) <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NX(12) + OX(11) <=> NOX(10) + X(1) ROP [kmol/m^2 s],NOX(10) <=> NO(5) + X(1) ROP [kmol/m^2 s],NOX(10) + NX(12) <=> N2OX(17) + X(1) ROP [kmol/m^2 s],N2OX(17) <=> N2O(7) + X(1) ROP [kmol/m^2 s],NH3X(14) + X(1) <=> H_X(19) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + X(1) <=> H_X(19) + NHX(16) ROP [kmol/m^2 s],NHX(16) + X(1) <=> H_X(19) + NX(12) ROP [kmol/m^2 s],H_X(19) + OX(11) <=> OHX(13) + X(1) ROP [kmol/m^2 s],H_X(19) + OHX(13) <=> H2OX(9) + X(1) ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX(11) Coverage,NOX(10) Coverage,NX(12) Coverage,X Coverage
999,382.73578595317724,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,382.73578595317724,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999998,0.0,0.0,0.019999999999999653,0.05000000000000068,2.2823414731859853e-16,3.525498821085846e-36,0.0009999999999995436,1.5669012421405471e-31,0.0,0.0,1.707930849690214e-10,9.49482463160206e-14,6.358771442179617e-11,0.05035166464605277,0.9496476122385146,2.1345775132128543e-14,2.8372260120057518e-11,1.6710326041114102e-10,7.226854537034162e-07,2.0474019173172687e-37,0.0,6.377364082301367e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3370272680508336e-22,4.67665623235034e-22,1.558018178680385e-22,2.4066474349604384e-42,-3.11604348965624e-22,1.0696298728040918e-37,0.0,0.0,2.5945639427707697e-25,-2.6016962795195377e-25,-5.406814813160891e-38,3.206612530616187e-22,-3.206543170064332e-22,-3.206612530585341e-22,7.649278057961405e-27,-6.936051897547418e-27,3.2065431700981964e-22,-9.232293094964481e-48,0.0,1.0434848037236135e-33,0.0,0.0,0.0,0.0,2.3370272680508336e-22,3.11604348965624e-22,3.1159667492673803e-22,3.1160355433356016e-22,-4.764560328305438e-22,2.476082798263953e-29,7.548252790835356e-29,4.6740535336372495e-22,8.70351307556558e-39,-4.67665623235034e-22,1.558018178680385e-22,5.289724578700293e-38,2.4066474349604384e-42,1.0696298727117687e-37,1.0696298728040918e-37,4.59582848409716e-38,5.923375578669737e-30,-1.8035370964214267e-30,4.1187937790665426e-30,1.2643363299609772e-36,4.5644911461639737e-11,99.99999999999993,7.723425399948883e-19,6.865323443851273e-14,0.05035170104434339,6.358776038818328e-11,0.9496482987212757,1.7079320843219557e-10
999,387.0234113712374,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,387.0234113712374,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999998,0.0,0.0,0.019999999999999556,0.05000000000000087,2.950717240559599e-16,4.273473869337389e-35,0.0009999999999994096,1.3091874486024141e-30,0.0,0.0,1.9473916819189957e-10,1.0052979084720703e-13,3.009201844176697e-10,0.19655687117232748,0.8034428281602343,4.94694705708659e-14,2.562734995339486e-11,3.354937943093218e-10,2.998105043011907e-07,1.4632941024769472e-36,0.0,3.436302492102905e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.021417580348041e-22,6.042869414190975e-22,2.0142783868985558e-22,2.917245317042524e-41,-4.028545278234056e-22,8.937040616783024e-37,0.0,0.0,4.574906570512068e-27,-3.4253494356681696e-27,3.0527100392190086e-37,-1.352563900181151e-22,1.3525282364278107e-22,1.3525639001806004e-22,-4.715930939624775e-27,3.566374573113282e-27,-1.3525282364272215e-22,-2.146403791910189e-46,0.0,-7.725730055841212e-34,0.0,0.0,0.0,0.0,3.021417580348041e-22,4.028545278234056e-22,4.0285917263641545e-22,4.0285516387494713e-22,-6.61744490042422e-23,7.111792947924737e-29,4.930764862176038e-28,6.042829518752439e-22,6.435451923384867e-38,-6.042869414190975e-22,2.0142783868985558e-22,1.1990042378387331e-36,2.917245317042524e-41,8.937040614636618e-37,8.937040616783024e-37,2.0421147183458527e-37,2.0428338717857004e-29,-1.848507560622869e-30,1.8580601731470294e-29,2.202980894566738e-36,5.904565031356057e-11,99.99999999999956,7.241415427026152e-18,4.436844814953116e-13,0.19655693017317089,3.0092027474544387e-10,0.8034430693311697,1.9473922664711968e-10
999,387.0903010033445,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,387.0903010033445,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999998,0.0,0.0,0.01999999999999937,0.05000000000000125,4.162617764833784e-16,1.107657870034214e-35,0.0009999999999991674,3.999381833240984e-31,0.0,0.0,2.3130847399731405e-10,1.1927158194398973e-13,7.687320915655781e-11,0.05006365430899497,0.9499355808281174,2.724918012783196e-14,3.033065032492763e-11,1.8439059904964274e-10,7.643398294628385e-07,5.252233729831353e-37,0.0,8.795955657433758e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.262355715396546e-22,8.524774758955185e-22,2.841570476930788e-22,7.561318573659411e-42,-5.682866113661764e-22,2.730139058053708e-37,0.0,0.0,3.3816837499316e-26,-6.332816239213484e-27,7.374936637367895e-38,-1.7828845921319937e-22,1.78277728396007e-22,1.7828845921322913e-22,-3.8214835937759485e-26,1.0730815913984445e-26,-1.7827772839596527e-22,-5.04856020372399e-48,0.0,-1.308138003428293e-33,0.0,0.0,0.0,0.0,4.262355715396546e-22,5.682866113661764e-22,5.683247796122147e-22,5.683139319082918e-22,-1.0587911840678754e-22,4.658989941826582e-29,1.5005740755805633e-28,8.524709464319692e-22,1.962240866790307e-38,-8.524774758955185e-22,2.841570476930788e-22,3.467708334925748e-37,7.561318573659411e-42,2.7301390580032218e-37,2.730139058053708e-37,1.277833531853349e-37,1.3420500638767408e-29,-4.2430162604795186e-30,9.178789521955127e-30,3.122119545741761e-36,8.326672684688674e-11,99.99999999999989,1.3304823221957296e-18,9.607852700533963e-14,0.050063692585426735,7.687326793037657e-11,0.9499363071063913,2.3130865084543159e-10
999,400.07692307692315,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,400.07692307692315,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999992,0.0,0.0,0.019999999999997492,0.050000000000004936,1.6624220318707027e-15,1.1419352950494325e-33,0.0009999999999966746,1.932715013074719e-29,0.0,0.0,4.660813472927853e-10,1.939992515917738e-13,5.195249439184387e-10,0.1937824495902218,0.8062171958089339,9.998327206194618e-14,3.114215486566565e-11,4.4625160648985144e-10,3.531375416509951e-07,2.2068437274477105e-35,0.0,8.674310237327295e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7022543142871638e-21,3.4045186893162736e-21,1.1348362095247934e-21,7.795310077190863e-40,-2.2696684902622177e-21,1.3193490805422448e-35,0.0,0.0,1.3989524074851734e-26,-1.006074196236239e-26,4.414641312583034e-37,8.278237567057725e-23,-8.277767355652267e-23,-8.278237567057483e-23,7.733214934762025e-28,-4.702108788622162e-27,8.277767355642213e-23,1.8500610046787172e-45,0.0,5.2800424321747637e-33,0.0,0.0,0.0,0.0,1.7022543142871638e-21,2.2696684902622177e-21,2.269667278571868e-21,2.2696686438082807e-21,-1.2176098616780567e-21,4.383688532169516e-28,3.560704663737286e-27,3.404504629500765e-21,6.662271420142749e-37,-3.4045186893162736e-21,1.1348362095247934e-21,1.3635734469538535e-35,7.795310077190863e-40,1.319349080727251e-35,1.3193490805422448e-35,3.726319961965906e-36,2.145365683732577e-28,-2.2329616961214487e-29,1.9220164547402408e-28,2.9621906880681486e-35,3.325464903447539e-10,99.99999999999883,3.4345529389016484e-17,1.1625898693298654e-12,0.19378251811467304,5.195251276304403e-10,0.8062174808997202,4.660815121063101e-10
999,404.428093645485,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,404.428093645485,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999984,0.0,0.0,0.01999999999999564,0.05000000000000858,2.885700748955466e-15,3.256082685125161e-33,0.0009999999999942269,4.560630473540581e-29,0.0,0.0,6.157312269330929e-10,2.393162139359642e-13,6.182417361361316e-10,0.19288681032531052,0.8071128157923075,1.2517579819309875e-13,3.3149848808350324e-11,4.888242532269811e-10,3.721260588499355e-07,5.253415009330401e-35,0.0,1.1659697409318828e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9548432684870688e-21,5.909682026460002e-21,1.9698955123248896e-21,2.2227331338490852e-39,-3.939794210724014e-21,3.1132699966506155e-35,0.0,0.0,-7.69658709073369e-27,4.51054273315522e-27,-2.8995073378922027e-37,-9.05287190166895e-23,9.053363548346145e-23,9.052871898806316e-23,8.102533586486317e-27,-4.9164781851076496e-27,-9.053363546468996e-23,-2.002739641790964e-43,0.0,-1.18806830201769e-33,0.0,0.0,0.0,0.0,2.9548432684870688e-21,3.939794210724014e-21,3.939785324994778e-21,3.939783877808989e-21,-1.879354351720479e-21,7.831956405273928e-28,6.692545820578438e-27,5.909679061261203e-21,1.4043157255553968e-36,-5.909682026460002e-21,1.9698955123248896e-21,3.0844971765576824e-35,2.2227331338490852e-39,3.1132699766232196e-35,3.1132699966506155e-35,9.395767098123963e-36,4.543138035308315e-28,-4.9407421607321266e-29,4.049075115079725e-28,6.787960690422013e-35,5.773159728050814e-10,99.99999999999841,5.641753889844034e-17,1.5804239246051457e-12,0.19288688220430028,6.182419665230168e-10,0.8071131165617262,6.157314563844405e-10
999,408.7792642140468,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,408.7792642140468,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999976,0.0,0.0,0.019999999999992524,0.050000000000014734,4.950701704026114e-15,9.078504663842856e-33,0.000999999999990096,1.056571572307046e-28,0.0,0.0,8.086503865602463e-10,2.939355641290197e-13,7.329161182566903e-10,0.19200527758489289,0.8079943285726598,1.5598884574632568e-13,3.524539702823984e-11,5.344509128064712e-10,3.9173071895193315e-07,1.2284064663331009e-34,0.0,1.5577314624268816e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.069322454192713e-21,1.0138642908137356e-20,3.3795483027950565e-21,6.197352792130555e-39,-6.759103619291761e-21,7.212582939595733e-35,0.0,0.0,-9.013980010949727e-27,2.0002305830691324e-27,-1.7904447756924295e-36,-4.1491536321499066e-22,4.149190842449794e-22,4.149153632324072e-22,1.0734707125296949e-26,-3.720994282043861e-27,-4.1491908425631774e-22,-1.985133980279704e-44,0.0,3.0508045979650317e-32,0.0,0.0,0.0,0.0,5.069322454192713e-21,6.759103619291761e-21,6.759091502388258e-21,6.759083245143205e-21,-2.964615315390051e-21,1.38219635568181e-27,1.2413516996117357e-26,1.0138631112654429e-20,2.9136643341005163e-36,-1.0138642908137356e-20,3.3795483027950565e-21,7.034158195320568e-35,6.197352792130555e-39,7.212582937610598e-35,7.212582939595733e-35,2.321598473014763e-35,9.46918717066275e-28,-1.0742914266989775e-28,8.39458936719953e-28,1.528464289608732e-34,9.903970005220586e-10,99.99999999999785,9.168906961626943e-17,2.1341854867499334e-12,0.19200535290876194,7.329164057804418e-10,0.8079946455496709,8.086507037946297e-10
999,408.8628762541806,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,408.8628762541806,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999968,0.0,0.0,0.01999999999998953,0.05000000000002063,6.933038352576106e-15,2.3480919146414843e-33,0.0009999999999861305,3.206056871256112e-29,0.0,0.0,9.569988712820067e-10,3.474162886683939e-13,1.8650702786755388e-10,0.04869809437498193,0.951300909556066,8.560115602851268e-14,4.1544124912215964e-11,2.9255880686463785e-10,9.945908704966132e-07,4.378832469918102e-35,0.0,3.972989040679777e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.099156664694351e-21,1.4198364575190918e-20,4.732771109795759e-21,1.6029020771982517e-39,-9.465425326063596e-21,2.1885835025628787e-35,0.0,0.0,1.6813933355355247e-25,-5.124580134697607e-26,-2.58341837325065e-37,1.4082425051457552e-21,-1.408222637989808e-21,-1.40824250514665e-21,-9.702637037008807e-26,-1.9867159469544423e-26,1.408222637991683e-21,-3.5250831830464374e-44,0.0,-3.3485754215567715e-33,0.0,0.0,0.0,0.0,7.099156664694351e-21,9.465425326063596e-21,9.46552145349806e-21,9.465537850927719e-21,-6.1409888675936775e-21,8.989358886280505e-28,3.750875217957293e-27,1.4198308679578253e-20,8.822720410871766e-37,-1.4198364575190918e-20,4.732771109795759e-21,2.1629096055130087e-35,1.6029020771982517e-39,2.1885834990377958e-35,2.1885835025628787e-35,1.484842219630481e-35,6.177904963190697e-28,-2.3038282143551213e-28,3.8741082314920335e-28,2.1515819796533007e-34,1.3869547871303567e-09,99.99999999999955,1.693407561883356e-17,4.624317237808097e-13,0.048698142826003404,1.865072134283264e-10,0.9513018560304894,9.569998234254828e-10
999,413.2173913043478,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,413.2173913043478,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999946,0.0,0.0,0.019999999999982268,0.05000000000003493,1.174330297686585e-14,6.403425269738626e-33,0.0009999999999765075,7.286924337147132e-29,0.0,0.0,1.2488060244785591e-09,4.2460145223321414e-13,2.2012268564418983e-10,0.04843909076998855,0.9515598622701504,1.061167802974885e-13,4.408563333503672e-11,3.190372741908368e-10,1.0451272259279258e-06,1.0044850252280434e-34,0.0,5.27299572750392e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2024677111604528e-20,2.4049248796562124e-20,8.016451407731907e-21,4.371235896662157e-39,-1.6032900116436514e-20,4.974347931267609e-35,0.0,0.0,-1.027275493181044e-25,1.0542664320574411e-25,-1.0353646431183962e-36,-8.863505814834957e-21,8.863475444355748e-21,8.863505814838632e-21,-3.3069452355357616e-26,3.0370418274454345e-26,-8.863475444349068e-21,-7.378754990445726e-45,0.0,-7.016087006433581e-32,0.0,0.0,0.0,0.0,1.2024677111604528e-20,1.6032900116436514e-20,1.6032931620385628e-20,1.6032894690121996e-20,8.4703294725430015e-22,1.5655032084005642e-27,6.859062377719721e-27,2.4049345798639267e-20,1.800280893963326e-36,-2.4049248796562124e-20,8.016451407731907e-21,4.871248589807559e-35,4.371235896662157e-39,4.974347930529732e-35,4.974347931267609e-35,3.6050724262477655e-35,1.266286224737113e-27,-4.860739030842281e-28,7.802820428767331e-28,4.7569694041733966e-34,2.349249267341591e-09,99.99999999999937,2.7264157632428553e-17,6.205174432255393e-13,0.048439141412671666,2.2012291578070226e-10,0.9515608571183981,1.248807330095299e-09
999,417.571906354515,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,417.571906354515,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999908,0.0,0.0,0.01999999999997029,0.050000000000058505,1.9673624907942056e-14,1.7099186169801498e-32,0.0009999999999606426,1.6279226887349705e-28,0.0,0.0,1.6206163489600818e-09,5.168226526899312e-13,2.588727170788647e-10,0.04818455967949587,0.951814340858312,1.3097839934029844e-13,4.6731488311398774e-11,3.4730105829522966e-10,1.0971879530682457e-06,2.265295987401128e-34,0.0,6.958566505989278e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0145012673679185e-20,4.028987383653244e-20,1.3430008449133792e-20,1.1672592911832924e-38,-2.6860035982998588e-20,1.111285651667479e-34,0.0,0.0,-1.7059562013971633e-25,1.5151053495310344e-25,-1.3020374230943701e-36,4.781189383493593e-21,-4.781216010209949e-21,-4.7811893832027346e-21,-7.54190536002862e-27,2.662687012961588e-26,4.781216009975959e-21,-8.195730811410652e-42,0.0,6.355082655178218e-32,0.0,0.0,0.0,0.0,2.0145012673679185e-20,2.6860035982998588e-20,2.686004082975999e-20,2.6860001952690656e-20,-1.8211208365967454e-20,2.695143872497828e-27,1.2388198362643502e-26,4.029001026372412e-20,3.619427455727993e-36,-4.028987383653244e-20,1.3430008449133792e-20,1.0983819214083454e-34,1.1672592911832924e-38,1.1112855697101707e-34,1.111285651667479e-34,8.58528957196529e-35,2.557144797883747e-27,-1.0096988178521407e-27,1.5473814804701247e-27,1.03458782544232e-33,3.93574062229618e-09,99.99999999999918,4.3457131676583893e-17,8.274645960771123e-13,0.04818461256609318,2.5887300121339313e-10,0.9518153855544158,1.6206181277225072e-09
999,421.8327759197325,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,421.8327759197325,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999892,0.0,0.0,0.019999999999964692,0.05000000000006957,2.3384095466762363e-14,1.7321216542457367e-31,0.0009999999999532204,1.1833068110766942e-27,0.0,0.0,1.7713344628683436e-09,5.31280002381951e-13,1.1948788666143535e-09,0.18944283268771087,0.8105567093142543,2.939875923586245e-13,4.207767836281824e-11,6.910543866151432e-10,4.5429782839149894e-07,1.4169795657074365e-33,0.0,3.588027371681045e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3944387544374696e-20,4.78887426843567e-20,1.5962925029582067e-20,1.1824159779192315e-37,-3.1925854844160987e-20,8.077728686612656e-34,0.0,0.0,-3.718975870863235e-26,3.2404391652582647e-26,1.6013179527400825e-36,5.543145900273953e-22,-5.542989942913621e-22,-5.543145900271716e-22,2.038035999064084e-26,-1.5595364743592268e-26,5.542989942913456e-22,1.5384625255065098e-42,0.0,3.7159058227143153e-31,0.0,0.0,0.0,0.0,2.3944387544374696e-20,3.1925854844160987e-20,3.192582737917971e-20,3.192576876185615e-20,-1.6517142471458854e-20,7.084620973169335e-27,7.346442616506677e-26,4.7888694539699606e-20,2.3783600695631442e-35,-4.78887426843567e-20,1.5962925029582067e-20,8.094924297502599e-34,1.1824159779192315e-37,8.07772870199728e-34,8.077728686612656e-34,3.1236457302148725e-34,7.832883422404224e-27,-1.0033663601949956e-27,6.829144204595011e-27,1.5793965185295438e-33,4.6779637455363066e-09,99.99999999999496,3.7036319337713793e-16,5.0603060978127855e-12,0.18944291889026732,1.1948794103225082e-09,0.8105570781435181,1.7713352688822575e-09
999,421.9264214046823,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,421.9264214046823,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999848,0.0,0.0,0.019999999999950755,0.050000000000096995,3.261021674885744e-14,4.473915784989401e-32,0.0009999999999347634,3.576613949588735e-28,0.0,0.0,2.091901482241492e-09,6.26592316696797e-13,3.0339483907115566e-10,0.04793441415673007,0.9520644322350696,1.6098523250077443e-13,4.948368005273296e-11,3.774246237412273e-10,1.1507851169346236e-06,5.0246412325064105e-34,0.0,9.132343255922477e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3391570297700896e-20,6.678316992455027e-20,2.226104686513333e-20,3.05407503836887e-38,-4.452207235482613e-20,2.4415406290988144e-34,0.0,0.0,5.0704599076850736e-26,-2.93291452199483e-26,6.943744916224336e-37,-3.6263217149579945e-21,3.626293265502845e-21,3.626321714954484e-21,-4.9824890707079283e-26,2.844944838813642e-26,-3.626293265501548e-21,5.011411380199302e-42,0.0,-9.335700607264892e-33,0.0,0.0,0.0,0.0,3.3391570297700896e-20,4.452207235482613e-20,4.452211759126588e-20,4.452206653333276e-20,-1.8634724839594604e-20,4.588450757398071e-27,2.2107015238468627e-26,6.678311389993684e-20,7.172991626549952e-36,-6.678316992455027e-20,2.226104686513333e-20,2.448789831632989e-34,3.05407503836887e-38,2.441540679212928e-34,2.4415406290988144e-34,2.0068751282333317e-34,5.089920453894452e-27,-2.064572248479829e-27,3.0253555272324447e-27,2.214570298378908e-33,6.52366615588873e-09,99.9999999999989,6.859684220763947e-17,1.0967770940381444e-12,0.04793446933950972,3.033951883436115e-10,0.9520655282651912,2.091903890468245e-09
999,426.2809364548495,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,426.2809364548495,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999752,0.0,0.0,0.019999999999919218,0.05000000000015915,5.3498283160157165e-14,1.147681295724259e-31,0.0009999999998929767,7.73182393370565e-28,0.0,0.0,2.6862665530221186e-09,7.567710083730263e-13,3.5438645137689523e-10,0.0476885720892615,0.9523102184765271,1.970608192274009e-13,5.234417700523269e-11,4.0948297812924885e-10,1.2059306581389028e-06,1.0966887443622107e-33,0.0,1.1921182118342813e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.478012299913351e-20,1.0956056327113722e-19,3.652008199941872e-20,7.834534594027008e-38,-7.304013371455044e-20,5.2780548760911685e-34,0.0,0.0,3.4755740692265263e-25,-3.1727286547242787e-25,3.2515910306554204e-36,9.219584795830563e-21,-9.21974803205e-21,-9.219584795835789e-21,-1.9352027760634389e-25,1.6323598504789002e-25,9.219748032054476e-21,-5.651017026968997e-41,0.0,-2.4812633145782555e-31,0.0,0.0,0.0,0.0,5.478012299913351e-20,7.304013371455044e-20,7.304031950707084e-20,7.304011501487608e-20,-4.573977915173221e-20,7.72775674789476e-27,3.899339838736e-26,1.0956019927711194e-19,1.4018853979656725e-35,-1.0956056327113722e-19,3.652008199941872e-20,5.311353674755423e-34,7.834534594027008e-38,5.278054310989467e-34,5.2780548760911685e-34,4.607964487517253e-34,9.990568511688309e-27,-4.1585911954373604e-27,5.832221235621957e-27,4.667756899082442e-33,1.0702333116952012e-08,99.99999999999855,1.0726337627269833e-16,1.4452472686603226e-12,0.047688629620517085,3.543868789069432e-10,0.9523113673388264,2.686269793720694e-09
999,430.6354515050167,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,430.6354515050167,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999596,0.0,0.0,0.01999999999986879,0.0500000000002585,8.689180453267366e-14,2.8882635827075373e-31,0.0009999999998261731,1.6454219037348905e-27,0.0,0.0,3.4321958164762786e-09,9.106051496147725e-13,4.126081148448472e-10,0.04744695571173968,0.9525517773068632,2.402687243429773e-13,5.53149255239665e-11,4.435515707683331e-10,1.2626364208207243e-06,2.3564372122317538e-33,0.0,1.5481127921561255e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.897376616216629e-20,1.7794741022122905e-19,5.93158441081092e-20,1.9716450054828678e-37,-1.186316972870322e-19,1.123231216250725e-33,0.0,0.0,-1.3117243674742243e-25,1.2210310296944913e-25,1.2569338632232586e-35,-7.646870533680591e-21,7.646745184723667e-21,7.646870533679988e-21,-1.1627666881255532e-25,1.2534747944561155e-25,-7.646745184722773e-21,2.1251152894170813e-41,0.0,-1.4771861368921458e-30,0.0,0.0,0.0,0.0,8.897376616216629e-20,1.186316972870322e-19,1.1863180068460876e-19,1.1863160086522152e-19,-5.1669009782512315e-20,1.2879091203547094e-26,6.800565487832323e-26,1.7794745143957624e-19,2.7030846132160766e-35,-1.7794741022122905e-19,5.93158441081092e-20,1.1359977406346583e-33,1.9716450054828678e-37,1.1232312375018777e-33,1.123231216250725e-33,1.039879771619828e-33,1.9345345166823743e-26,-8.256119626429955e-27,1.1090694074115356e-26,9.6922950919044e-33,1.7382688170808347e-08,99.99999999999811,1.6619884915481482e-16,1.8936444943841648e-12,0.047447015643801375,4.1260863602591396e-10,0.9525529805113898,3.4322001518138853e-09
