,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2(20),X(1),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),H_X(19),H2X(38),N2X2(45),N2X(46),NOX2(52),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],NO2(8) ROP [kmol/m^3 s],H2(20) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NO2(8) surface ROP [kmol/m^2 s],H2(20) surface ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],H2OX(9) ROP [kmol/m^2 s],NOX(10) ROP [kmol/m^2 s],OX(11) ROP [kmol/m^2 s],NX(12) ROP [kmol/m^2 s],OHX(13) ROP [kmol/m^2 s],NH3X(14) ROP [kmol/m^2 s],NH2X(15) ROP [kmol/m^2 s],NHX(16) ROP [kmol/m^2 s],N2OX(17) ROP [kmol/m^2 s],NO2X(18) ROP [kmol/m^2 s],H_X(19) ROP [kmol/m^2 s],H2X(38) ROP [kmol/m^2 s],N2X2(45) ROP [kmol/m^2 s],N2X(46) ROP [kmol/m^2 s],NOX2(52) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX(11) ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X(14) ROP [kmol/m^2 s],NH3X(14) + OX(11) <=> NH2X(15) + OHX(13) ROP [kmol/m^2 s],NH2X(15) + OX(11) <=> NHX(16) + OHX(13) ROP [kmol/m^2 s],NHX(16) + OX(11) <=> NX(12) + OHX(13) ROP [kmol/m^2 s],NH3X(14) + OHX(13) <=> H2OX(9) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + OHX(13) <=> H2OX(9) + NHX(16) ROP [kmol/m^2 s],NHX(16) + OHX(13) <=> H2OX(9) + NX(12) ROP [kmol/m^2 s],2 OHX(13) <=> H2OX(9) + OX(11) ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2OX(9) ROP [kmol/m^2 s],2 NX(12) <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NX(12) + OX(11) <=> NOX(10) + X(1) ROP [kmol/m^2 s],NOX(10) <=> NO(5) + X(1) ROP [kmol/m^2 s],NOX(10) + NX(12) <=> N2OX(17) + X(1) ROP [kmol/m^2 s],N2OX(17) <=> N2O(7) + X(1) ROP [kmol/m^2 s],NH3X(14) + X(1) <=> H_X(19) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + X(1) <=> H_X(19) + NHX(16) ROP [kmol/m^2 s],NHX(16) + X(1) <=> H_X(19) + NX(12) ROP [kmol/m^2 s],H_X(19) + OX(11) <=> OHX(13) + X(1) ROP [kmol/m^2 s],H_X(19) + OHX(13) <=> H2OX(9) + X(1) ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX(11) Coverage,NOX(10) Coverage,NX(12) Coverage,X Coverage,Residence Time (s)
999,500,101325.0,0.027213387683753087,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999996,0.0,0.0,0.01999999999999937,0.05000000000000125,4.151237870641479e-16,1.0866207688703044e-31,0.0009999999999991693,6.577802067476489e-29,0.0,0.0,9.94075989273658e-08,1.1776192214308967e-11,7.191571077864408e-10,0.0098477472644119,0.9901468281600556,1.7358289915885594e-12,1.2324930523666717e-10,6.33897180608973e-10,5.323665808192317e-06,1.0439866655826623e-32,0.0,1.2309735343198685e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555181202e-17,1.3853417784838695e-16,4.617805703453139e-17,1.2087487492506778e-32,-9.235611291319044e-17,7.317097417663782e-30,0.0,0.0,7.900036861061699e-24,-6.744769714192506e-24,-2.177024729486904e-33,1.174771475260219e-19,-1.174789000500598e-19,-1.1747714752654127e-19,-2.909032762563417e-24,1.7531454806433458e-24,1.1747890005034243e-19,-1.4012984643248168e-45,0.0,6.203717497785871e-28,0.0,0.0,0.0,0.0,6.926708555181202e-17,9.235611291319044e-17,9.235610919087768e-17,9.235600684454785e-17,-4.629543276513104e-17,6.631313546131946e-24,3.063803037901723e-23,1.3853413383405858e-16,4.6841903529702946e-32,-1.3853417784838695e-16,4.617805703453139e-17,7.3270078804268e-30,1.2087487492506778e-32,7.317097417663779e-30,7.317097417663782e-30,3.1972920097055244e-29,7.658649948528706e-23,-6.589990016567632e-23,1.0685796226153474e-23,2.146946275809591e-28,8.307157045583935e-11,99.99999999998414,1.30879126025874e-14,1.584539906516852e-11,0.009847799698516957,7.191609369220114e-10,0.9901521001741939,9.940812822085247e-08,-6.434782608695652
999,500,101325.0,0.030078825180430962,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999996,0.0,0.0,0.01999999999999943,0.05000000000000112,3.75577320136621e-16,9.831046282925327e-32,0.0009999999999992489,5.951172517391934e-29,0.0,0.0,9.940759892736547e-08,1.1776192214308865e-11,7.191571077864032e-10,0.00984774726441136,0.9901468281600564,1.7358289915885045e-12,1.232493052366765e-10,6.338971806090052e-10,5.323665808192443e-06,1.0429138172531575e-32,0.0,1.2309735343198953e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555181017e-17,1.385341699901711e-16,4.6178057034530396e-17,1.2087487492506028e-32,-9.235611301658801e-17,7.317097417663223e-30,0.0,0.0,-5.988354065097497e-26,1.1134418156300845e-24,-1.0214667623108584e-33,9.047003831183376e-21,-9.058684217454214e-21,-9.047003831087595e-21,-1.2731802536630387e-23,1.167931524716439e-23,9.058684217304271e-21,1.2611686178923354e-44,0.0,-1.0709460294636025e-27,0.0,0.0,0.0,0.0,6.926708555181017e-17,9.235611301658801e-17,9.235611911704503e-17,9.235600684454544e-17,-4.618701254788249e-17,6.631313546132089e-24,3.063803037901712e-23,1.385341338340543e-16,4.6841903529698895e-32,-1.385341699901711e-16,4.6178057034530396e-17,7.328163438393432e-30,1.2087487492506028e-32,7.317097417663235e-30,7.317097417663223e-30,3.197291972089705e-29,7.6586499485289e-23,-6.590131380441848e-23,1.0686073905192112e-23,2.146946275809521e-28,7.511352650979575e-11,99.99999999998415,1.3087912602586869e-14,1.584539906516765e-11,0.009847799698516412,7.191609369219738e-10,0.9901521001741944,9.940812822085212e-08,-6.478260869565217
999,500,101325.0,0.03324597932270945,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999998,0.0,0.0,0.01999999999999949,0.050000000000001016,3.3979821874006755e-16,8.894498778769776e-32,0.0009999999999993202,5.384238377570113e-29,0.0,0.0,9.940759892736159e-08,1.17761922143082e-11,7.191571077864551e-10,0.009847747264411786,0.9901468281600558,1.7358289915884794e-12,1.232493052366543e-10,6.338971806089245e-10,5.323665808192115e-06,1.0419431730429562e-32,0.0,1.2309735343197654e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555181425e-17,1.385341352485854e-16,4.6178057034536565e-17,1.208748749250772e-32,-9.235621455300822e-17,7.317097417664604e-30,0.0,0.0,-1.3634263105514454e-22,3.585503511099155e-23,7.260031997046457e-33,1.8521634011096227e-18,-1.8522023737115323e-18,-1.852163401108956e-18,6.150765743997981e-23,3.897627086383703e-23,1.8522023737036583e-18,1.3732724950383207e-43,0.0,3.674841198315992e-27,0.0,0.0,0.0,0.0,6.926708555181425e-17,9.235621455300822e-17,9.235614641400526e-17,9.235600684455003e-17,-4.8030156241107846e-17,6.631313546131674e-24,3.063803037901689e-23,1.3853413383406186e-16,4.68419035297037e-32,-1.385341352485854e-16,4.6178057034536565e-17,7.336444937154296e-30,1.208748749250772e-32,7.317097417664742e-30,7.317097417664604e-30,3.1972944171179543e-29,7.658649948528651e-23,-6.589757775917136e-23,1.0685064163233428e-23,2.146946275809543e-28,6.797947621484113e-11,99.99999999998415,1.308791260258695e-14,1.5845399065168525e-11,0.009847799698516842,7.191609369220258e-10,0.9901521001741941,9.940812822084826e-08,-6.521739130434783
999,500,101325.0,0.040615859883769714,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999998,0.0,0.0,0.019999999999999574,0.05000000000000083,2.7814072104968424e-16,7.280562896637634e-32,0.0009999999999994436,4.407250721305879e-29,0.0,0.0,9.940759892736523e-08,1.1776192214308759e-11,7.191571077863327e-10,0.009847747264410395,0.9901468281600572,1.73582899158842e-12,1.232493052366952e-10,6.338971806090715e-10,5.323665808192719e-06,1.0402704789051018e-32,0.0,1.2309735343199533e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555181295e-17,1.3853416916299052e-16,4.617805703453221e-17,1.20874874925051e-32,-9.235613245533242e-17,7.317097417662802e-30,0.0,0.0,-2.0326592971762785e-23,1.9406283199879974e-24,1.6748351602656742e-33,-5.330425019067602e-19,5.330424028353569e-19,5.330425019064837e-19,1.8287470434111344e-23,9.878262849632144e-26,-5.330424028350904e-19,1.4012984643248168e-45,0.0,-2.8839600494861833e-28,0.0,0.0,0.0,0.0,6.926708555181295e-17,9.235613245533242e-17,9.235610753651648e-17,9.235600684454948e-17,-4.5644911461639737e-17,6.631313546133028e-24,3.0638030379019985e-23,1.3853413383406018e-16,4.6841903529696197e-32,-1.3853416916299052e-16,4.617805703453221e-17,7.330859740315575e-30,1.20874874925051e-32,7.317097417662802e-30,7.317097417662802e-30,3.197291558315693e-29,7.658649948529967e-23,-6.590050601085153e-23,1.0686099148741079e-23,2.1469462758096027e-28,5.564125549195609e-11,99.99999999998414,1.3087912602585351e-14,1.5845399065166115e-11,0.009847799698515451,7.191609369219033e-10,0.9901521001741954,9.94081282208519e-08,-6.608695652173912
999,500,101325.0,0.04489251258218608,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999998,0.0,0.0,0.01999999999999962,0.05000000000000076,2.5164384669810966e-16,6.586985345127145e-32,0.0009999999999994963,3.9873971732254177e-29,0.0,0.0,9.940759892736516e-08,1.1776192214308725e-11,7.191571077862752e-10,0.009847747264409555,0.9901468281600582,1.735828991588346e-12,1.2324930523671078e-10,6.338971806091239e-10,5.3236658081929465e-06,1.0395516504080108e-32,0.0,1.2309735343200055e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555181269e-17,1.385341675086293e-16,4.617805703453211e-17,1.2087487492504116e-32,-9.235609698996366e-17,7.317097417662183e-30,0.0,0.0,1.348539936057478e-23,3.5949890520559874e-24,-1.2140597557042135e-33,-2.0778598613978846e-19,2.0778175018065718e-19,2.077859861394777e-19,-2.1313801391865762e-23,4.234686319877928e-24,-2.0778175018079452e-19,9.80908925027372e-45,0.0,-1.272894408328526e-27,0.0,0.0,0.0,0.0,6.926708555181269e-17,9.235609698996366e-17,9.235611167241952e-17,9.235600684454885e-17,-4.597017211338539e-17,6.63131354613356e-24,3.0638030379021084e-23,1.3853413383405966e-16,4.6841903529692015e-32,-1.385341675086293e-16,4.617805703453211e-17,7.327970845398994e-30,1.2087487492504116e-32,7.317097417662193e-30,7.317097417662183e-30,3.197291595931513e-29,7.658649948530562e-23,-6.590141477861436e-23,1.068617487938798e-23,2.1469462758095955e-28,5.0372032933676536e-11,99.99999999998414,1.3087912602584313e-14,1.584539906516481e-11,0.00984779969851461,7.191609369218458e-10,0.9901521001741963,9.940812822085182e-08,-6.6521739130434785
999,500,101325.0,0.05484416576121026,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9290000000000002,0.0,0.0,0.01999999999999969,0.050000000000000634,2.0598224801724718e-16,5.391755319467808e-32,0.0009999999999995882,3.263870920173433e-29,0.0,0.0,9.940759892736506e-08,1.177619221430867e-11,7.191571077862497e-10,0.009847747264409193,0.9901468281600584,1.7358289915883132e-12,1.2324930523671742e-10,6.338971806091466e-10,5.323665808193044e-06,1.0383129058709717e-32,0.0,1.2309735343200234e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555181275e-17,1.3853416585426807e-16,4.6178057034532115e-17,1.2087487492503696e-32,-9.235611425735893e-17,7.317097417661922e-30,0.0,0.0,-5.438502951845543e-24,5.2493502525101395e-24,-1.214059755443572e-33,-9.936825010462607e-20,9.936153474960522e-20,9.936825010447552e-20,-6.527947942486273e-24,6.716228317771258e-24,-9.936153474992755e-20,1.2611686178923354e-44,0.0,8.728072621481074e-28,0.0,0.0,0.0,0.0,6.926708555181275e-17,9.235611425735893e-17,9.235611415396135e-17,9.23560068445487e-17,-4.607859233063394e-17,6.631313546133798e-24,3.0638030379021584e-23,1.3853413383405966e-16,4.6841903529690274e-32,-1.3853416585426807e-16,4.6178057034532115e-17,7.327970845398994e-30,1.2087487492503696e-32,7.317097417661934e-30,7.317097417661922e-30,3.1972921601688013e-29,7.658649948530827e-23,-6.589959724308872e-23,1.0685846713251408e-23,2.1469462758095856e-28,4.117799851099946e-11,99.99999999998415,1.3087912602583857e-14,1.584539906516424e-11,0.009847799698514249,7.191609369218203e-10,0.9901521001741966,9.940812822085173e-08,-6.739130434782609
999,500,101325.0,0.06061898993497573,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999998,0.0,0.0,0.01999999999999972,0.050000000000000544,1.8635949833942758e-16,4.87811365385619e-32,0.0009999999999996273,2.952940620772439e-29,0.0,0.0,9.940759892736505e-08,1.1776192214308712e-11,7.191571077862202e-10,0.009847747264408777,0.9901468281600588,1.7358289915882684e-12,1.2324930523672644e-10,6.338971806091793e-10,5.3236658081931845e-06,1.0377805641512785e-32,2.2457657880131702e-30,1.230973534320058e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555181435e-17,1.3853417826197726e-16,4.617805703453317e-17,1.2087487492503347e-32,-9.235609792054183e-17,7.31709741766179e-30,0.0,0.0,2.3308925233167728e-23,-7.158355854297364e-24,-2.1770247275040665e-33,-5.3035651492027475e-18,5.3035319611663884e-18,5.3035651492027205e-18,-4.9334544642093855e-23,3.318600501053645e-23,-5.3035319611659085e-18,7.006492321624084e-45,0.0,-2.0302008754834203e-27,0.0,0.0,0.0,0.0,6.926708555181435e-17,9.235609792054183e-17,9.235614062374096e-17,9.23560068445516e-17,-4.087442190270352e-17,6.631313546134246e-24,3.063803037902305e-23,1.3853413383406274e-16,4.684190352968877e-32,-1.3853417826197726e-16,4.617805703453317e-17,7.3270078804268e-30,1.2087487492503347e-32,7.317097417661799e-30,7.31709741766179e-30,3.197290956462586e-29,7.658649948531387e-23,-6.590111185602675e-23,1.0687235108444594e-23,2.1469462758096368e-28,3.727487069005164e-11,99.99999999998414,1.308791260258318e-14,1.5845399065163594e-11,0.009847799698513833,7.191609369217908e-10,0.9901521001741971,9.940812822085172e-08,-6.782608695652174
999,500,101325.0,0.06700187503509576,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.019999999999999744,0.05000000000000051,1.6860609569822203e-16,4.4134036895224556e-32,0.0009999999999996626,2.6716308711579723e-29,0.0,0.0,9.94075989271338e-08,1.1776192214336733e-11,7.191571077868649e-10,0.009847747264394588,0.9901468281600728,1.7358289915873592e-12,1.2324930523701994e-10,6.338971806101107e-10,5.323665808198086e-06,1.0372989355810695e-32,0.0,1.2309735343183106e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555151717e-17,1.3854478437179139e-16,4.6178057034544786e-17,1.208748749251553e-32,-9.235393256849334e-17,7.317097417670262e-30,0.0,0.0,1.2794770017107714e-20,-1.0613268134411868e-20,8.081666779892517e-34,2.2589405528397816e-19,-2.258991183963625e-19,-2.258940559139745e-19,-2.1865624523259995e-21,5.061840949327394e-24,2.258991183968393e-19,-1.6675451725465321e-43,0.0,-6.418057218023572e-28,0.0,0.0,0.0,0.0,6.926708555151717e-17,9.235393256849334e-17,9.235611249960013e-17,9.235600684457483e-17,-4.640385298237959e-17,6.631313546145642e-24,3.063803037905886e-23,1.3853413383409834e-16,4.684190352963324e-32,-1.3854478437179139e-16,4.6178057034544786e-17,7.329993071840599e-30,1.208748749251553e-32,7.317097417670096e-30,7.317097417670262e-30,3.1972918592422475e-29,7.658649948526534e-23,-6.590101088183089e-23,1.0685947687447275e-23,2.1469462758051634e-28,3.37403716077489e-11,99.99999999998414,1.308791260259308e-14,1.584539906517795e-11,0.009847799698499644,7.191609369224356e-10,0.9901521001742112,9.940812822062049e-08,-6.826086956521738
999,500,101325.0,0.07405684692262443,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.019999999999999768,0.05000000000000048,1.525439581019137e-16,3.9929639833804665e-32,0.000999999999999695,2.4171198911047322e-29,0.0,0.0,9.940759892736461e-08,1.1776192214308586e-11,7.191571077861832e-10,0.009847747264408256,0.9901468281600594,1.7358289915882326e-12,1.232493052367357e-10,6.338971806092104e-10,5.3236658081932895e-06,1.0368631890056811e-32,0.0,1.2309735343200788e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555181239e-17,1.3853416626785838e-16,4.617805703453221e-17,1.2087487492502599e-32,-9.235609233707271e-17,7.317097417661236e-30,0.0,0.0,1.6898605673474408e-23,4.8357601187969494e-24,1.3859456701462143e-33,1.6353601888536345e-18,-1.635361944357429e-18,-1.6353601888546628e-18,-2.3485150499820642e-23,1.7531441124281416e-24,1.6353619443574494e-18,3.22298646794708e-44,0.0,-2.358367001675741e-27,0.0,0.0,0.0,0.0,6.926708555181239e-17,9.235609233707271e-17,9.235610919087768e-17,9.235600684454923e-17,-4.781331580661074e-17,6.631313546134485e-24,3.063803037902326e-23,1.3853413383405983e-16,4.6841903529686015e-32,-1.3853416626785838e-16,4.617805703453221e-17,7.330570850823915e-30,1.2087487492502599e-32,7.317097417661267e-30,7.317097417661236e-30,3.197291821626428e-29,7.65864994853156e-23,-6.590272744316065e-23,1.0685947687447275e-23,2.1469462758095865e-28,3.0509449133742095e-11,99.99999999998414,1.3087912602582642e-14,1.5845399065162722e-11,0.00984779969851331,7.191609369217538e-10,0.9901521001741975,9.940812822085127e-08,-6.869565217391305
999,500,101325.0,0.0818546730706902,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.019999999999999792,0.05000000000000042,1.380119684109945e-16,3.612577161347621e-32,0.000999999999999724,2.1868547152412078e-29,0.0,0.0,9.940759892736486e-08,1.1776192214308662e-11,7.19157107786189e-10,0.009847747264408348,0.9901468281600592,1.735828991588239e-12,1.2324930523673428e-10,6.338971806092078e-10,5.323665808193286e-06,1.0364689535132447e-32,0.0,1.2309735343200795e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555181127e-17,1.3853417867556756e-16,4.6178057034531166e-17,1.2087487492502569e-32,-9.235611291319044e-17,7.317097417661156e-30,0.0,0.0,8.729667133244471e-24,-7.571951879815439e-24,3.7794709180246796e-35,-1.1835580154634434e-18,1.1835637051139106e-18,1.1835580154629711e-18,4.535592750422791e-24,-5.691479810498794e-24,-1.1835637051133715e-18,7.006492321624084e-45,0.0,-1.8282524846049424e-27,0.0,0.0,0.0,0.0,6.926708555181127e-17,9.235611291319044e-17,9.235610174625218e-17,9.235600684454763e-17,-4.499439015814843e-17,6.631313546134268e-24,3.063803037902254e-23,1.3853413383405702e-16,4.684190352968521e-32,-1.3853417867556756e-16,4.6178057034531166e-17,7.329222699862844e-30,1.2087487492502569e-32,7.317097417661161e-30,7.317097417661156e-30,3.1972908812309476e-29,7.658649948531378e-23,-6.590171770120196e-23,1.0686427314877651e-23,2.1469462758095444e-28,2.7603787311480943e-11,99.99999999998414,1.3087912602582905e-14,1.5845399065162906e-11,0.009847799698513404,7.191609369217596e-10,0.9901521001741974,9.940812822085153e-08,-6.913043478260869
999,500,101325.0,0.09047357242349274,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999998,0.0,0.0,0.01999999999999981,0.050000000000000384,1.248643581934129e-16,3.2684276144264023e-32,0.0009999999999997502,1.9785255845903478e-29,0.0,0.0,9.940759892736481e-08,1.1776192214308613e-11,7.191571077861737e-10,0.009847747264408138,0.9901468281600594,1.73582899158822e-12,1.2324930523673772e-10,6.338971806092182e-10,5.323665808193336e-06,1.0361122745794632e-32,0.0,1.2309735343200885e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555181238e-17,1.3853417040376144e-16,4.61780570345319e-17,1.2087487492502408e-32,-9.23561121894074e-17,7.317097417661121e-30,0.0,0.0,1.1802044218498714e-24,6.998562178670986e-25,5.192771953190947e-34,-5.33040847545805e-19,5.3304240273382905e-19,5.330408475455789e-19,-3.240933483317321e-25,-1.555577733812867e-24,-5.330424027337711e-19,0.0,0.0,-3.89370185794087e-28,0.0,0.0,0.0,0.0,6.926708555181238e-17,9.23561121894074e-17,9.235610588215523e-17,9.235600684454864e-17,-4.5644911461639737e-17,6.63131354613449e-24,3.0638030379023194e-23,1.38534133834059e-16,4.6841903529684953e-32,-1.3853417040376144e-16,4.61780570345319e-17,7.329704182348942e-30,1.2087487492502408e-32,7.317097417661121e-30,7.317097417661121e-30,3.197291407852417e-29,7.65864994853162e-23,-6.59006069850474e-23,1.0686099148741079e-23,2.1469462758095717e-28,2.4980018054066022e-11,99.99999999998414,1.3087912602582522e-14,1.584539906516258e-11,0.009847799698513194,7.191609369217443e-10,0.9901521001741976,9.940812822085148e-08,-6.956521739130434
999,500,101325.0,0.1,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.019999999999999827,0.050000000000000336,1.1296924554124415e-16,2.9570632248474215e-32,0.000999999999999774,1.790042777691608e-29,0.0,0.0,9.940759892736461e-08,1.1776192214308605e-11,7.191571077861473e-10,0.00984774726440775,0.9901468281600598,1.7358289915881862e-12,1.2324930523674472e-10,6.338971806092425e-10,5.323665808193442e-06,1.03578957440596e-32,0.0,1.2309735343201087e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555181117e-17,1.3853417702120634e-16,4.617805703453131e-17,1.2087487492501887e-32,-9.235609523220483e-17,7.317097417660782e-30,0.0,0.0,2.475396958799248e-23,-5.91759045749416e-24,1.3409120680598512e-34,-3.161929682475461e-19,3.1620196894295637e-19,3.1619296824667926e-19,-9.836670392691708e-24,-9.00020189093734e-24,-3.1620196894309514e-19,-2.6624670822171524e-44,0.0,4.941540297931813e-28,0.0,0.0,0.0,0.0,6.926708555181117e-17,9.235609523220483e-17,9.235609843752972e-17,9.235600684454727e-17,-4.586175189613684e-17,6.631313546134647e-24,3.063803037902336e-23,1.3853413383405722e-16,4.684190352968249e-32,-1.3853417702120634e-16,4.617805703453131e-17,7.329318996360065e-30,1.2087487492501887e-32,7.317097417660757e-30,7.317097417660782e-30,3.197291407852417e-29,7.658649948531793e-23,-6.589990016567632e-23,1.068592244389831e-23,2.146946275809536e-28,2.2594773274597912e-11,99.99999999998414,1.3087912602582128e-14,1.584539906516205e-11,0.009847799698512806,7.191609369217179e-10,0.9901521001741981,9.940812822085128e-08,-7.0
999,500,101325.0,0.1221677348996793,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999998,0.0,0.0,0.019999999999999855,0.05000000000000029,9.247060660821448e-17,2.4204944351924533e-32,0.000999999999999815,1.4652336635049896e-29,0.0,0.0,9.940759892736528e-08,1.1776192214308616e-11,7.191571077861178e-10,0.009847747264407377,0.9901468281600604,1.7358289915881571e-12,1.232493052367527e-10,6.338971806092708e-10,5.3236658081935665e-06,1.0352334708588033e-32,0.0,1.2309735343201393e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555181488e-17,1.3853416585426807e-16,4.617805703453314e-17,1.2087487492501627e-32,-9.235608706379629e-17,7.317097417660769e-30,0.0,0.0,2.1751397103259914e-23,5.2493542461184714e-24,-2.273321223664047e-33,-1.0751278711353456e-18,1.0751434933206559e-18,1.075127871135492e-18,-1.1387634041233724e-23,-1.5617650982194054e-23,-1.0751434933202626e-18,-2.802596928649634e-44,0.0,4.533121875927046e-27,0.0,0.0,0.0,0.0,6.926708555181488e-17,9.235608706379629e-17,9.235609182008484e-17,9.235600684455145e-17,-4.510281037539698e-17,6.631313546135226e-24,3.0638030379025404e-23,1.3853413383406366e-16,4.6841903529682786e-32,-1.3853416585426807e-16,4.617805703453314e-17,7.326911583929581e-30,1.2087487492501627e-32,7.317097417660741e-30,7.317097417660769e-30,3.1972918592422475e-29,7.658649948532483e-23,-6.589626509462508e-23,1.0685518547114835e-23,2.146946275809636e-28,1.8496489062602706e-11,99.99999999998414,1.3087912602581326e-14,1.5845399065161394e-11,0.00984779969851243,7.191609369216883e-10,0.9901521001741984,9.940812822085193e-08,-7.086956521739131
