,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2(20),X(1),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),H_X(19),H2X(38),N2X2(45),N2X(46),NOX2(52),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],NO2(8) ROP [kmol/m^3 s],H2(20) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NO2(8) surface ROP [kmol/m^2 s],H2(20) surface ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],H2OX(9) ROP [kmol/m^2 s],NOX(10) ROP [kmol/m^2 s],OX(11) ROP [kmol/m^2 s],NX(12) ROP [kmol/m^2 s],OHX(13) ROP [kmol/m^2 s],NH3X(14) ROP [kmol/m^2 s],NH2X(15) ROP [kmol/m^2 s],NHX(16) ROP [kmol/m^2 s],N2OX(17) ROP [kmol/m^2 s],NO2X(18) ROP [kmol/m^2 s],H_X(19) ROP [kmol/m^2 s],H2X(38) ROP [kmol/m^2 s],N2X2(45) ROP [kmol/m^2 s],N2X(46) ROP [kmol/m^2 s],NOX2(52) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX(11) ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X(14) ROP [kmol/m^2 s],NH3X(14) + OX(11) <=> NH2X(15) + OHX(13) ROP [kmol/m^2 s],NH2X(15) + OX(11) <=> NHX(16) + OHX(13) ROP [kmol/m^2 s],NHX(16) + OX(11) <=> NX(12) + OHX(13) ROP [kmol/m^2 s],NH3X(14) + OHX(13) <=> H2OX(9) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + OHX(13) <=> H2OX(9) + NHX(16) ROP [kmol/m^2 s],NHX(16) + OHX(13) <=> H2OX(9) + NX(12) ROP [kmol/m^2 s],2 OHX(13) <=> H2OX(9) + OX(11) ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2OX(9) ROP [kmol/m^2 s],2 NX(12) <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NX(12) + OX(11) <=> NOX(10) + X(1) ROP [kmol/m^2 s],NOX(10) <=> NO(5) + X(1) ROP [kmol/m^2 s],NOX(10) + NX(12) <=> N2OX(17) + X(1) ROP [kmol/m^2 s],N2OX(17) <=> N2O(7) + X(1) ROP [kmol/m^2 s],NH3X(14) + X(1) <=> H_X(19) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + X(1) <=> H_X(19) + NHX(16) ROP [kmol/m^2 s],NHX(16) + X(1) <=> H_X(19) + NX(12) ROP [kmol/m^2 s],H_X(19) + OX(11) <=> OHX(13) + X(1) ROP [kmol/m^2 s],H_X(19) + OHX(13) <=> H2OX(9) + X(1) ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX(11) Coverage,NOX(10) Coverage,NX(12) Coverage,X Coverage,Residence Time (s)
999,500,101325.0,1.492495545051829e-08,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999996484128,3.0494807317072917e-132,-6.759606162889057e-196,0.019999998857058183,0.05000000225182245,7.569151121524378e-10,1.9812896587969336e-25,0.0009999984857913182,1.1993633563421895e-22,0.0,0.0,9.940760079478335e-08,1.1776192965887676e-11,7.191577951878766e-10,0.009847756958699359,0.9901468184684348,1.735829847316389e-12,1.2324912092685815e-10,6.33896544184908e-10,5.323663139837926e-06,2.0535258229893117e-28,0.0,1.230972952498398e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708419583115e-17,1.385341699901711e-16,4.6178056130544677e-17,1.2087498796875223e-32,-9.235610970786555e-17,7.345539105990832e-30,0.0,0.0,4.152471853484141e-24,-1.5985151497817927e-24,-1.317270611011827e-33,1.526934104645289e-18,-1.5269426295593174e-18,-1.5269341046463019e-18,-1.1077434588842539e-23,8.524196596405669e-24,1.5269426295588964e-18,-2.8434785274922115e-32,0.0,-7.172591676385603e-28,0.0,0.0,0.0,0.0,6.926708419583115e-17,9.235610970786555e-17,9.235611415396135e-17,9.235600503666482e-17,-4.7704895589362195e-17,6.631306823477754e-24,3.0638014722613554e-23,1.385341311221197e-16,4.6841949183173825e-32,-1.385341699901711e-16,4.6178056130544677e-17,7.327874548901773e-30,1.2087498796875223e-32,7.317104320715911e-30,7.345539105990832e-30,3.1972892261349017e-29,7.658642403184778e-23,-6.590121283022261e-23,1.0685745739055538e-23,2.146946295126882e-28,0.0001514208681835036,99.99999999998408,1.3087925098776482e-14,1.5906990725689995e-11,0.009847809392829745,7.191616243251877e-10,0.9901520904798785,9.940813008801463e-08,-0.17391304347826075
999,500,101325.0,1.6496480740980205e-08,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999996819064,1.9063780089779267e-143,-6.3652355e-317,0.0199999989659397,0.05000000203730423,6.848081434793925e-10,1.792543374733439e-25,0.000999998630041309,1.0851067771524156e-22,0.0,0.0,9.940760061688523e-08,1.1776192894289064e-11,7.191577297029663e-10,0.009847756035178555,0.9901468193917016,1.7358297657959742e-12,1.2324913848500814e-10,6.33896604813438e-10,5.323663394037049e-06,1.857907380653276e-28,0.0,1.2309730079252615e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708432500797e-17,1.3853417205812266e-16,4.6178056216662465e-17,1.2087497719970931e-32,-9.235611115543163e-17,7.310260222614872e-30,0.0,0.0,4.686858236157755e-24,-3.408113329546181e-24,4.1672503119928585e-34,-2.7014286401564653e-18,2.7014459299565984e-18,2.70142864015577e-18,1.6012729831858693e-23,-1.729063834053107e-23,-2.7014459299560102e-18,6.843440485680466e-33,0.0,-8.362889073217519e-28,0.0,0.0,0.0,0.0,6.926708432500797e-17,9.235611115543163e-17,9.235608851136238e-17,9.235600520889271e-17,-4.347650711666873e-17,6.631307463906985e-24,3.0638016214111184e-23,1.3853413138047091e-16,4.6841944834021366e-32,-1.3853417205812266e-16,4.6178056216662465e-17,7.329607885851723e-30,1.2087497719970931e-32,7.317103663100552e-30,7.310260222614872e-30,3.1972873453439403e-29,7.658643121987155e-23,-6.590050601085153e-23,1.0686578776171452e-23,2.146946293286635e-28,0.00013699586909766276,99.99999999998415,1.3087923908334057e-14,1.583059318979292e-11,0.009847808469306529,7.191615588401117e-10,0.9901520914034021,9.940812991014085e-08,-0.2173913043478261
999,500,101325.0,1.6496480740980206,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.01999999999999999,0.05000000000000002,6.848081558426616e-18,1.7925418586409108e-33,0.0009999999999999864,1.085105851240513e-30,0.0,0.0,9.940759892736446e-08,1.1776192214308534e-11,7.191571077860807e-10,0.009847747264406796,0.9901468281600608,1.7358289915881e-12,1.2324930523676315e-10,6.33897180609306e-10,5.323665808193698e-06,1.0329106342035636e-32,0.0,1.2309735343201667e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555181266e-17,1.3853417950274818e-16,4.6178057034532115e-17,1.2087487492500899e-32,-9.235612470051418e-17,7.317097417660211e-30,0.0,0.0,-2.231537099608281e-24,-8.399130298349076e-24,-1.4066527481502905e-33,-9.936328724863554e-20,9.936153333552296e-20,9.9363287248781e-20,8.878290966317887e-24,1.7531442973041806e-24,-9.936153333549996e-20,-8.407790785948902e-45,0.0,-7.680234078987066e-28,0.0,0.0,0.0,0.0,6.926708555181266e-17,9.235612470051418e-17,9.235610919087768e-17,9.235600684454903e-17,-4.607859233063394e-17,6.63131354613542e-24,3.063803037902539e-23,1.3853413383405922e-16,4.684190352967861e-32,-1.3853417950274818e-16,4.6178057034532115e-17,7.327778252404555e-30,1.2087487492500899e-32,7.317097417660203e-30,7.317097417660211e-30,3.197291595931513e-29,7.658649948532672e-23,-6.590101088183089e-23,1.0686073905192112e-23,2.146946275809565e-28,1.3660947373317356e-12,99.99999999998415,1.3087912602580829e-14,1.5845399065160538e-11,0.00984779969851185,7.191609369216514e-10,0.990152100174199,9.940812822085112e-08,-8.217391304347826
999,500,101325.0,1.8233480008684384e-05,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999997122,0.0,0.0,0.019999999999064447,0.050000000001843216,6.195704028281685e-13,1.621776657939879e-28,0.0009999999987605494,9.817340289514417e-26,0.0,0.0,9.94075989288933e-08,1.177619221492376e-11,7.191571083487298e-10,0.009847747272341795,0.9901468281521278,1.7358289922885303e-12,1.2324930508590218e-10,6.338971800883815e-10,5.323665806009618e-06,1.784092856596422e-31,0.0,1.2309735338439375e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555070208e-17,1.3853417950274818e-16,4.6178057033791486e-17,1.2087487501753608e-32,-9.235611167241952e-17,7.317097423311781e-30,0.0,0.0,1.0794344029053756e-23,-8.401351508791047e-24,1.6748295034675993e-33,-4.327774922118466e-18,4.327750008621172e-18,4.3277749221186194e-18,-2.7310860827376996e-23,2.4915682153654656e-23,-4.3277500086205964e-18,-1.4279231351469888e-42,0.0,2.18541006298392e-27,0.0,0.0,0.0,0.0,6.926708555070208e-17,9.235611167241952e-17,9.235613235193483e-17,9.235600684306842e-17,-4.1850203857940465e-17,6.631313540632712e-24,3.0638030366209924e-23,1.3853413383183798e-16,4.6841903567046116e-32,-1.3853417950274818e-16,4.6178057033791486e-17,7.330859740315575e-30,1.2087487501753608e-32,7.317097423310352e-30,7.317097423311781e-30,3.1972918592422475e-29,7.658649942356581e-23,-6.589767873336722e-23,1.0686452558426617e-23,2.14694627582535e-28,1.2394505994467453e-07,99.99999999998415,1.3087912612809253e-14,1.584539907765332e-11,0.009847799706446872,7.19160937484302e-10,0.990152100166264,9.940812822237978e-08,-3.2608695652173907
999,500,101325.0,1.8233480008684384,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.01999999999999999,0.05000000000000002,6.195704028383141e-18,1.6217766566989342e-33,0.0009999999999999877,9.817340281936719e-31,0.0,0.0,9.940759892736457e-08,1.17761922143085e-11,7.191571077860675e-10,0.009847747264406641,0.9901468281600609,1.7358289915880862e-12,1.2324930523676623e-10,6.338971806093157e-10,5.3236658081937436e-06,1.0328929359817588e-32,0.0,1.2309735343201775e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555181562e-17,1.3853417205812266e-16,4.617805703453405e-17,1.2087487492500921e-32,-9.235611374037106e-17,7.31709741766036e-30,0.0,0.0,1.2832968571600991e-24,-9.544989428707478e-25,3.779470997338172e-35,-2.0779260340600084e-19,2.0778175119188928e-19,2.0779260340621879e-19,-1.1180838888097939e-23,1.0852127312944235e-23,-2.0778175119199102e-19,1.1210387714598534e-44,0.0,-8.644757690102427e-29,0.0,0.0,0.0,0.0,6.926708555181562e-17,9.235611374037106e-17,9.235611828986443e-17,9.235600684455276e-17,-4.597017211338539e-17,6.631313546135812e-24,3.063803037902687e-23,1.3853413383406506e-16,4.6841903529679835e-32,-1.3853417205812266e-16,4.617805703453405e-17,7.329222699862844e-30,1.2087487492500921e-32,7.317097417660371e-30,7.31709741766036e-30,3.1972920473213436e-29,7.658649948533109e-23,-6.590040503665568e-23,1.068599817454521e-23,2.1469462758096565e-28,1.235990476633475e-12,99.99999999998414,1.3087912602580302e-14,1.5845399065160195e-11,0.009847799698511697,7.191609369216381e-10,0.9901521001741992,9.940812822085124e-08,-8.26086956521739
999,500,101325.0,1.8233480008684387e-08,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999997122096,1.2697927430532203e-156,1.6076484596050477e-156,0.019999999064448708,0.050000001843221925,6.195703927183575e-10,1.6217778976913252e-25,0.0009999987605494292,9.817347857599685e-23,0.0,0.0,9.940760045593467e-08,1.1776192829511213e-11,7.191576704564388e-10,0.009847755199636491,0.9901468202270138,1.7358296920415636e-12,1.2324915437049394e-10,6.338966596662244e-10,5.3236636240200126e-06,1.6809250106207548e-28,0.0,1.2309730580719154e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708444187595e-17,1.3853416213195531e-16,4.61780562945741e-17,1.2087496745657026e-32,-9.23561127063953e-17,7.320318824505842e-30,0.0,0.0,-6.868166688385966e-24,6.751788404362984e-24,3.209919393235863e-33,-2.077925163607621e-19,2.0778101064424933e-19,2.0779251636163017e-19,-1.1387628538399212e-23,1.15048607220581e-23,-2.0778101064398444e-19,-3.215756373651088e-33,0.0,-8.550291790350477e-28,0.0,0.0,0.0,0.0,6.926708444187595e-17,9.23561127063953e-17,9.235611746268382e-17,9.235600536470784e-17,-4.597017211338539e-17,6.631308043325914e-24,3.063801756352054e-23,1.3853413161420335e-16,4.684194089918693e-32,-1.3853416213195531e-16,4.61780562945741e-17,7.332400484271083e-30,1.2087496745657026e-32,7.317103068132191e-30,7.320318824505842e-30,3.19728933898236e-29,7.658643772312869e-23,-6.590101088183089e-23,1.0686099148741079e-23,2.146946291621598e-28,0.0001239450570823808,99.99999999998414,1.3087922831298752e-14,1.58523753745885e-11,0.00984780763376228,7.19161499593434e-10,0.9901520922389464,9.940812974921228e-08,-0.2608695652173907
999,500,101325.0,1.8233480008684426e-06,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999971221,0.0,0.0,0.019999999990644488,0.05000000001843223,6.195704027371042e-12,1.621776669108813e-27,0.000999999987605494,9.817340357718274e-25,0.0,0.0,9.940759894265032e-08,1.1776192220460515e-11,7.191571134127591e-10,0.009847747343758758,0.9901468280807308,1.7358289985926109e-12,1.2324930372810586e-10,6.338971753998939e-10,5.3236657863520436e-06,1.691147631651133e-30,0.0,1.230973529557702e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708554071477e-17,1.385341687494002e-16,4.6178057027133426e-17,1.2087487585032148e-32,-9.23561105350462e-17,7.317097474172996e-30,0.0,0.0,1.1858110288666002e-24,2.332022126499581e-24,-1.0215233564048006e-33,7.679959622530327e-19,-7.680002103343187e-19,-7.679959622531464e-19,-7.76871880629196e-24,4.249483359845321e-24,7.680002103344523e-19,-8.191990822442879e-42,0.0,1.402304192949936e-27,0.0,0.0,0.0,0.0,6.926708554071477e-17,9.23561105350462e-17,9.235611167241952e-17,9.235600682975252e-17,-4.6945954068622336e-17,6.631313491107687e-24,3.063803025087148e-23,1.3853413381186383e-16,4.6841903903373265e-32,-1.385341687494002e-16,4.6178057027133426e-17,7.328163438393432e-30,1.2087487585032148e-32,7.317097474164803e-30,7.317097474172996e-30,3.1972923858637167e-29,7.658649886770851e-23,-6.589929432050114e-23,1.0685619521310702e-23,2.1469462759677315e-28,1.2394505994467453e-06,99.99999999998414,1.3087912704867415e-14,1.584539919007947e-11,0.009847799777864019,7.191609425483439e-10,0.9901521000948469,9.940812823613489e-08,-2.2608695652173916
999,500,101325.0,1.8233480008684426e-07,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999712208,0.0,0.0,0.019999999906444868,0.0500000001843222,6.195704018263583e-11,1.6217767807980934e-26,0.000999999876054941,9.817341039755529e-24,0.0,0.0,9.94075990802218e-08,1.1776192275828808e-11,7.191571640530373e-10,0.009847748057928693,0.9901468273667572,1.7358290616333695e-12,1.232492901501435e-10,6.338971285150315e-10,5.3236655897765166e-06,1.681853227062888e-29,0.0,1.2309734866953876e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708544082687e-17,1.385341741260742e-16,4.6178056960541375e-17,1.2087488417815843e-32,-9.235610267683036e-17,7.317097982775552e-30,0.0,0.0,1.4488585466052932e-23,-3.2444278471580687e-24,-4.44253748464548e-34,5.511612512451279e-19,-5.511598435381611e-19,-5.511612512450327e-19,-9.836669842415645e-24,-1.4075973251928005e-24,5.511598435383064e-19,-6.815495340936613e-41,0.0,1.0932459970919416e-28,0.0,0.0,0.0,0.0,6.926708544082687e-17,9.235610267683036e-17,9.235610588215523e-17,9.235600669657511e-17,-4.6729113634125235e-17,6.631312995855574e-24,3.0638029097479376e-23,1.3853413361208951e-16,4.684190726662975e-32,-1.385341741260742e-16,4.6178056960541375e-17,7.328741217376749e-30,1.2087488417815843e-32,7.317097982707397e-30,7.317097982775552e-30,3.19729170877897e-29,7.658649330911951e-23,-6.590040503665568e-23,1.0685796226153474e-23,2.1469462773910158e-28,1.2394505907731279e-05,99.99999999998414,1.3087913625450446e-14,1.5845400314324115e-11,0.009847800492035822,7.191609931887504e-10,0.9901520993806748,9.940812837368756e-08,-1.2608695652173916
999,500,101325.0,1e-05,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999994756,0.0,0.0,0.019999999998294167,0.050000000003360835,1.1296924553788025e-12,2.957063228972816e-28,0.0009999999977400504,1.790042780210805e-25,0.0,0.0,9.940759893015173e-08,1.1776192215430256e-11,7.191571088120209e-10,0.00984774727887544,0.9901468281455962,1.7358289928652707e-12,1.232493049616821e-10,6.338971796594473e-10,5.323665804211203e-06,3.167992951031121e-31,0.0,1.2309735334518025e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708554978814e-17,1.385341761940257e-16,4.617805703318226e-17,1.2087487509372471e-32,-9.23561294568027e-17,7.317097427966826e-30,0.0,0.0,-1.0297571520417212e-23,-5.094456947903946e-24,-1.791849056531546e-33,4.427419340021432e-19,-4.427395523380779e-19,-4.427419340019724e-19,1.7770482561290878e-23,-2.380058987223699e-24,4.427395523380397e-19,-3.9908980263970784e-42,0.0,1.604757585888772e-27,0.0,0.0,0.0,0.0,6.926708554978814e-17,9.23561294568027e-17,9.235610505497463e-17,9.235600684184939e-17,-4.6620693416876684e-17,6.631313536101832e-24,3.0638030355657917e-23,1.3853413383001014e-16,4.684190359781558e-32,-1.385341761940257e-16,4.617805703318226e-17,7.327393066415678e-30,1.2087487509372471e-32,7.317097427962837e-30,7.317097427966826e-30,3.1972921601688013e-29,7.658649937271195e-23,-6.589909237210939e-23,1.0685619521310702e-23,2.1469462758383703e-28,2.259949605926126e-07,99.99999999998414,1.3087912621231363e-14,1.584539908794301e-11,0.009847799712980533,7.191609379475941e-10,0.9901521001597303,9.9408128223638e-08,-3.0
999,500,101325.0,1e-07,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999475258,0.0,1.2420143e-317,0.019999999829416446,0.050000000336083525,1.1296924520479937e-10,2.9570636374267815e-26,0.0009999997740050251,1.7900430296355352e-23,0.0,0.0,9.9407599206076e-08,1.177619232648138e-11,7.191572103803671e-10,0.009847748711273922,0.9901468267135914,1.7358291193050426e-12,1.2324927772859578e-10,6.338970856232817e-10,5.323665409943027e-06,3.06575362603569e-29,0.0,1.2309734474835824e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708534943275e-17,1.3853417578043542e-16,4.6178056899612236e-17,1.2087489179671615e-32,-9.235611363697347e-17,7.317098448065833e-30,0.0,0.0,5.2438143730640024e-24,-5.081576648910334e-24,1.770099696228747e-33,-8.582958439354377e-19,8.583029199671578e-19,8.582958439348284e-19,6.913738014865702e-24,-7.07600367855619e-24,-8.583029199671255e-19,-1.2893907689638372e-40,0.0,2.8508756557726515e-29,0.0,0.0,0.0,0.0,6.926708534943275e-17,9.235611363697347e-17,9.235610009189095e-17,9.235600657472287e-17,-4.5319650809894085e-17,6.631312542782066e-24,3.0638028042314075e-23,1.3853413342930346e-16,4.684191034343415e-32,-1.3853417578043542e-16,4.6178056899612236e-17,7.330956036812794e-30,1.2087489179671615e-32,7.317098447936894e-30,7.317098448065833e-30,3.197290805999309e-29,7.658648822393242e-23,-6.590020308826394e-23,1.0686073905192112e-23,2.146946278692662e-28,2.2599497490408127e-05,99.99999999998414,1.3087914467630185e-14,1.5845401342831548e-11,0.00984780114538276,7.191610395161977e-10,0.9901520987273278,9.940812849952458e-08,-1.0
999,500,101325.0,20.153376859417357,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.02,0.05000000000000002,5.605474771264346e-19,1.4672792780457801e-34,0.0009999999999999992,8.88209847003846e-32,0.0,0.0,9.940759892736425e-08,1.1776192214308482e-11,7.191571077860433e-10,0.009847747264406265,0.9901468281600614,1.7358289915880551e-12,1.232493052367725e-10,6.338971806093383e-10,5.32366580819384e-06,1.03274006092707e-32,0.0,1.2309735343201998e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.92670855518125e-17,1.385341749532548e-16,4.617805703453224e-17,1.2087487492500275e-32,-9.235609347444604e-17,7.317097417659827e-30,0.0,0.0,2.4447082974338873e-23,-3.849636485573165e-24,-1.0214667589043018e-33,1.0932756460722907e-18,-1.093260858417819e-18,-1.0932756460729222e-18,-5.804164906492306e-24,-1.4790467744219812e-23,1.0932608584173979e-18,7.006492321624084e-45,0.0,-2.8127508768059022e-27,0.0,0.0,0.0,0.0,6.92670855518125e-17,9.235609347444604e-17,9.235609264726544e-17,9.235600684454884e-17,-4.727121472036799e-17,6.63131354613577e-24,3.063803037902619e-23,1.3853413383405966e-16,4.684190352967634e-32,-1.385341749532548e-16,4.617805703453224e-17,7.328163438393432e-30,1.2087487492500275e-32,7.317097417659836e-30,7.317097417659827e-30,3.197290956462586e-29,7.658649948533054e-23,-6.590303036574825e-23,1.0686099148741079e-23,2.1469462758095735e-28,8.673617379884035e-14,99.99999999998414,1.3087912602580116e-14,1.5845399065159662e-11,0.009847799698511319,7.191609369216139e-10,0.9901521001741995,9.940812822085091e-08,-9.304347826086957
999,500,101325.0,22.275429519995566,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.02,0.05,5.071473276859847e-19,1.327499980277574e-34,0.000999999999999999,8.035951792015224e-32,0.0,0.0,9.940759892736047e-08,1.1776192214307994e-11,7.191571077860584e-10,0.009847747264406044,0.9901468281600616,1.7358289915878013e-12,1.2324930523673482e-10,6.338971806092187e-10,5.3236658081932286e-06,1.0327386122448986e-32,0.0,1.2309735343199874e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555179992e-17,1.385341683358099e-16,4.617805703452739e-17,1.2087487492499895e-32,-9.235622127385068e-17,7.317097417659361e-30,0.0,0.0,-1.0998509918655674e-22,2.767752134555849e-24,-5.065919641500925e-33,-3.568825954443518e-18,3.568808497359662e-18,3.568825954473988e-18,8.973519584335664e-23,1.7469605370218542e-23,-3.5688084973796155e-18,-1.4012984643248167e-43,0.0,1.2535326899453004e-26,0.0,0.0,0.0,0.0,6.926708555179992e-17,9.235622127385068e-17,9.235612490730932e-17,9.23560068445196e-17,-4.260914537868032e-17,6.631313546131799e-24,3.06380303790127e-23,1.3853413383400338e-16,4.6841903529655723e-32,-1.385341683358099e-16,4.617805703452739e-17,7.324118985510218e-30,1.2087487492499895e-32,7.317097417659219e-30,7.317097417659361e-30,3.197293928112305e-29,7.658649948530508e-23,-6.588889397832668e-23,1.068488745839066e-23,2.146946275808569e-28,1.0842021724855044e-13,99.99999999998414,1.308791260258108e-14,1.5845399065160318e-11,0.009847799698511099,7.19160936921629e-10,0.9901521001741997,9.940812822084713e-08,-9.347826086956522
999,500,101325.0,27.21338768375309,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.02,0.05,4.151237870641539e-19,1.0866207688697484e-34,0.0009999999999999992,6.577802067473105e-32,0.0,0.0,9.940759892736462e-08,1.177619221430849e-11,7.191571077860562e-10,0.009847747264406476,0.9901468281600612,1.7358289915880745e-12,1.2324930523676943e-10,6.338971806093273e-10,5.323665808193792e-06,1.0327361157563741e-32,0.0,1.2309735343201868e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.926708555181207e-17,1.3853416916299052e-16,4.6178057034531616e-17,1.2087487492500415e-32,-9.235610712292616e-17,7.317097417659868e-30,0.0,0.0,5.00399626983803e-24,1.9406263231838315e-24,-1.1177632561600975e-33,1.1747880198819551e-19,-1.1747889924310543e-19,-1.1747880198819823e-19,-7.04493582533333e-24,9.8784107576112e-26,1.1747889924309118e-19,4.203895392974451e-45,0.0,1.5291395551108277e-27,0.0,0.0,0.0,0.0,6.926708555181207e-17,9.235610712292616e-17,9.235610753651648e-17,9.2356006844548e-17,-4.629543276513104e-17,6.63131354613559e-24,3.06380303790256e-23,1.3853413383405818e-16,4.6841903529676754e-32,-1.3853416916299052e-16,4.6178057034531616e-17,7.328067141896213e-30,1.2087487492500415e-32,7.317097417659872e-30,7.317097417659868e-30,3.197292122552982e-29,7.658649948532845e-23,-6.589909237210939e-23,1.0685695251957604e-23,2.146946275809545e-28,8.673617379884035e-14,99.99999999998414,1.3087912602580444e-14,1.5845399065159963e-11,0.00984779969851153,7.191609369216269e-10,0.9901521001741993,9.940812822085128e-08,-9.434782608695652
