,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),X(1),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),H_X(19),N2X2(45),N2X(46),NOX2(52),O2X2(70),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],NO2(8) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NO2(8) surface ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],H2OX(9) ROP [kmol/m^2 s],NOX(10) ROP [kmol/m^2 s],OX(11) ROP [kmol/m^2 s],NX(12) ROP [kmol/m^2 s],OHX(13) ROP [kmol/m^2 s],NH3X(14) ROP [kmol/m^2 s],NH2X(15) ROP [kmol/m^2 s],NHX(16) ROP [kmol/m^2 s],N2OX(17) ROP [kmol/m^2 s],NO2X(18) ROP [kmol/m^2 s],H_X(19) ROP [kmol/m^2 s],N2X2(45) ROP [kmol/m^2 s],N2X(46) ROP [kmol/m^2 s],NOX2(52) ROP [kmol/m^2 s],O2X2(70) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX(11) ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X(14) ROP [kmol/m^2 s],NH3X(14) + OX(11) <=> NH2X(15) + OHX(13) ROP [kmol/m^2 s],NH2X(15) + OX(11) <=> NHX(16) + OHX(13) ROP [kmol/m^2 s],NHX(16) + OX(11) <=> NX(12) + OHX(13) ROP [kmol/m^2 s],NH3X(14) + OHX(13) <=> H2OX(9) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + OHX(13) <=> H2OX(9) + NHX(16) ROP [kmol/m^2 s],NHX(16) + OHX(13) <=> H2OX(9) + NX(12) ROP [kmol/m^2 s],2 OHX(13) <=> H2OX(9) + OX(11) ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2OX(9) ROP [kmol/m^2 s],2 NX(12) <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NX(12) + OX(11) <=> NOX(10) + X(1) ROP [kmol/m^2 s],NOX(10) <=> NO(5) + X(1) ROP [kmol/m^2 s],NOX(10) + NX(12) <=> N2OX(17) + X(1) ROP [kmol/m^2 s],N2OX(17) <=> N2O(7) + X(1) ROP [kmol/m^2 s],NH3X(14) + X(1) <=> H_X(19) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + X(1) <=> H_X(19) + NHX(16) ROP [kmol/m^2 s],NHX(16) + X(1) <=> H_X(19) + NX(12) ROP [kmol/m^2 s],H_X(19) + OX(11) <=> OHX(13) + X(1) ROP [kmol/m^2 s],H_X(19) + OHX(13) <=> H2OX(9) + X(1) ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX(11) Coverage,NOX(10) Coverage,NX(12) Coverage,X Coverage
999,1311.111111111111,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1311.111111111111,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678191862252,0.0,0.0,0.01874778060330206,0.05148708799158045,2.427485212847998e-06,0.0009948471340951576,2.722921589518525e-08,1.037036856059357e-08,0.0,0.09059863747634797,6.909114286355746e-07,4.0188796388701e-05,0.9093366464495805,6.26008505545704e-06,1.6078176212007596e-05,1.9628555243409323e-14,7.203898503713233e-13,1.849258690451692e-10,1.5790602106298964e-15,0.0,1.497919319587708e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.516160382775213e-10,1.0239324926136772e-09,1.6575133573232489e-12,6.792925568078044e-10,-6.826216592709717e-10,7.080455794275653e-15,0.0,1.7836583455032587e-15,1.0097006306715403e-17,1.6440832817230348e-15,-1.7080495483033297e-15,-1.7211311685704133e-15,2.1542885078177915e-21,-9.202842121791104e-18,2.1322451151077108e-23,-2.105725574160113e-21,5.448727934666256e-19,0.0,-1.7060600133906193e-23,0.0,0.0,0.0,0.0,8.516160382775213e-10,6.826216592709717e-10,6.826201625346318e-10,6.826034049328796e-10,6.685989202286262e-10,6.362235350230153e-16,5.5943262289822355e-15,1.0239677235777214e-11,3.006888245022012e-10,-1.0239324926136772e-09,1.6575133573232489e-12,6.793012818917532e-10,6.792925568078044e-10,7.081000667069121e-15,7.080455794275653e-15,8.697156471347579e-16,1.266921468383901e-14,3.7830710114947935e-12,-7.092011604810984e-10,7.129977704229413e-10,99.99727707841046,0.48563157292842773,99.51229393827833,0.0020744887932469974,0.9093532577807067,4.018953053859695e-05,6.26019941172558e-06,0.09060029248934298
999,1313.0434782608695,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1313.0434782608695,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678192048548,0.0,0.0,0.01874787131824976,0.05148708876377403,2.518693833200084e-06,0.0009946646366402235,2.671510867455768e-08,1.0667539312443712e-08,0.0,0.09227665507400888,7.023524325565332e-07,3.9881370629831296e-05,0.9076590349666334,6.325315666354151e-06,1.5892712156405224e-05,1.908079084336474e-14,7.11630169972079e-13,1.83993132121618e-10,1.647726764569705e-15,0.0,1.5080237470753619e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.515541067021003e-10,1.0239330024055388e-09,1.7197915515299456e-12,6.791680489421754e-10,-6.826219992961772e-10,7.282652527775356e-15,0.0,7.039824891996221e-16,2.6861773773143288e-17,3.828135903797535e-16,-5.315308951957338e-16,-5.631709344313345e-16,1.1487470756830172e-22,-2.0215330869893204e-17,-3.308757317864121e-23,-1.5444043647733228e-22,1.259374526096208e-18,0.0,5.2732764050255514e-24,0.0,0.0,0.0,0.0,8.515541067021003e-10,6.826219992961772e-10,6.826205194507982e-10,6.82603490465509e-10,6.686648886348543e-10,6.165814671890341e-16,5.516888920099296e-15,1.0115538569910327e-11,2.96298986228156e-10,-1.0239330024055388e-09,1.7197915515299456e-12,6.791757156676682e-10,6.791680489421754e-10,7.283911902301455e-15,7.282652527775356e-15,8.834792429203306e-16,1.3012157112283381e-14,3.8415923069311294e-12,-7.136568830555777e-10,7.175123709988589e-10,99.99732848913254,0.5038780040278785,99.49398826737202,0.0021337286001082757,0.9076754668634613,3.988209262624438e-05,6.325430177343884e-06,0.09227832561373514
999,1317.391304347826,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1317.391304347826,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.928767819269102,0.0,0.0,0.0187480863537643,0.051487090431550524,2.7347683528089444e-06,0.0009942322109709994,2.5605632104219542e-08,1.1360627179545084e-08,0.0,0.09613528454348826,7.285752648123282e-07,3.9196001557053364e-05,0.9038013024584306,6.472926936151384e-06,1.5484524183871357e-05,1.7917317341031695e-14,6.924851041827551e-13,1.819106214955933e-10,1.8117172949579828e-15,0.0,1.5307875162710616e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.514072633034537e-10,1.0239341700912783e-09,1.8673296739127923e-12,6.788726058522414e-10,-6.826227768363199e-10,7.757143575961406e-15,0.0,3.755619051504174e-16,-4.479152928279863e-18,3.663975750264886e-16,-3.684146875669975e-16,-3.6884382994932747e-16,-5.563823595184802e-22,-2.3841902774635674e-19,-1.0902049821545331e-23,5.202933741215866e-22,1.6632839222577494e-20,0.0,2.3367852304623032e-23,0.0,0.0,0.0,0.0,8.514072633034537e-10,6.826227768363199e-10,6.826212858904308e-10,6.826036152050167e-10,6.688083122136802e-10,5.749138586939781e-16,5.34780360253131e-15,9.839792501752689e-12,2.866126848695107e-10,-1.0239341700912783e-09,1.8673296739127923e-12,6.788807294100253e-10,6.788726058522414e-10,7.75716020880063e-15,7.757143575961406e-15,9.162704495526513e-16,1.3814066130769774e-14,3.974672358796876e-12,-7.234863628280472e-10,7.274757655234011e-10,99.99743943678958,0.5471044125763035,99.45062284065665,0.0022727467670470985,0.9038173398562037,3.919669706597372e-05,6.4730417942554265e-06,0.09613699040493597
999,1321.7391304347825,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1321.7391304347825,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678193637532,0.0,0.0,0.01874831719817414,0.05148709200824033,2.9665565705306068e-06,0.0009937682269962986,2.4558003599338668e-08,1.2088262003456063e-08,0.0,0.100109939745562,7.554653029465549e-07,3.851918000497804e-05,0.8998275213034246,6.621621310007028e-06,1.5088885017986947e-05,1.684312596021665e-14,6.740940968721602e-13,1.798534596008911e-10,1.989540759244296e-15,0.0,1.5536188312930754e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.512496404885577e-10,1.0239350558844534e-09,2.0255972031595058e-12,6.785557807338548e-10,-6.826234931912942e-10,8.254058374687124e-15,0.0,-2.3617307988840388e-15,1.8272597068479955e-16,-2.1613737282815513e-15,2.169008149595045e-15,2.170647208014966e-15,1.1887619378152699e-21,7.843435415460616e-19,7.82294427045952e-25,-1.1561416179948438e-21,-6.114834187909835e-20,0.0,-2.9778502051908996e-23,0.0,0.0,0.0,0.0,8.512496404885577e-10,6.826234931912942e-10,6.82622004217787e-10,6.826036472076269e-10,6.689447044352678e-10,5.365152947621043e-16,5.18568922633955e-15,9.5691057715235e-12,2.7719038621456905e-10,-1.0239350558844534e-09,2.0255972031595058e-12,6.785618733573529e-10,6.785557807338548e-10,8.253997226345246e-15,8.254058374687124e-15,9.516738690400896e-16,1.465951009683069e-14,4.109682201314936e-12,-7.330447310344997e-10,7.371700244198102e-10,99.99754419964006,0.5934742219810564,99.40410744387806,0.0024183341408957927,0.8998431769097215,3.851985017909781e-05,6.621736515970196e-06,0.10011168150358335
999,1324.2424242424242,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1324.2424242424242,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678194318104,0.0,0.0,0.018748457610995337,0.05148709287712151,3.107471479808572e-06,0.0009934861041421468,2.3981264704938935e-08,1.2523185877755612e-08,0.0,0.10245144432654724,7.712507303049766e-07,3.813326724670468e-05,0.8974865097291879,6.707683216579128e-06,1.4866754622414637e-05,1.6262352796321186e-14,6.638348095798784e-13,1.7868195590353364e-10,2.098536728288843e-15,0.0,1.566809084637004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.511537680323129e-10,1.0239358278364002e-09,2.121815431802094e-12,6.783631660372192e-10,-6.826238852242483e-10,8.550886054719282e-15,0.0,-4.554458883180405e-15,1.479382540253885e-18,-4.5767663426192386e-15,4.566510532060436e-15,4.564139695166138e-15,-5.225713519803751e-22,-9.86262683411664e-19,-9.09693569972973e-24,4.3001274949253235e-22,8.19022980506675e-20,0.0,7.775497757998459e-23,0.0,0.0,0.0,0.0,8.511537680323129e-10,6.826238852242483e-10,6.826223971379135e-10,6.826036239567773e-10,6.690200014365785e-10,5.157867518354683e-16,5.0954388384931755e-15,9.415602252695912e-12,2.718848673291587e-10,-1.0239358278364002e-09,2.121815431802094e-12,6.783671402388336e-10,6.783631660372192e-10,8.550967957017334e-15,8.550886054719282e-15,9.732858455814217e-16,1.5166814904198004e-14,4.188282520815717e-12,-7.384253258868503e-10,7.426297485083379e-10,99.9976018735295,0.6216645610934652,99.37583013955462,0.0025052993519104104,0.897501951244696,3.8133923340619386e-05,6.70779862421288e-06,0.1024532070333392
999,1326.086956521739,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1326.086956521739,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678194882212,0.0,0.0,0.018748564703602318,0.0514870934999775,3.2149153640591243e-06,0.0009932709734873852,2.356811215811932e-08,1.285123564240367e-08,0.0,0.10420172331995553,7.830240547308881e-07,3.785063802676095e-05,0.8957365892764471,6.7712921272363576e-06,1.4705715983960636e-05,1.585109311915251e-14,6.564250271312998e-13,1.7782530864254152e-10,2.182066541656115e-15,0.0,1.5765549050680357e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.510806686658719e-10,1.023936407667722e-09,2.1951791920488733e-12,6.782165149324158e-10,-6.826241495203145e-10,8.773329077881344e-15,0.0,-7.361066062214421e-16,-1.5519493231586994e-16,-1.3684272924369165e-15,1.1633914086625572e-15,1.1134978489307e-15,-1.1113171529649927e-21,-1.8794874500548067e-17,-4.691390513229186e-24,1.0563225669272875e-21,1.6344558398086737e-18,0.0,5.190558343770249e-23,0.0,0.0,0.0,0.0,8.510806686658719e-10,6.826241495203145e-10,6.826226773911287e-10,6.8260358744499e-10,6.690739589006857e-10,5.011231225474834e-16,5.030356520903318e-15,9.303607873654016e-12,2.6803120383489175e-10,-1.023936407667722e-09,2.1951791920488733e-12,6.78223921468657e-10,6.782165149324158e-10,8.774963533721153e-15,8.773329077881344e-15,9.898009376315669e-16,1.555051368271911e-14,4.2466015397977056e-12,-7.423327674302344e-10,7.465959092846005e-10,99.9976431887842,0.6431587056701931,99.35427082400346,0.0025704703263346195,0.8957518757062939,3.785128397684246e-05,6.771407684514373e-06,0.10420350160204483
999,1330.4347826086955,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1330.4347826086955,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678196419616,0.0,0.0,0.01874882974157703,0.05148709491241566,3.4807206477213134e-06,0.0009927387009587012,2.2632168549915694e-08,1.3650270871597865e-08,0.0,0.10841161847569793,8.112521905838295e-07,3.719012317958311e-05,0.8915275235738774,6.921827608799208e-06,1.4334933948705896e-05,1.493468774664894e-14,6.394472111690218e-13,1.7582983582189962e-10,2.390184564922583e-15,0.0,1.5996370103824e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.508996779060273e-10,1.0239372008700317e-09,2.3766740302972373e-12,6.778528474465842e-10,-6.826248055067106e-10,9.320371712430047e-15,0.0,-1.800587913403896e-15,1.021209970015815e-17,-1.8445723575973197e-15,1.8213027491230826e-15,1.815344655061427e-15,-9.18377275086999e-22,-1.881370419432899e-18,-3.417752493644517e-24,8.77147491430059e-22,1.8215318157260945e-19,0.0,2.8641128709648583e-23,0.0,0.0,0.0,0.0,8.508996779060273e-10,6.826248055067106e-10,6.826233081247127e-10,6.826034365873538e-10,6.691959883029653e-10,4.684959213976164e-16,4.881622013262229e-15,9.043406044189414e-12,2.5913360218997455e-10,-1.0239372008700317e-09,2.3766740302972373e-12,6.778603234280922e-10,6.778528474465842e-10,9.32055386561162e-15,9.320371712430047e-15,1.0307674468494807e-15,1.6489178717395914e-14,4.385413040052699e-12,-7.513519197438443e-10,7.557548527300326e-10,99.99773678314503,0.6963338876889967,99.30093536733442,0.0027307449765886856,0.8915424533434769,3.7190745975801694e-05,6.921943523662938e-06,0.10841343396702371
999,1334.782608695652,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1334.782608695652,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678198244592,-4.9319442356212436e-27,7.885392935243408e-29,0.018749113200455768,0.05148709625077247,3.7648648371325683e-06,0.0009921696267869231,2.1746676923639466e-08,1.4486011388758847e-08,0.0,0.11274048265004633,8.401495135696191e-07,3.653739834988818e-05,0.8871994671503485,7.073110946553186e-06,1.3976455254820007e-05,1.4087930464346482e-14,6.231316179581615e-13,1.7387075580048984e-10,2.614800463016469e-15,0.0,1.6229110297333722e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.507061229345282e-10,1.0239385071168087e-09,2.570690804276541e-12,6.774642196874603e-10,-6.826254136067458e-10,9.891378307075821e-15,0.0,2.0847166365454818e-15,-3.8909955184425433e-16,1.7423005136824625e-15,-1.7253427535900396e-15,-1.7139984624052153e-15,-1.1135918996495135e-22,1.5952490330173924e-18,-9.304431361351823e-24,6.017254280183109e-23,-1.7161641781010642e-19,0.0,4.5598331266985645e-23,0.0,0.0,0.0,0.0,8.507061229345282e-10,6.826254136067458e-10,6.826238989055791e-10,6.826031950158778e-10,6.693107229907462e-10,4.384120642809253e-16,4.739309238085975e-15,8.788586598193153e-12,2.504954557647404e-10,-1.0239385071168087e-09,2.570690804276541e-12,6.774758531946645e-10,6.774642196874603e-10,9.891206690658012e-15,9.891378307075821e-15,1.0746938532421008e-15,1.7477686390157078e-14,4.526102422506314e-12,-7.601042431303171e-10,7.646488979330212e-10,99.99782533230764,0.7531776181585277,99.24392434185113,0.0028980399903538417,0.8872140526746121,3.653799902327663e-05,7.073227228218302e-06,0.11274233609913649
999,1337.3737373737374,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1337.3737373737374,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678199466988,0.0,0.0,0.0187492912617116,0.051487097015141335,3.9432970772286924e-06,0.000991812235990042,2.1241613690720774e-08,1.5001767136831886e-08,0.0,0.1153771923499281,8.576889799722777e-07,3.6152013332697246e-05,0.8845632286739717,7.163575451124257e-06,1.3768631779008584e-05,1.361414302735262e-14,6.13711637254329e-13,1.7272206172469849e-10,2.7568856183280453e-15,0.0,1.6368932051063928e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.505845445030188e-10,1.02393864242524e-09,2.6925262860463197e-12,6.772201841644485e-10,-6.826257586129816e-10,1.0243569375744772e-14,0.0,-4.3170052581585587e-16,-7.11393917679871e-18,-3.777177832710904e-16,4.0387553568476335e-16,4.111169560299479e-16,2.1883063105090347e-21,1.7387740459044157e-18,9.812902701864699e-24,-2.210929377144933e-21,-1.9902844627421452e-19,0.0,2.3471249881192157e-23,0.0,0.0,0.0,0.0,8.505845445030188e-10,6.826257586129816e-10,6.826242329347093e-10,6.826030079660316e-10,6.693756085871122e-10,4.216083358765377e-16,4.657480081901685e-15,8.639312344798158e-12,2.4546978236518687e-10,-1.02393864242524e-09,2.6925262860463197e-12,6.772300498170125e-10,6.772201841644485e-10,1.0243370347298497e-14,1.0243569375744772e-14,1.1023311622257627e-15,1.8091428084071393e-14,4.610835944497992e-12,-7.651944318091773e-10,7.69824461512898e-10,99.99787583863095,0.7888733728816265,99.20812540140493,0.0030012257134382904,0.8845776149023341,3.615260129645462e-05,7.163691957021167e-06,0.11537906880441225
999,1339.1304347826087,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1339.1304347826087,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678200352302,0.0,0.0,0.018749415982561288,0.05148709751985631,4.0682540237680465e-06,0.0009915619409079578,2.0908408928605147e-08,1.5359011669235132e-08,0.0,0.1171890413118836,8.697149309219515e-07,3.5892241391175875e-05,0.8827516949179409,7.225020380800925e-06,1.3630193501876025e-05,1.3305338042212872e-14,6.074505399687898e-13,1.7195179843482329e-10,2.856831900849411e-15,0.0,1.6464273955055294e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.50499401733719e-10,1.02393896681853e-09,2.777848199725939e-12,6.770494330573657e-10,-6.826259784809532e-10,1.048659550993918e-14,0.0,-1.922164902343426e-16,9.766309630779208e-18,-4.007975496287259e-16,3.073211953719647e-16,2.8113037483465853e-16,9.728677979389295e-22,-5.908936487348649e-18,-2.5013769562599598e-24,-9.785546646502316e-22,7.051039445925198e-19,0.0,6.203854594147708e-25,0.0,0.0,0.0,0.0,8.50499401733719e-10,6.826259784809532e-10,6.826244520164964e-10,6.826028628425647e-10,6.694181097267905e-10,4.106679968045939e-16,4.603247839783813e-15,8.539216118386119e-12,2.4211410330047693e-10,-1.02393896681853e-09,2.777848199725939e-12,6.770595195604301e-10,6.770494330573657e-10,1.0487300613883772e-14,1.048659550993918e-14,1.121705396545174e-15,1.8518299487606673e-14,4.668658545694122e-12,-7.685923446995622e-10,7.732806432501401e-10,99.99790915910714,0.8138710749415962,99.18305649771662,0.0030724273417798522,0.8827659485057469,3.589282093491073e-05,7.225137041536883e-06,0.11719093353627676
999,1343.4782608695652,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1343.4782608695652,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678202737856,0.0,0.0,0.018749739001919556,0.051487098724127316,4.391805746833103e-06,0.000990913810312946,2.011437794867479e-08,1.6269729993854835e-08,0.0,0.12175788196492016,8.999464274563627e-07,3.5254444839973855e-05,0.8781836197431222,7.377429314493538e-06,1.329605946519336e-05,1.2581879648052991e-14,5.923774684859187e-13,1.700767017654587e-10,3.117203957757329e-15,0.0,1.6702412259657531e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.502788579966376e-10,1.0239397741154677e-09,2.9987728092298507e-12,6.766070011386277e-10,-6.826265162184715e-10,1.1107782409172128e-14,0.0,3.620124677620907e-15,1.5728784960570543e-17,3.2042450939183057e-15,-3.3883818844904673e-15,-3.44273877194168e-15,-1.7033716763998222e-21,-1.0344350208992419e-17,-1.0150263801147895e-23,1.6449342741797918e-21,1.3664796073335422e-18,0.0,3.898088636656143e-23,0.0,0.0,0.0,0.0,8.502788579966376e-10,6.826265162184715e-10,6.826249695537373e-10,6.826024399247461e-10,6.695181103511519e-10,3.8507679516081035e-16,4.473273417975173e-15,8.295342728576384e-12,2.339864017173966e-10,-1.0239397741154677e-09,2.9987728092298507e-12,6.766213145326105e-10,6.766070011386277e-10,1.110914888877946e-14,1.1107782409172128e-14,1.1719322893831966e-15,1.961336466783245e-14,4.8130734814587355e-12,-7.768193282696896e-10,7.816531870480664e-10,99.99798856220514,0.8785980787010872,99.11814749793837,0.003254423360546195,0.8781975535924212,3.5255004210600314e-05,7.377546369726603e-06,0.12175981385699844
999,1347.8260869565215,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1347.8260869565215,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678205396476,0.0,0.0,0.01875008317949036,0.0514870998676995,4.7364442550696195e-06,0.0009902233885723415,1.9361822047131396e-08,1.721851310095917e-08,0.0,0.12644744839313846,9.308410411084256e-07,3.462381580614834e-05,0.8734947981977563,7.5302064906273405e-06,1.2973964084762375e-05,1.1912945488112469e-14,5.778872660620601e-13,1.6824924549432077e-10,3.3968424695213927e-15,0.0,1.6944128399581536e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.50043827214502e-10,1.023940549753702e-09,3.234095817739457e-12,6.761353430551056e-10,-6.826270401011279e-10,1.1756942600807824e-14,0.0,-4.0196504811594285e-16,1.0870915970832133e-17,-4.058541427058751e-16,3.9961489130408337e-16,3.976026647677455e-16,-8.871512069631222e-23,-3.152691240196993e-19,-1.2743716602265253e-23,6.234873867118446e-23,4.601959031731376e-20,0.0,7.134432783269862e-24,0.0,0.0,0.0,0.0,8.50043827214502e-10,6.826270401011279e-10,6.826254534393852e-10,6.826019258732296e-10,6.696107003469381e-10,3.614670044889662e-16,4.349228406899054e-15,8.056997471574388e-12,2.2610877966468683e-10,-1.023940549753702e-09,3.234095817739457e-12,6.761466941895832e-10,6.761353430551056e-10,1.1756988620398141e-14,1.1756942600807824e-14,1.2255100074427743e-15,2.076531477322727e-14,4.95934259783491e-12,-7.847887393703368e-10,7.897700727929452e-10,99.99806381779528,0.9475439991682086,99.04901138414826,0.0034446166835425517,0.8735084243935489,3.462435592486941e-05,7.5303239590635714e-06,0.1264494209265672
999,1350.5050505050506,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1350.5050505050506,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678207168466,0.0,0.0,0.018750306185089712,0.05148710054376969,4.959699653179454e-06,0.000989776114808844,1.8917657380421685e-08,1.7822174443908863e-08,0.0,0.12939722387512884,9.502056217987278e-07,3.423873704844045e-05,0.8705454715784815,7.624466517117101e-06,1.2781456586374264e-05,1.152607168152182e-14,5.692387463238599e-13,1.671486108677127e-10,3.579138025163303e-15,0.0,1.7095128830543066e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.498916027442902e-10,1.0239411144061933e-09,3.3865369288834155e-12,6.758303042623253e-10,-6.826273305306938e-10,1.2167133140883684e-14,0.0,-4.543174738174429e-15,-9.886119297882e-17,-5.309426786721776e-15,5.025933804451168e-15,4.9366532527040855e-15,-5.418033012222331e-22,-1.3165973200536204e-17,4.7424266583533655e-24,5.458729652125087e-22,2.0416381868253272e-18,0.0,-1.3234889800848446e-23,0.0,0.0,0.0,0.0,8.498916027442902e-10,6.826273305306938e-10,6.826257356074888e-10,6.826015634968656e-10,6.696640551526089e-10,3.478372786131745e-16,4.275683076416713e-15,7.912898007389045e-12,2.2137770713594175e-10,-1.0239411144061933e-09,3.3865369288834155e-12,6.758371640103177e-10,6.758303042623253e-10,1.216917477907051e-14,1.2167133140883684e-14,1.2602518996270532e-15,2.150451672014872e-14,5.0503905361184276e-12,-7.895726315765631e-10,7.946457868813144e-10,99.99810823426196,0.9922061080832896,99.00422909871536,0.0035647932013627274,0.8705589141771238,3.4239265748680916e-05,7.62458425093641e-06,0.12939922197287648
