,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),X(1),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),H_X(19),N2X2(45),N2X(46),NOX2(52),O2X2(70),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],NO2(8) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NO2(8) surface ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],H2OX(9) ROP [kmol/m^2 s],NOX(10) ROP [kmol/m^2 s],OX(11) ROP [kmol/m^2 s],NX(12) ROP [kmol/m^2 s],OHX(13) ROP [kmol/m^2 s],NH3X(14) ROP [kmol/m^2 s],NH2X(15) ROP [kmol/m^2 s],NHX(16) ROP [kmol/m^2 s],N2OX(17) ROP [kmol/m^2 s],NO2X(18) ROP [kmol/m^2 s],H_X(19) ROP [kmol/m^2 s],N2X2(45) ROP [kmol/m^2 s],N2X(46) ROP [kmol/m^2 s],NOX2(52) ROP [kmol/m^2 s],O2X2(70) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX(11) ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X(14) ROP [kmol/m^2 s],NH3X(14) + OX(11) <=> NH2X(15) + OHX(13) ROP [kmol/m^2 s],NH2X(15) + OX(11) <=> NHX(16) + OHX(13) ROP [kmol/m^2 s],NHX(16) + OX(11) <=> NX(12) + OHX(13) ROP [kmol/m^2 s],NH3X(14) + OHX(13) <=> H2OX(9) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + OHX(13) <=> H2OX(9) + NHX(16) ROP [kmol/m^2 s],NHX(16) + OHX(13) <=> H2OX(9) + NX(12) ROP [kmol/m^2 s],2 OHX(13) <=> H2OX(9) + OX(11) ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2OX(9) ROP [kmol/m^2 s],2 NX(12) <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NX(12) + OX(11) <=> NOX(10) + X(1) ROP [kmol/m^2 s],NOX(10) <=> NO(5) + X(1) ROP [kmol/m^2 s],NOX(10) + NX(12) <=> N2OX(17) + X(1) ROP [kmol/m^2 s],N2OX(17) <=> N2O(7) + X(1) ROP [kmol/m^2 s],NH3X(14) + X(1) <=> H_X(19) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + X(1) <=> H_X(19) + NHX(16) ROP [kmol/m^2 s],NHX(16) + X(1) <=> H_X(19) + NX(12) ROP [kmol/m^2 s],H_X(19) + OX(11) <=> OHX(13) + X(1) ROP [kmol/m^2 s],H_X(19) + OHX(13) <=> H2OX(9) + X(1) ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX(11) Coverage,NOX(10) Coverage,NX(12) Coverage,X Coverage
999,1517.391304347826,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1517.391304347826,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.928767842131344,0.0,0.0,0.018786344054689524,0.05148712031328852,4.0986468411364773e-05,0.0009176303727829876,6.52940021222585e-09,7.013008333466935e-08,0.0,0.3896325103203875,2.512836659602638e-06,1.4896731738013877e-05,0.6103254087777545,1.2199112153859951e-05,8.361466104529915e-06,4.2076024961675405e-15,2.9284057015472794e-13,1.6521345452709456e-10,3.194258348977756e-14,0.0,4.110589659439074e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.252848782578444e-10,1.0239537056797032e-09,2.7986007198694826e-11,6.265682512853114e-10,-6.826358022815382e-10,4.788519324087111e-14,0.0,2.052047493733569e-15,-1.8784368016260044e-18,1.7318338974866736e-15,-1.8159885241758088e-15,-1.96615353180001e-15,-1.2691018548094827e-21,-2.5262212641901805e-19,-9.38830305279492e-24,1.0893645549896596e-21,3.917659064276761e-19,0.0,1.4661776357502413e-22,0.0,0.0,0.0,0.0,8.252848782578444e-10,6.826358022815382e-10,6.826275366979411e-10,6.824847417450191e-10,6.676205667208542e-10,1.0559964583161207e-16,2.944715876512631e-15,2.456570280624294e-12,6.069693116563373e-11,-1.0239537056797032e-09,2.7986007198694826e-11,6.266178687042158e-10,6.265682512853114e-10,4.788558500677754e-14,4.788519324087111e-14,8.160236573421812e-15,1.4811607327404848e-13,1.2558665531601634e-11,-9.480822101981834e-10,9.60797152039486e-10,99.99934705997879,8.199393445399224,91.78657705990354,0.01402949469723515,0.610334554676435,1.4896954969747615e-05,1.2199294961002086e-05,0.38963834907363415
999,1521.2121212121212,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1521.2121212121212,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678425339148,0.0,0.0,0.01878765623786597,0.05148712049574248,4.22983167747925e-05,0.0009150049427055502,6.422642162657927e-09,7.105035431941219e-08,0.0,0.3966694782817906,2.551852215130457e-06,1.4565066439058487e-05,0.6032885445744596,1.2246083806423524e-05,8.383454012830431e-06,4.194510728058494e-15,2.901991908230418e-13,1.668178374723891e-10,3.276212426585263e-14,0.0,4.230520131333268e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.243887811642896e-10,1.02395380889575e-09,2.888175157125193e-11,6.247751666988617e-10,-6.826358756117943e-10,4.851424371126508e-14,0.0,7.810899719852201e-15,4.248852714252876e-18,8.061247254998027e-15,-7.992721360753269e-15,-7.883568906794817e-15,3.138323244026187e-21,1.8205441154719594e-19,-7.789654340259194e-25,-2.1371503595014584e-21,-2.8762930200352884e-19,0.0,-9.857924950100707e-22,0.0,0.0,0.0,0.0,8.243887811642896e-10,6.826358756117943e-10,6.826272717372303e-10,6.824788861364404e-10,6.674453539327848e-10,1.0604427781465837e-16,2.9685148120859077e-15,2.392401789896209e-12,5.902951748470636e-11,-1.02395380889575e-09,2.888175157125193e-11,6.248317419021987e-10,6.247751666988617e-10,4.8513956081963065e-14,4.851424371126508e-14,8.497648231757119e-15,1.5402077848813557e-13,1.2798119709196898e-11,-9.495681811740075e-10,9.625288193109105e-10,99.99935773578373,8.461834516407366,91.5239516814636,0.01421380212902327,0.6032976941833708,1.4565287336111617e-05,1.2246269533267719e-05,0.3966754942597599
999,1521.7391304347825,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1521.7391304347825,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678425879912,0.0,0.0,0.018787838255330168,0.05148712052038682,4.24802893548318e-05,0.0009146407647085043,6.408211115181621e-09,7.117401743133689e-08,0.0,0.3976406476765764,2.5572244747492526e-06,1.4519744621682706e-05,0.602317388801688,1.2252311916892504e-05,8.38668749733168e-06,4.1928887341734146e-15,2.898425719966434e-13,1.6704312161444096e-10,3.287417012544256e-14,0.0,4.2473858550092685e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.242754511713843e-10,1.023953792415877e-09,2.900600211218968e-11,6.245602827334429e-10,-6.826358510969854e-10,4.854425521820482e-14,0.0,1.9520525575359654e-14,3.550891734092014e-17,-2.582918014758762e-14,1.4022471164032092e-14,-7.769275472390293e-15,2.1275085354863868e-21,-3.418621379760929e-17,7.4357397837408405e-25,-1.778685501820495e-21,5.413616913826297e-17,0.0,-3.4183238813753864e-22,0.0,0.0,0.0,0.0,8.242754511713843e-10,6.826358510969854e-10,6.826272340184433e-10,6.82478062327213e-10,6.674206494292962e-10,1.061153651051683e-16,2.9719234427541558e-15,2.3836957247590097e-12,5.88036429086394e-11,-1.023953792415877e-09,2.900600211218968e-11,6.245830519446828e-10,6.245602827334429e-10,4.8598391387343076e-14,4.854425521820482e-14,8.545149390633725e-15,1.548510325426027e-13,1.2831540130921887e-11,-9.497684749393913e-10,9.627634112525882e-10,99.99935917888848,8.497818462207652,91.48795964445345,0.014221893338896943,0.6023265390243429,1.4519965201228724e-05,1.2252498050290212e-05,0.3976466885124057
999,1526.0869565217388,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1526.0869565217388,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678430204072,0.0,0.0,0.018789348869234543,0.05148712071898154,4.399054536693065e-05,0.0009116183908283057,6.291795577070744e-09,7.216338593286875e-08,0.0,0.4056562393257969,2.601451027344574e-06,1.4149776084315878e-05,0.5943019032377448,1.2301380004298088e-05,8.41511106391955e-06,4.1811354454047866e-15,2.8696960590531273e-13,1.6893704781778694e-10,3.3788549959571096e-14,0.0,4.389549016820128e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.232322558154392e-10,1.0239544507434362e-09,3.0037223833641417e-11,6.224604233896221e-10,-6.82635967220217e-10,4.927789559401193e-14,0.0,-3.449874672483611e-15,-5.035836048601116e-16,-5.420013192028303e-16,1.4091372314663944e-15,3.0878245696584312e-15,-8.666784868024346e-22,2.446990372810556e-18,-1.9852536649664397e-24,3.133334310956726e-22,-3.949214044439906e-18,0.0,5.748905257243542e-22,0.0,0.0,0.0,0.0,8.232322558154392e-10,6.82635967220217e-10,6.826269118492543e-10,6.824711135318757e-10,6.672117845911736e-10,1.0679032303310912e-16,3.001184847776701e-15,2.3131825294924933e-12,5.697726224954848e-11,-1.0239544507434362e-09,3.0037223833641417e-11,6.225091553346829e-10,6.224604233896221e-10,4.9273946379967493e-14,4.927789559401193e-14,8.946133649193485e-15,1.6185005650500447e-13,1.3110997652249126e-11,-9.51378600563791e-10,9.646603944056197e-10,99.99937082044228,8.800396421350644,91.185165992192,0.014437586457358698,0.5943110593605521,1.414999408309195e-05,1.2301569525727188e-05,0.40566248907583907
999,1530.4347826086953,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1530.4347826086953,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678434278356,0.0,0.0,0.01879087443802304,0.05148712090934075,4.551577910481202e-05,0.00090856616908635,6.1799468745994905e-09,7.309666266380741e-08,0.0,0.41367483375698816,2.6454911174273715e-06,1.3786841397040338e-05,0.5862834037839918,1.2346341746836115e-05,8.446458548368715e-06,4.172188336880947e-15,2.8421788516920084e-13,1.7089128547096808e-10,3.468347218311168e-14,0.0,4.5371549960198775e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.22268636819644e-10,1.023953683128298e-09,3.107865491863377e-11,6.206093029669039e-10,-6.82635831659916e-10,4.956724926418709e-14,0.0,7.082555568404858e-14,3.785868233800287e-16,-2.350576506813249e-13,1.5905542943304441e-13,4.6636333568112465e-15,2.9695783990653694e-22,-2.0948344191804563e-16,-4.5020784110167996e-23,1.2762169005471459e-22,3.439289500760109e-16,0.0,-5.035461978916556e-22,0.0,0.0,0.0,0.0,8.22268636819644e-10,6.82635831659916e-10,6.826265697772983e-10,6.824638869724877e-10,6.669937349900393e-10,1.0762023897388014e-16,3.0324362640937096e-15,2.2449601617179717e-12,5.5215258587936896e-11,-1.023953683128298e-09,3.107865491863377e-11,6.204241564944368e-10,6.206093029669039e-10,4.99111782142631e-14,4.956724926418709e-14,9.363745820518054e-15,1.6912173465105806e-13,1.3397345991518069e-11,-9.529148714364704e-10,9.664907029089637e-10,99.99938200531255,9.102420216973414,90.88306236156856,0.01451742145801757,0.5862925671122673,1.3787056878755817e-05,1.2346534714233278e-05,0.41368129929613967
999,1534.3434343434344,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1534.3434343434344,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678437722562,0.0,0.0,0.01879225747580332,0.051487121073658174,4.689853591364931e-05,0.0009057991724951422,6.0831308002924564e-09,7.38867428397884e-08,0.0,0.4208823966275999,2.6849031958358125e-06,1.346657493760882e-05,0.5790759169663635,1.2383280644118359e-05,8.476910829014743e-06,4.166410848042135e-15,2.8184381401242586e-13,1.7269627975513518e-10,3.5469677254307785e-14,0.0,4.674554868635013e-06,0.0,0.0,0.0,8.543667314562364e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.212469892093832e-10,1.0239538592027309e-09,3.202283128275002e-11,6.184892856111318e-10,-6.826361074749678e-10,5.045104450334874e-14,0.0,1.4164125243191878e-14,3.016749777635296e-16,1.4804636832135485e-14,-1.4723381919060974e-14,-1.4546906798607074e-14,2.008601322431889e-21,2.2315684906950626e-19,8.620242831922777e-24,-8.711245825949073e-22,-3.714992301721097e-19,0.0,-1.1392344986386576e-21,0.0,0.0,0.0,0.0,8.212469892093832e-10,6.826361074749678e-10,6.826262449169965e-10,6.824571461815793e-10,6.66789666746184e-10,1.0849528477369199e-16,3.062178160306836e-15,2.1855270040230747e-12,5.368417561378696e-11,-1.0239538592027309e-09,3.202283128275002e-11,6.185545409209682e-10,6.184892856111318e-10,5.045067300411856e-14,5.045104450334874e-14,9.753839529614664e-15,1.7589889206279846e-13,1.3660913502466402e-11,-9.542347213512556e-10,9.680812875864536e-10,99.99939168691996,9.382112372295937,90.60310638101632,0.014781246687737363,0.5790850876765721,1.3466788205079694e-05,1.2383476755672806e-05,0.42088906205846705
999,1534.7826086956518,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1534.7826086956518,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678438096428,0.0,0.0,0.01879241350710314,0.051487121091726006,4.7054536868503715e-05,0.0009054870096099618,6.072467273137714e-09,7.397258246047754e-08,0.0,0.4216920246975313,2.689320081659339e-06,1.3430945763465587e-05,0.5782662969048696,1.2387226551944436e-05,8.480458209456496e-06,4.165892037372976e-15,2.815828920483249e-13,1.7290181323522305e-10,3.5556857164827185e-14,0.0,4.690273769420548e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.21146554452843e-10,1.0239541549730835e-09,3.21293493015899e-11,6.182940662143857e-10,-6.826360993152403e-10,5.048391485195099e-14,0.0,4.5397463898980045e-15,1.6826230501458174e-17,-1.874052029640279e-14,1.3102128049138017e-14,1.0716682964713698e-15,4.272387863836388e-22,-1.5217641687588743e-17,1.260915270905265e-25,-2.955845908427282e-22,2.5368954062965028e-17,0.0,-1.141509245323178e-22,0.0,0.0,0.0,0.0,8.21146554452843e-10,6.826360993152403e-10,6.826262073741465e-10,6.824563740452348e-10,6.667662528115812e-10,1.0860111945870544e-16,3.0656154884510226e-15,2.178959182667984e-12,5.3515196511356733e-11,-1.0239541549730835e-09,3.21293493015899e-11,6.183258349778952e-10,6.182940662143857e-10,5.050928380601395e-14,5.048391485195099e-14,9.798557616006719e-15,1.7667487215866477e-13,1.3690902538928177e-11,-9.543794659198643e-10,9.682568418886813e-10,99.99939275327269,9.413073646281898,90.57213586406351,0.014790489654595146,0.5782754684840758,1.3431158784669733e-05,1.2387423019264205e-05,0.42169871293412026
999,1539.1304347826087,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1539.1304347826087,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678441652986,0.0,0.0,0.018793964596940944,0.0514871212663874,4.860533989207487e-05,0.0009023838722141244,5.969170422648871e-09,7.479009665206583e-08,0.0,0.4297034617218266,2.7329138495650623e-06,1.3082092347290994e-05,0.5702549331952659,1.2424074896279735e-05,8.516852930780338e-06,4.162120646291502e-15,2.790613746017273e-13,1.7496481351780701e-10,3.640664468779908e-14,0.0,4.8489735991271245e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.200807833784766e-10,1.0239542512502362e-09,3.3188255720906384e-11,6.161556347451993e-10,-6.826361866205897e-10,5.107012105129075e-14,0.0,-2.132968245993773e-15,2.634756015067457e-17,3.8311957234443064e-16,2.0380006759102769e-16,1.5207737723047052e-15,1.388422658170257e-21,1.555388436137698e-18,3.4052032943642606e-24,-1.0168230770907463e-21,-2.6281221770164312e-18,0.0,-3.672681919735443e-22,0.0,0.0,0.0,0.0,8.200807833784766e-10,6.826361866205897e-10,6.826258241788141e-10,6.824485659058295e-10,6.665290720540495e-10,1.0972948950865416e-16,3.1006647401270343e-15,2.115112616309859e-12,5.187473359184665e-11,-1.0239542512502362e-09,3.3188255720906384e-11,6.162070853577006e-10,6.161556347451993e-10,5.106749292911374e-14,5.107012105129075e-14,1.0251156897737014e-14,1.8451849462829998e-13,1.3992000395855435e-11,-9.557744509476616e-10,9.699612209954104e-10,99.99940308295774,9.723583002112415,90.26145433865216,0.01496265923542764,0.5702641138291406,1.3082302958183007e-05,1.2424274913633755e-05,0.4297103795929876
999,1543.478260869565,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1543.478260869565,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678444943928,0.0,0.0,0.018795526239044315,0.05148712143356928,5.01667203111435e-05,0.0008992596943927963,5.869878266686513e-09,7.55484114482804e-08,0.0,0.4377048572598486,2.776248976195276e-06,1.2740274942364438e-05,0.5622536003959786,1.24569314044642e-05,8.555393712251103e-06,4.160748798446814e-15,2.766495574484365e-13,1.7707645808312233e-10,3.723095077931055e-14,0.0,5.013317742936257e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.19015058111652e-10,1.0239543492621128e-09,3.425438316620393e-11,6.140240826988863e-10,-6.826362530440348e-10,5.1585587991560624e-14,0.0,6.118381113001496e-15,3.003233855289284e-17,6.450511292677307e-15,-6.381558832500795e-15,-6.217237354325517e-15,-8.83015303900357e-22,1.810797143760846e-19,-3.1176792716293066e-24,9.475806281192422e-22,-3.0960248119579607e-19,0.0,-9.574615590301295e-23,0.0,0.0,0.0,0.0,8.19015058111652e-10,6.826362530440348e-10,6.826254197133895e-10,6.824404534841749e-10,6.662819151494586e-10,1.1100214013585735e-16,3.137528213836057e-15,2.0533546903700827e-12,5.029161662750817e-11,-1.0239543492621128e-09,3.425438316620393e-11,6.140821184885682e-10,6.140240826988863e-10,5.158527838907943e-14,5.1585587991560624e-14,1.0722147425428604e-14,1.9266185056947045e-13,1.4300983022181984e-11,-9.571017924259462e-10,9.716061594462189e-10,99.99941301217333,10.035914353245772,89.94897200303649,0.015113643717744941,0.5622627906587863,1.2740483187318104e-05,1.2457135018052985e-05,0.4377120117230083
999,1547.4747474747476,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1547.4747474747476,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678447732071,0.0,0.0,0.018796969738579892,0.051487121580847985,5.1610001903029074e-05,0.0008963719307173565,5.781996702168867e-09,7.619274812641625e-08,0.0,0.4450471984241068,2.815834578766566e-06,1.2432274753670782e-05,0.5549113077108943,1.248365573181015e-05,8.592508856538942e-06,4.161506925080013e-15,2.7452637443559763e-13,1.7905717422642108e-10,3.796465497069021e-14,0.0,5.169411704350035e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.180285426633276e-10,1.0239544559476066e-09,3.523987169422109e-11,6.120498077810416e-10,-6.826363148778207e-10,5.2028703466520664e-14,0.0,-1.3184407013766059e-14,1.3356564139847084e-17,-9.678280452667153e-15,1.046128376493892e-14,1.2389503570987237e-14,-5.101636427920798e-22,2.0083635834477043e-18,1.70027924067716e-24,-4.2867342775853545e-22,-3.4648255345007725e-18,0.0,9.653197748493831e-22,0.0,0.0,0.0,0.0,8.180285426633276e-10,6.826363148778207e-10,6.826250287405203e-10,6.824327202346815e-10,6.660456805351402e-10,1.1229674979926647e-16,3.172967731108145e-15,1.998374597018883e-12,4.888514938462886e-11,-1.0239544559476066e-09,3.523987169422109e-11,6.1209215473923e-10,6.120498077810416e-10,5.2025238640986164e-14,5.2028703466520664e-14,1.117183218718743e-14,2.004196670428172e-13,1.4592257737724912e-11,-9.582638108220527e-10,9.730676600580422e-10,99.99942180032978,10.324681132448575,89.6600753451661,0.015243522385316705,0.5549205071467219,1.2432480858524295e-05,1.2483862688468275e-05,0.44505457650973107
999,1547.8260869565215,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1547.8260869565215,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678447966272,0.0,0.0,0.01879709696933255,0.05148712159350896,5.1737214541529056e-05,0.0008961174045992693,5.774421592471579e-09,7.62469688298879e-08,0.0,0.4456919954022828,2.8193026858054637e-06,1.2405481146217316e-05,0.554266514577884,1.248584734073726e-05,8.59584289515132e-06,4.161663184883285e-15,2.743439218739365e-13,1.7923302362895402e-10,3.8028012770484183e-14,0.0,5.183366215538681e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.179413063877243e-10,1.0239544958462463e-09,3.532673392726727e-11,6.118750042796627e-10,-6.826363207874468e-10,5.206700142202696e-14,0.0,4.463035756585895e-16,-1.878349906302656e-17,5.216082828425934e-15,-4.146910345457009e-15,-1.49469793754045e-15,-6.377562522783842e-22,2.745619784493747e-18,-1.7757826956376735e-24,3.5499619210449585e-22,-4.740229251156541e-18,0.0,2.717288312236696e-22,0.0,0.0,0.0,0.0,8.179413063877243e-10,6.826363207874468e-10,6.826249934762228e-10,6.824320274732499e-10,6.660244899609096e-10,1.1241620721901436e-16,3.1761531527251787e-15,1.9936213586219e-12,4.876367896378702e-11,-1.0239544958462463e-09,3.532673392726727e-11,6.119322826236838e-10,6.118750042796627e-10,5.2062261192775805e-14,5.206700142202696e-14,1.1212149396889629e-14,2.0111441542606025e-13,1.4618206721942154e-11,-9.583633548844854e-10,9.731938881709783e-10,99.99942255784075,10.350145483726068,89.63459975083967,0.015254765434270597,0.5542757148293952,1.2405687064387836e-05,1.2486054592903581e-05,0.4456993934289476
999,1552.1739130434785,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1552.1739130434785,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.9287678450718136,0.0,0.0,0.01879867533550017,0.05148712174643746,5.331537064509565e-05,0.0008929599075197101,5.682639398282757e-09,7.688544424880099e-08,0.0,0.4536607395238144,2.862052907565316e-06,1.2077691951314055e-05,0.5462978125201072,1.2510879828040935e-05,8.637973859530451e-06,4.1647600987808354e-15,2.721410936247838e-13,1.814308898921589e-10,3.879620582664054e-14,0.0,5.359175786080129e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.168591480312015e-10,1.0239545591636532e-09,3.640431678439031e-11,6.097068120783285e-10,-6.826363919081944e-10,5.2517707942567394e-14,0.0,-1.9869023099082243e-14,1.1903989489270275e-17,4.879108722474507e-16,3.926786193352433e-15,1.545071367506229e-14,-5.30429567799629e-22,1.1196443361912691e-17,-4.679825812358646e-24,3.059986655078001e-22,-1.9488045915131705e-17,0.0,2.010048888503857e-22,0.0,0.0,0.0,0.0,8.168591480312015e-10,6.826363919081944e-10,6.826245449428977e-10,6.824232783270075e-10,6.657564900954098e-10,1.139691371603645e-16,3.2164896671296574e-15,1.9358502038891356e-12,4.7288837475881523e-11,-1.0239545591636532e-09,3.640431678439031e-11,6.097597982090973e-10,6.097068120783285e-10,5.2498219896652256e-14,5.2517707942567394e-14,1.1721799716066784e-14,2.0988589508105612e-13,1.494404041215076e-11,-9.595609048223213e-10,9.747265529290682e-10,99.99943173606017,10.666048791182053,89.31856412056042,0.015387088257529416,0.5463070229201519,1.2077895577197115e-05,1.2511090757328013e-05,0.4536683880935136
999,1560.6060606060605,101325.0,1.67e-07,0.001,0.02,0.05,0.929,0.05,1560.6060606060605,1.0000000000000001e-11,9.999999999999999e-23,IdealGasReactor,off,0.928767845528196,0.0,0.0,0.018801752807014738,0.05148712202387934,5.639250965883788e-05,0.0008868036644464662,5.514544808747017e-09,7.795226005446037e-08,0.0,0.469047768147765,2.9440182191703987e-06,1.146184388587242e-05,0.5309108367680159,1.2548597542746919e-05,8.723679020893448e-06,4.1766402610511926e-15,2.6815003551292784e-13,1.8579812457150118e-10,4.019833346174492e-14,0.0,5.716759439644747e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.147651203482863e-10,1.0239549590174146e-09,3.850541967828536e-11,6.055233166771002e-10,-6.826364928516538e-10,5.322201232434609e-14,0.0,4.230380886091312e-16,-2.1578467782511014e-16,-4.950458200103207e-15,3.904591338163921e-15,8.366104916757194e-16,1.4959561378021506e-21,-2.6368481485294084e-18,1.255563638524246e-24,-1.6646492839746834e-21,4.639777053914593e-18,0.0,1.981097567064501e-22,0.0,0.0,0.0,0.0,8.147651203482863e-10,6.826364928516538e-10,6.826236094407376e-10,6.824053523938402e-10,6.652053783051262e-10,1.1736846240165195e-16,3.2994228829225626e-15,1.8291758300344653e-12,4.457245320720344e-11,-1.0239549590174146e-09,3.850541967828536e-11,6.055715928710015e-10,6.055233166771002e-10,5.322665210140001e-14,5.322201232434609e-14,1.2768679301802828e-14,2.278436717775984e-13,1.5601941355004754e-11,-9.617071436982677e-10,9.775496974041537e-10,99.99944854551913,11.281315431574317,88.70309158660778,0.015592981817899261,0.5309200666237244,1.1462043149398222e-05,1.2548815699425296e-05,0.4690559225174267
