,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),X(1),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),H_X(19),N2X2(45),N2X(46),NOX2(52),O2X2(70),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],NO2(8) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NO2(8) surface ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],H2OX(9) ROP [kmol/m^2 s],NOX(10) ROP [kmol/m^2 s],OX(11) ROP [kmol/m^2 s],NX(12) ROP [kmol/m^2 s],OHX(13) ROP [kmol/m^2 s],NH3X(14) ROP [kmol/m^2 s],NH2X(15) ROP [kmol/m^2 s],NHX(16) ROP [kmol/m^2 s],N2OX(17) ROP [kmol/m^2 s],NO2X(18) ROP [kmol/m^2 s],H_X(19) ROP [kmol/m^2 s],N2X2(45) ROP [kmol/m^2 s],N2X(46) ROP [kmol/m^2 s],NOX2(52) ROP [kmol/m^2 s],O2X2(70) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX(11) ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X(14) ROP [kmol/m^2 s],NH3X(14) + OX(11) <=> NH2X(15) + OHX(13) ROP [kmol/m^2 s],NH2X(15) + OX(11) <=> NHX(16) + OHX(13) ROP [kmol/m^2 s],NHX(16) + OX(11) <=> NX(12) + OHX(13) ROP [kmol/m^2 s],NH3X(14) + OHX(13) <=> H2OX(9) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + OHX(13) <=> H2OX(9) + NHX(16) ROP [kmol/m^2 s],NHX(16) + OHX(13) <=> H2OX(9) + NX(12) ROP [kmol/m^2 s],2 OHX(13) <=> H2OX(9) + OX(11) ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2OX(9) ROP [kmol/m^2 s],2 NX(12) <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NX(12) + OX(11) <=> NOX(10) + X(1) ROP [kmol/m^2 s],NOX(10) <=> NO(5) + X(1) ROP [kmol/m^2 s],NOX(10) + NX(12) <=> N2OX(17) + X(1) ROP [kmol/m^2 s],N2OX(17) <=> N2O(7) + X(1) ROP [kmol/m^2 s],NH3X(14) + X(1) <=> H_X(19) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + X(1) <=> H_X(19) + NHX(16) ROP [kmol/m^2 s],NHX(16) + X(1) <=> H_X(19) + NX(12) ROP [kmol/m^2 s],H_X(19) + OX(11) <=> OHX(13) + X(1) ROP [kmol/m^2 s],H_X(19) + OHX(13) <=> H2OX(9) + X(1) ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX(11) Coverage,NOX(10) Coverage,NX(12) Coverage,X Coverage,Residence Time (s)
999,500,101325.0,207.83838185797555,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999992,0.0,0.0,0.019999999999997128,0.050000000000005686,1.907500248086445e-15,4.0735741354169356e-20,0.000999999999996184,5.17523232585123e-22,0.0,0.000605251985328001,7.170041144099711e-08,0.7597712008443303,0.19412157839300245,0.045490124563485085,6.104906715151893e-08,7.504061097089051e-07,8.68463079940682e-08,1.0869452143409758e-05,6.5470122461243695e-21,0.0,4.75981444739111e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782031312e-12,4.861740709723258e-12,1.6205624925496868e-12,3.4608024093834955e-17,-3.2411604723018065e-12,4.396742493700109e-19,0.0,-4.688852014472968e-18,-1.0153424470514854e-21,-4.690037513610849e-18,4.786127405716998e-18,4.646897131045928e-18,-9.608989017697867e-20,5.277938983902914e-20,-5.2949527116445485e-20,4.314036033511845e-20,0.0,0.0,-3.721724200579118e-31,0.0,0.0,0.0,0.0,2.4308878782031312e-12,3.2411604723018065e-12,3.2385212133528847e-12,3.2411138018904864e-12,-1.6178942950986765e-12,2.6392012337158675e-15,4.666914618393167e-17,4.8590547203294195e-12,1.0752603136275334e-19,-4.861740709723258e-12,1.6205624925496868e-12,3.0357660829594124e-17,3.4608024093834955e-17,4.396742493700109e-19,4.396742493700109e-19,4.935815653578756e-21,1.4352737376328478e-21,4.100839677896313e-21,-6.366690713313395e-25,1.047256573855142e-20,3.8159579662799814e-10,99.99890510288232,0.0010677664493248657,2.713066835809462e-05,0.1941238776377234,0.7597801998434994,0.04549066336463035,0.0006052591541468599,-8.31772575250836
999,500,101325.0,2094.4511431514693,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999996,0.0,0.0,0.01999999999999976,0.050000000000000745,1.8928670943421371e-16,4.042324212356414e-21,0.0009999999999996275,5.135531167024857e-23,0.0,0.0006052519853281453,7.170041144020655e-08,0.7597712008423798,0.19412157839566732,0.0454901245627705,6.104906715264816e-08,7.504061097066807e-07,8.684630799340915e-08,1.0869452143281019e-05,6.5470121727970544e-21,0.0,4.7598144474106555e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.430887878204605e-12,4.861582834640351e-12,1.6205624924987643e-12,3.4608024096703765e-17,-3.241162404754536e-12,4.396742493616922e-19,0.0,1.3091511004010705e-15,1.5787409990855156e-16,1.468957555325826e-15,-1.2950367690645991e-15,-1.6212496516350704e-15,-1.7392081565898617e-16,2.3560855310345548e-17,-2.1628592597073393e-17,1.5229221800855708e-16,2.806079928972202e-31,0.0,5.7356296468146635e-28,0.0,0.0,0.0,0.0,2.430887878204605e-12,3.241162404754536e-12,3.2384996377296527e-12,3.2411138019103646e-12,-1.6180465441887476e-12,2.6392012337568477e-15,4.6669146184440465e-17,4.8590547203617215e-12,1.075260313667306e-19,-4.861582834640351e-12,1.6205624924987643e-12,1.5040052536718918e-15,3.4608024096703765e-17,4.396742493619728e-19,4.396742493616922e-19,4.9358162299402545e-21,1.4352737376222894e-21,4.100839675628338e-21,-6.3666916016485815e-25,1.047256573878808e-20,3.725318664660193e-11,99.99890510288219,0.0010677664494469284,2.7130668358433793e-05,0.1941238776403883,0.759780199841549,0.04549066336391575,0.0006052591541470042,-9.321070234113712
999,500,101325.0,20.624397525140886,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999909,0.0,0.0,0.01999999999997097,0.05000000000005719,1.922246526018196e-14,4.1050656385141154e-19,0.0009999999999615449,5.215240401621598e-21,0.0,0.0006052519853155614,7.17004114395971e-08,0.7597712008450564,0.19412157839323446,0.04549012456253956,6.104906715089062e-08,7.504061096674312e-07,8.68463079902657e-08,1.0869452143058996e-05,6.5470129836882525e-21,0.0,4.759814447238604e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878780999695e-12,4.861740660595347e-12,1.6205624924822784e-12,3.460802406406132e-17,-3.2411604946952404e-12,4.39674249361282e-19,0.0,2.6464720686239543e-17,4.7905456682821814e-20,2.653498508375405e-17,-2.7306325107519343e-17,-2.6171621741655457e-17,7.713408430804406e-19,-3.8561292683133012e-19,4.0797434239110574e-19,-3.6336663760646594e-19,-6.7407548053553255e-34,0.0,3.3316752385920936e-30,0.0,0.0,0.0,0.0,2.4308878780999695e-12,3.2411604946952404e-12,3.2385216741388084e-12,3.241113801752369e-12,-1.6178938885228616e-12,2.639201233542773e-15,4.6669146181406796e-17,4.859054720122484e-12,1.0752603136053731e-19,-4.861740660595347e-12,1.6205624924822784e-12,6.158268339717665e-17,3.460802406406132e-17,4.396742493612813e-19,4.39674249361282e-19,4.9358156556495155e-21,1.4352737375404705e-21,4.100839679178212e-21,-6.3666907130726525e-25,1.0472565738107828e-20,3.845513317501936e-09,99.99890510288319,0.001067766448450679,2.7130668358684745e-05,0.19412387763795536,0.7597801998442254,0.0454906633636848,0.00060525915413442,-7.314381270903009
999,500,101325.0,21106.42679101546,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9290000000000002,0.0,0.0,0.019999999999999976,0.05000000000000007,1.8783461970291978e-17,4.011314018929065e-22,0.0009999999999999627,5.096134570747035e-24,0.0,0.000605251985329359,7.170041144114946e-08,0.7597712008442511,0.1941215783929763,0.04549012456358895,6.10490671515868e-08,7.504061097134262e-07,8.684630799448304e-08,1.0869452143448106e-05,6.547012165670886e-21,0.0,4.759814447407734e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782143196e-12,4.861740613161503e-12,1.6205624925570431e-12,3.460802409708215e-17,-3.2411604717194717e-12,4.396742493709567e-19,0.0,3.511380085104365e-17,9.556884677537052e-20,3.520860243060758e-17,-3.516671523078993e-17,-3.5495680604534747e-17,-4.1887256067098686e-20,-2.459585615081869e-19,2.4519113111319034e-19,2.8707839321239644e-19,3.851859888774472e-34,0.0,-3.664414243038677e-30,0.0,0.0,0.0,0.0,2.4308878782143196e-12,3.2411604717194717e-12,3.2385215115084826e-12,3.2411138019054435e-12,-1.6178945390441653e-12,2.6392012337346306e-15,4.6669146184205206e-17,4.859054720351834e-12,1.0752603136298949e-19,-4.861740613161503e-12,1.6205624925570431e-12,7.025630077706069e-17,3.460802409708215e-17,4.396742493709571e-19,4.396742493709567e-19,4.93581565298711e-21,1.4352737376428847e-21,4.1008396752339066e-21,-6.366690710424499e-25,1.0472565738599357e-20,3.729655473350135e-12,99.99890510288222,0.0010677664494202037,2.7130668358029802e-05,0.19412387763769726,0.7597801998434203,0.045490663364734216,0.000605259154148218,-10.324414715719062
999,500,101325.0,212695.93866686922,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.02,0.05000000000000002,1.8639366949960647e-18,3.9805417163595166e-23,0.0009999999999999961,5.0570402006172665e-25,0.0,0.0006052519853293307,7.170041144115316e-08,0.7597712008442533,0.1941215783929759,0.045490124563587066,6.104906715158777e-08,7.504061097134306e-07,8.684630799448227e-08,1.0869452143447817e-05,6.5470121649498205e-21,0.0,4.7598144474075925e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782141176e-12,4.861742002295537e-12,1.6205624925569216e-12,3.460802409711151e-17,-3.241160466478455e-12,4.396742493709436e-19,0.0,3.6508176061652756e-17,-1.2935652020697555e-18,3.5208602430578227e-17,-3.4136723560728064e-17,-3.60377814633836e-17,-1.0718793158893687e-18,2.3669139967322625e-19,-2.426998356007575e-19,8.291794851106896e-19,-1.925929944387236e-34,0.0,-6.03084047689373e-30,0.0,0.0,0.0,0.0,2.4308878782141176e-12,3.241160466478455e-12,3.238521023617505e-12,3.241113801905433e-12,-1.6178950811452514e-12,2.639201233734708e-15,4.666914618420589e-17,4.859054720351818e-12,1.0752603136299373e-19,-4.861742002295537e-12,1.6205624925569216e-12,7.025630077706069e-17,3.460802409711151e-17,4.396742493709435e-19,4.396742493709436e-19,4.935815651606603e-21,1.4352737376428164e-21,4.1008396742478305e-21,-6.366690711989318e-25,1.047256573859929e-20,3.903127820947816e-13,99.99890510288222,0.0010677664494211897,2.713066835803103e-05,0.19412387763769687,0.7597801998434226,0.045490663364732335,0.0006052591541481898,-11.327759197324415
999,500,101325.0,2143402.23351485,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.02,0.05,1.8496377336869344e-19,3.9500054797246385e-24,0.0009999999999999994,5.0182457381435823e-26,0.0,0.0006052519853293552,7.170041144115492e-08,0.7597712008442573,0.19412157839296826,0.04549012456359068,6.104906715158576e-08,7.504061097135126e-07,8.684630799449089e-08,1.08694521434488e-05,6.5470121648787274e-21,0.0,4.759814447407806e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.430887878214234e-12,4.861741785455101e-12,1.6205624925571265e-12,3.4608024097114016e-17,-3.2411604473672737e-12,4.39674249370966e-19,0.0,1.3759041798044179e-17,-1.0767246447880434e-18,1.2657197242877205e-17,-1.2859255783124475e-17,-1.2727435042115884e-17,2.0205820446937783e-19,-2.974158132496217e-19,2.722961062592903e-19,7.023793124735605e-20,6.7407548053553255e-34,0.0,1.7596981160623122e-30,0.0,0.0,0.0,0.0,2.430887878214234e-12,3.2411604473672737e-12,3.2385215386135373e-12,3.241113801905523e-12,-1.6178943222037306e-12,2.639201233734824e-15,4.666914618420747e-17,4.859054720351941e-12,1.0752603136298317e-19,-4.861741785455101e-12,1.6205624925571265e-12,4.7704895589362195e-17,3.4608024097114016e-17,4.396742493709665e-19,4.39674249370966e-19,4.9358156554522995e-21,1.4352737376429702e-21,4.100839678192136e-21,-6.366690713674506e-25,1.0472565738599075e-20,6.505213034913027e-14,99.99890510288222,0.0010677664494211322,2.7130668358028975e-05,0.19412387763768926,0.7597801998434266,0.04549066336473596,0.0006052591541482143,-12.331103678929765
999,500,101325.0,242.44620170823208,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999992,0.0,0.0,0.019999999999997527,0.05000000000000486,1.6352154092863219e-15,3.4920945377972275e-20,0.0009999999999967288,4.436497271418466e-22,0.0,0.0006052519853284463,7.170041144105388e-08,0.7597712008441196,0.1941215783932436,0.04549012456345411,6.104906715164043e-08,7.504061097101545e-07,8.684630799414548e-08,1.0869452143410874e-05,6.5470122345172644e-21,0.0,4.759814447398499e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.430887878206681e-12,4.861741731244993e-12,1.620562492547429e-12,3.460802409429353e-17,-3.241160360599337e-12,4.396742493695627e-19,0.0,4.3012522956796516e-16,-1.0225270521171103e-18,4.2899083148013276e-16,-4.390049265544908e-16,-4.2304374033039017e-16,1.001409215161548e-17,-4.178891345056362e-18,4.0670119298048805e-18,-5.947079848758859e-18,1.3096323621833204e-32,0.0,-5.316854160769249e-29,0.0,0.0,0.0,0.0,2.430887878206681e-12,3.241160360599337e-12,3.2385253333211406e-12,3.2411138018972937e-12,-1.6178883048816731e-12,2.6392012337254305e-15,4.66691461840646e-17,4.8590547203394345e-12,1.0752603136317788e-19,-4.861741731244993e-12,1.620562492547429e-12,4.640385298237959e-16,3.460802409429353e-17,4.396742493695757e-19,4.396742493695627e-19,4.935815621925712e-21,1.4352737376351358e-21,4.100839656794284e-21,-6.366690645183623e-25,1.047256573858819e-20,3.271254794823264e-10,99.99890510288229,0.0010677664493405018,2.713066835810476e-05,0.19412387763796454,0.7597801998432888,0.04549066336459937,0.0006052591541473053,-8.384615384615383
999,500,101325.0,2443.204762186492,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.01999999999999976,0.05000000000000049,1.622671055220351e-16,3.465305363924089e-21,0.0009999999999996754,4.402463227779519e-23,0.0,0.0006052519853292323,7.17004114411418e-08,0.7597712008442915,0.19412157839293356,0.045490124563591514,6.10490671515612e-08,7.504061097130264e-07,8.68463079944538e-08,1.0869452143446602e-05,6.5470121717846984e-21,0.0,4.7598144474057925e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782133123e-12,4.861741949779495e-12,1.6205624925572505e-12,3.460802409683725e-17,-3.2411604821485645e-12,4.396742493710122e-19,0.0,3.480246134123791e-18,-1.2410517814380083e-18,2.2488563872930844e-18,-3.2640665651095924e-18,-1.831206197876705e-18,1.015210743409235e-18,-5.878951719321949e-19,5.97558590521473e-19,-4.1765213921855094e-19,-2.8888949165808538e-34,0.0,4.8485888203056275e-31,0.0,0.0,0.0,0.0,2.4308878782133123e-12,3.2411604821485645e-12,3.2385218638741886e-12,3.241113801903688e-12,-1.617893834312753e-12,2.6392012337321587e-15,4.666914618417065e-17,4.859054720349199e-12,1.0752603136290101e-19,-4.861741949779495e-12,1.6205624925572505e-12,3.7296554733501346e-17,3.460802409683725e-17,4.396742493710118e-19,4.396742493710122e-19,4.935815654564832e-21,1.435273737642123e-21,4.1008396777977046e-21,-6.36669071054487e-25,1.0472565738590855e-20,3.2461013044216e-11,99.99890510288223,0.0010677664494125115,2.7130668358029754e-05,0.19412387763765449,0.7597801998434606,0.04549066336473677,0.0006052591541480912,-9.387959866220736
999,500,101325.0,24620.924014946206,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9290000000000002,0.0,0.0,0.01999999999999998,0.05000000000000005,1.6102229336198722e-17,3.438721699677713e-22,0.000999999999999968,4.368690272117303e-24,0.0,0.0006052519853293485,7.170041144114866e-08,0.7597712008443207,0.19412157839288124,0.04549012456361445,6.104906715154753e-08,7.504061097135094e-07,8.684630799450629e-08,1.0869452143452658e-05,6.5470121655610445e-21,0.0,4.75981444740693e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782142497e-12,4.861740708029193e-12,1.6205624925588691e-12,3.4608024097090036e-17,-3.241160435932329e-12,4.396742493712528e-19,0.0,1.963194819114937e-17,7.000903952343253e-22,1.9596091146808145e-17,-2.101787631803367e-17,-1.7931610126976502e-17,1.4217860402957212e-18,2.0614527548399503e-19,-2.4269914532319606e-19,-1.6644851537607171e-18,-6.548161810916602e-33,0.0,-1.3877890067389847e-30,0.0,0.0,0.0,0.0,2.4308878782142497e-12,3.241160435932329e-12,3.238521023617505e-12,3.2411138019047416e-12,-1.6178925874802549e-12,2.6392012337332394e-15,4.6669146184187925e-17,4.859054720350769e-12,1.0752603136285175e-19,-4.861740708029193e-12,1.6205624925588691e-12,5.464378949326942e-17,3.4608024097090036e-17,4.396742493712463e-19,4.396742493712528e-19,4.935815648944198e-21,1.4352737376432518e-21,4.100839681544794e-21,-6.366690708739311e-25,1.0472565738590908e-20,3.209238430557093e-12,99.99890510288222,0.001067766449419244,2.71306683580175e-05,0.1941238776376022,0.7597801998434899,0.04549066336475971,0.0006052591541482075,-10.391304347826086
999,500,101325.0,248112.60551377552,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.02,0.05000000000000002,1.5978703062541802e-18,3.41234196872242e-23,0.000999999999999997,4.335176401533824e-25,0.0,0.0006052519853294107,7.170041144115797e-08,0.7597712008441775,0.1941215783930741,0.045490124563564736,6.104906715163126e-08,7.504061097135287e-07,8.684630799447569e-08,1.0869452143444796e-05,6.547012164934582e-21,0.0,4.759814447409157e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782147223e-12,4.861741094276216e-12,1.620562492555307e-12,3.4608024097108266e-17,-3.241160466954911e-12,4.396742493706782e-19,0.0,-3.7258710143688227e-17,-3.855438405108461e-19,-3.7649783560444146e-17,3.7637460120083527e-17,3.793191702448545e-17,1.2322161893354416e-20,2.642729078251611e-19,-2.69806234514315e-19,-2.8212843559188155e-19,-9.62964972193618e-34,0.0,1.1314349417625066e-29,0.0,0.0,0.0,0.0,2.4308878782147223e-12,3.241160466954911e-12,3.2385209965124502e-12,3.24111380190678e-12,-1.6178939698380248e-12,2.6392012337368942e-15,4.666914618423492e-17,4.8590547203538585e-12,1.0752603136314536e-19,-4.861741094276216e-12,1.620562492555307e-12,-2.6020852139652103e-18,3.4608024097108266e-17,4.396742493706774e-19,4.396742493706782e-19,4.9358156587063515e-21,1.4352737376428758e-21,4.100839684503023e-21,-6.366690721378225e-25,1.0472565738610038e-20,3.0357660829594124e-13,99.99890510288222,0.0010677664494221535,2.713066835804168e-05,0.19412387763779504,0.7597801998433467,0.04549066336471,0.0006052591541482697,-11.394648829431436
999,500,101325.0,24.05863054644067,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999922,0.0,0.0,0.019999999999975114,0.05000000000004903,1.647856739711735e-14,3.5190908079172085e-19,0.0009999999999670344,4.470794421359103e-21,0.0,0.0006052519853175432,7.170041143981373e-08,0.7597712008449464,0.19412157839319005,0.0454901245626921,6.104906715098804e-08,7.504061096740666e-07,8.684630799087522e-08,1.0869452143115236e-05,6.5470128668071655e-21,0.0,4.7598144472628756e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.430887878116431e-12,4.861739393434059e-12,1.6205624924931741e-12,3.460802406877999e-17,-3.2411604717194717e-12,4.396742493626993e-19,0.0,4.4038423259555225e-18,1.3150997530286095e-18,5.71830336731228e-18,-5.5951657398853336e-18,-6.059660254513767e-18,-1.2313689563148668e-19,-2.188533429330221e-19,2.1821692882987423e-19,3.413538563740221e-19,1.925929944387236e-34,0.0,-6.68162273753156e-31,0.0,0.0,0.0,0.0,2.430887878116431e-12,3.2411604717194717e-12,3.2385214844034282e-12,3.2411138017744303e-12,-1.6178945932542736e-12,2.6392012335703657e-15,4.666914618180962e-17,4.859054720155463e-12,1.0752603136088234e-19,-4.861739393434059e-12,1.6205624924931741e-12,4.0766001685454967e-17,3.460802406877999e-17,4.396742493626995e-19,4.396742493626993e-19,4.9358156544662234e-21,1.4352737375552669e-21,4.100839676417199e-21,-6.366690712711542e-25,1.0472565738178123e-20,3.2965600735290757e-09,99.99890510288304,0.0010677664485890844,2.713066835858975e-05,0.19412387763791092,0.7597801998441153,0.045490663363837336,0.0006052591541364017,-7.381270903010034
999,500,101325.0,2500306.8519063215,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.020000000000000004,0.05,1.5856124405511912e-19,3.386164606629286e-24,0.0009999999999999998,4.301919628489951e-26,0.0,0.0006052519853292714,7.170041144115991e-08,0.7597712008442774,0.19412157839294908,0.045490124563590036,6.104906715158131e-08,7.50406109713558e-07,8.684630799449402e-08,1.086945214344893e-05,6.547012164877762e-21,0.0,4.759814447407275e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782136976e-12,4.861744018233951e-12,1.6205624925571128e-12,3.460802409711533e-17,-3.2411603999863686e-12,4.396742493709811e-19,0.0,1.170239390783641e-17,-3.3095036924676116e-18,8.320388552933867e-18,-8.332712645999062e-18,-8.36352146911398e-18,1.2322882445580202e-20,-1.2795628425750488e-19,5.545581151125936e-20,4.313293590454325e-20,-3.851859888774472e-34,0.0,-4.081632358936482e-31,0.0,0.0,0.0,0.0,2.4308878782136976e-12,3.2411603999863686e-12,3.2385213217731028e-12,3.2411138019053838e-12,-1.6178942950986765e-12,2.6392012337348444e-15,4.6669146184206685e-17,4.859054720351742e-12,1.0752603136296962e-19,-4.861744018233951e-12,1.6205624925571128e-12,4.336808689942018e-17,3.460802409711533e-17,4.396742493709807e-19,4.396742493709811e-19,4.935815653677363e-21,1.4352737376428518e-21,4.1008396777977046e-21,-6.366690712711542e-25,1.0472565738597352e-20,2.168404344971009e-14,99.99890510288222,0.0010677664494211816,2.7130668358030137e-05,0.19412387763767003,0.7597801998434466,0.0454906633647353,0.0006052591541481304,-12.397993311036789
999,500,101325.0,282.8166780230029,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999994,0.0,0.0,0.019999999999997884,0.05000000000000418,1.40179768650067e-15,2.99361785388047e-20,0.0009999999999971956,3.803212455020537e-22,0.0,0.0006052519853283495,7.170041144103544e-08,0.7597712008443864,0.19412157839288954,0.04549012456354134,6.10490671514933e-08,7.504061097101627e-07,8.684630799420075e-08,1.0869452143424787e-05,6.5470122245877594e-21,0.0,4.759814447394537e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782059973e-12,4.861740555563263e-12,1.6205624925536787e-12,3.460802409470787e-17,-3.24116044667906e-12,4.396742493705827e-19,0.0,1.946874165239275e-17,1.5314928745704285e-19,1.959609114919097e-17,-1.508187470260649e-17,-2.2241320100554043e-17,-4.5142153465254596e-18,1.843195278806383e-18,-1.8689911920755348e-18,2.645223973252197e-18,0.0,0.0,4.757122194274925e-30,0.0,0.0,0.0,0.0,2.4308878782059973e-12,3.24116044667906e-12,3.2385193973142466e-12,3.241113801893516e-12,-1.6178968971838903e-12,2.639201233719155e-15,4.666914618398283e-17,4.8590547203340505e-12,1.0752603136266196e-19,-4.861740555563263e-12,1.6205624925536787e-12,5.464378949326942e-17,3.460802409470787e-17,4.396742493705827e-19,4.396742493705827e-19,4.9358156574244526e-21,1.4352737376358498e-21,4.100839679178212e-21,-6.366690730646763e-25,1.0472565738554455e-20,2.804397339351006e-10,99.9989051028823,0.0010677664493491674,2.7130668358063067e-05,0.19412387763761052,0.7597801998435557,0.04549066336468661,0.0006052591541472086,-8.451505016722408
