,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),X(1),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),H_X(19),N2X2(45),N2X(46),NOX2(52),O2X2(70),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],NO2(8) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NO2(8) surface ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],H2OX(9) ROP [kmol/m^2 s],NOX(10) ROP [kmol/m^2 s],OX(11) ROP [kmol/m^2 s],NX(12) ROP [kmol/m^2 s],OHX(13) ROP [kmol/m^2 s],NH3X(14) ROP [kmol/m^2 s],NH2X(15) ROP [kmol/m^2 s],NHX(16) ROP [kmol/m^2 s],N2OX(17) ROP [kmol/m^2 s],NO2X(18) ROP [kmol/m^2 s],H_X(19) ROP [kmol/m^2 s],N2X2(45) ROP [kmol/m^2 s],N2X(46) ROP [kmol/m^2 s],NOX2(52) ROP [kmol/m^2 s],O2X2(70) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX(11) ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X(14) ROP [kmol/m^2 s],NH3X(14) + OX(11) <=> NH2X(15) + OHX(13) ROP [kmol/m^2 s],NH2X(15) + OX(11) <=> NHX(16) + OHX(13) ROP [kmol/m^2 s],NHX(16) + OX(11) <=> NX(12) + OHX(13) ROP [kmol/m^2 s],NH3X(14) + OHX(13) <=> H2OX(9) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + OHX(13) <=> H2OX(9) + NHX(16) ROP [kmol/m^2 s],NHX(16) + OHX(13) <=> H2OX(9) + NX(12) ROP [kmol/m^2 s],2 OHX(13) <=> H2OX(9) + OX(11) ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2OX(9) ROP [kmol/m^2 s],2 NX(12) <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NX(12) + OX(11) <=> NOX(10) + X(1) ROP [kmol/m^2 s],NOX(10) <=> NO(5) + X(1) ROP [kmol/m^2 s],NOX(10) + NX(12) <=> N2OX(17) + X(1) ROP [kmol/m^2 s],N2OX(17) <=> N2O(7) + X(1) ROP [kmol/m^2 s],NH3X(14) + X(1) <=> H_X(19) + NH2X(15) ROP [kmol/m^2 s],NH2X(15) + X(1) <=> H_X(19) + NHX(16) ROP [kmol/m^2 s],NHX(16) + X(1) <=> H_X(19) + NX(12) ROP [kmol/m^2 s],H_X(19) + OX(11) <=> OHX(13) + X(1) ROP [kmol/m^2 s],H_X(19) + OHX(13) <=> H2OX(9) + X(1) ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX(11) Coverage,NOX(10) Coverage,NX(12) Coverage,X Coverage,Residence Time (s)
999,500,101325.0,1131.1278765939214,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.01999999999999946,0.05000000000000114,3.5049243605532403e-16,7.484963232437406e-21,0.0009999999999992977,9.50919816055527e-23,0.0,0.0006052519853292032,7.170041144112478e-08,0.7597712008441829,0.1941215783930877,0.04549012456354597,6.104906715162543e-08,7.504061097128141e-07,8.684630799440858e-08,1.0869452143438494e-05,6.547012179796449e-21,0.0,4.759814447406808e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782129993e-12,4.8617390698674724e-12,1.6205624925539741e-12,3.4608024096507955e-17,-3.241160441067466e-12,4.396742493705057e-19,0.0,-6.788016801565647e-17,1.6388616326707527e-18,-6.627272091346099e-17,6.86998511840302e-17,6.622959312333939e-17,-2.427131725342754e-18,2.3525797025011838e-18,-2.3839982045558027e-18,4.313321540516033e-20,-5.296307347064898e-33,0.0,-2.1321686038717734e-29,0.0,0.0,0.0,0.0,2.4308878782129993e-12,3.241160441067466e-12,3.2385188823182143e-12,3.2411138019045113e-12,-1.6178942950986765e-12,2.639201233734136e-15,4.6669146184194525e-17,4.85905472035059e-12,1.0752603136312511e-19,-4.8617390698674724e-12,1.6205624925539741e-12,-3.122502256758253e-17,3.4608024096507955e-17,4.396742493705004e-19,4.396742493705057e-19,4.935815636815461e-21,1.4352737376412787e-21,4.100839673754793e-21,-6.36669070681338e-25,1.0472565738603899e-20,7.023461673361098e-11,99.99890510288225,0.0010677664494045105,2.7130668358053353e-05,0.19412387763780864,0.759780199843352,0.04549066336469122,0.0006052591541480622,-9.053511705685619
999,500,101325.0,11398.722666160478,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.01999999999999995,0.050000000000000114,3.4780367640203087e-17,7.427543256892958e-22,0.0009999999999999306,9.436249515391053e-24,0.0,0.0006052519853293468,7.170041144114861e-08,0.7597712008442522,0.19412157839297708,0.0454901245635871,6.104906715158697e-08,7.504061097133836e-07,8.684630799447888e-08,1.0869452143447659e-05,6.547012166352172e-21,0.0,4.759814447407619e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782142324e-12,4.861740716499523e-12,1.62056249255692e-12,3.4608024097054747e-17,-3.2411604730959e-12,4.396742493709409e-19,0.0,-4.0244708834815346e-17,-7.769332732779377e-21,-4.025186877435611e-17,4.1377958097411276e-17,4.007321090454274e-17,-1.1260893946252755e-18,9.480402568979807e-19,-9.474311326032067e-19,1.786582098888092e-19,1.0592614694129795e-33,0.0,-5.143146263604734e-30,0.0,0.0,0.0,0.0,2.4308878782142324e-12,3.2411604730959e-12,3.2385203188860932e-12,3.2411138019053183e-12,-1.617894430623948e-12,2.6392012337345016e-15,4.6669146184203345e-17,4.859054720351674e-12,1.0752603136299068e-19,-4.861740716499523e-12,1.62056249255692e-12,-5.204170427930421e-18,3.4608024097054747e-17,4.39674249370942e-19,4.396742493709409e-19,4.935815649141413e-21,1.4352737376427944e-21,4.10083967760049e-21,-6.366690713433764e-25,1.0472565738599188e-20,6.938893903907228e-12,99.99890510288222,0.0010677664494194395,2.7130668358030886e-05,0.19412387763769803,0.7597801998434214,0.04549066336473236,0.0006052591541482057,-10.056856187290968
999,500,101325.0,114868.42567375547,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.019999999999999997,0.05,3.451355432377797e-18,7.370563771529784e-23,0.0009999999999999929,9.363860486790947e-25,0.0,0.0006052519853294215,7.170041144111076e-08,0.7597712008441914,0.19412157839305366,0.045490124563571314,6.104906715162187e-08,7.504061097135028e-07,8.684630799447723e-08,1.0869452143445502e-05,6.547012165014586e-21,0.0,4.759814447408939e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782148035e-12,4.861731541438638e-12,1.620562492555772e-12,3.4608024097105665e-17,-3.2411604809309546e-12,4.396742493707476e-19,0.0,-3.208037345243738e-17,9.16729329918342e-18,-2.2904634014638768e-17,2.855726737667013e-17,1.8009700735046334e-17,-5.652634039093734e-18,7.661399295649915e-19,-7.576969241479573e-19,4.894937089093956e-18,5.7777898331617076e-34,0.0,1.003606006065388e-29,0.0,0.0,0.0,0.0,2.4308878782148035e-12,3.2411604809309546e-12,3.238520508621473e-12,3.2411138019064912e-12,-1.6178991469033982e-12,2.639201233736393e-15,4.666914618422849e-17,4.859054720353419e-12,1.0752603136311213e-19,-4.861731541438638e-12,1.620562492555772e-12,1.214306433183765e-17,3.4608024097105665e-17,4.396742493707481e-19,4.396742493707476e-19,4.935815667581037e-21,1.4352737376429242e-21,4.100839674346439e-21,-6.3666907359430715e-25,1.0472565738607932e-20,7.155734338404329e-13,99.99890510288222,0.0010677664494217669,2.7130668358038174e-05,0.1941238776377746,0.7597801998433604,0.04549066336471657,0.0006052591541482804,-11.060200668896321
999,500,101325.0,1157564.3695533013,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.02,0.05,3.424878783292221e-19,7.314021397276598e-24,0.000999999999999999,9.292026781728466e-26,0.0,0.0006052519853293756,7.17004114411526e-08,0.7597712008442551,0.19412157839296945,0.04549012456359175,6.104906715158521e-08,7.504061097134898e-07,8.684630799448959e-08,1.086945214344884e-05,6.547012164885672e-21,0.0,4.759814447407897e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782144933e-12,4.861740850330728e-12,1.620562492557265e-12,3.460802409711432e-17,-3.2411604658961202e-12,4.3967424937099e-19,0.0,5.8664944331167385e-18,-1.4160010865278607e-19,5.718303338969656e-18,-5.052999718348909e-18,-6.6016928826833946e-18,-6.653036005658967e-19,-2.2467685890208795e-19,2.180859019107809e-19,8.833894943757645e-19,2.5037089277034063e-33,0.0,-2.086477270110679e-30,0.0,0.0,0.0,0.0,2.4308878782144933e-12,3.2411604658961202e-12,3.2385214844034282e-12,3.241113801905619e-12,-1.61789513535536e-12,2.6392012337348227e-15,4.666914618420817e-17,4.859054720352103e-12,1.0752603136298539e-19,-4.861740850330728e-12,1.620562492557265e-12,4.0766001685454967e-17,3.460802409711432e-17,4.396742493709925e-19,4.3967424937099e-19,4.9358156549592615e-21,1.4352737376430522e-21,4.100839674839477e-21,-6.366690713193024e-25,1.0472565738599587e-20,1.0842021724855044e-13,99.99890510288222,0.00106776644942105,2.713066835802814e-05,0.19412387763769043,0.7597801998434244,0.04549066336473702,0.0006052591541482347,-12.063545150501671
999,500,101325.0,11.138398264826183,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999836,0.0,0.0,0.019999999999946224,0.0500000000001059,3.5593247386007146e-14,7.601138288797834e-19,0.000999999999928794,9.656791638516075e-21,0.0,0.0006052519853038772,7.170041143828307e-08,0.7597712008456727,0.1941215783935445,0.04549012456162538,6.104906715033937e-08,7.504061096284268e-07,8.684630798667474e-08,1.0869452142725032e-05,6.547013681029433e-21,0.0,4.7598144470961375e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.430887878003129e-12,4.861740674147875e-12,1.6205624924171549e-12,3.4608024035908554e-17,-3.241160472619444e-12,4.396742493528047e-19,0.0,2.2142837504329938e-18,3.415962937059513e-20,2.248856448239993e-18,-2.1800046227600324e-18,-2.3192368365223516e-18,-6.885135766226023e-20,-1.1127473416145096e-21,1.5271869374326624e-21,7.037854872110464e-20,2.8888949165808538e-34,0.0,-8.833834404056605e-31,0.0,0.0,0.0,0.0,2.430887878003129e-12,3.241160472619444e-12,3.2385212675629937e-12,3.2411138016235515e-12,-1.6178943222037306e-12,2.63920123338178e-15,4.666914617905601e-17,4.859054719929347e-12,1.0752603135859623e-19,-4.861740674147875e-12,1.6205624924171549e-12,3.7296554733501346e-17,3.4608024035908554e-17,4.39674249352805e-19,4.396742493528047e-19,4.9358156528885016e-21,1.4352737374534254e-21,4.100839677403275e-21,-6.366690712952283e-25,1.047256573769988e-20,7.120606188015799e-09,99.99890510288402,0.0010677664476249956,2.7130668359252138e-05,0.1941238776382653,0.7597801998448414,0.045490663362770585,0.0006052591541227354,-7.046822742474916
999,500,101325.0,12.993087842004117,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999858,0.0,0.0,0.01999999999995393,0.050000000000090784,3.051251324928605e-14,6.516118922425127e-19,0.000999999999938959,8.27833941698419e-21,0.0,0.0006052519853075414,7.170041143869644e-08,0.7597712008454638,0.19412157839346905,0.0454901245619061,6.104906715052031e-08,7.504061096406069e-07,8.684630798779371e-08,1.0869452142828537e-05,6.5470134646063095e-21,0.0,4.7598144471409186e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878780334736e-12,4.861740901152705e-12,1.620562492437143e-12,3.4608024044644967e-17,-3.2411604683842787e-12,4.396742493553908e-19,0.0,1.6323290849098754e-17,-1.9278451661666166e-19,1.6126644247315445e-17,-1.5109095316635144e-17,-1.6278319150782614e-17,-1.0175484663523499e-18,8.620137752772831e-19,-8.658749774154326e-19,1.5167355559411135e-19,3.274080905458301e-33,0.0,-8.381460543509887e-30,0.0,0.0,0.0,0.0,2.4308878780334736e-12,3.2411604683842787e-12,3.2385204002012558e-12,3.241113801664028e-12,-1.6178944035188936e-12,2.639201233432419e-15,4.6669146179795276e-17,4.8590547199899806e-12,1.0752603135923272e-19,-4.861740901152705e-12,1.620562492437143e-12,5.117434254131581e-17,3.4608024044644967e-17,4.396742493553941e-19,4.396742493553908e-19,4.935815647169261e-21,1.4352737374805969e-21,4.1008396757269454e-21,-6.366690711026352e-25,1.0472565737829367e-20,6.104101599180289e-09,99.99890510288377,0.0010677664478813689,2.7130668359077012e-05,0.19412387763818986,0.7597801998446324,0.045490663363051305,0.0006052591541263996,-7.113712374581938
999,500,101325.0,130.93533273536067,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999984,0.0,0.0,0.019999999999995428,0.05000000000000901,3.027844025540185e-15,6.466131325664421e-20,0.0009999999999939426,8.214833153679993e-22,0.0,0.0006052519853271831,7.170041144090281e-08,0.7597712008442576,0.1941215783931839,0.04549012456337698,6.104906715155042e-08,7.504061097060731e-07,8.684630799377974e-08,1.0869452143378856e-05,6.547012293839532e-21,0.0,4.759814447382505e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.430887878196267e-12,4.861740274348324e-12,1.6205624925419255e-12,3.460802409190244e-17,-3.241160525188426e-12,4.396742493689004e-19,0.0,1.8241651560955925e-17,4.343480991548815e-19,1.872872941400968e-17,-5.459588998545833e-18,-2.6876276996212863e-17,-1.3269142645958245e-17,5.1743111745456075e-18,-5.1215868376585185e-18,8.147555229087267e-18,7.607423280329582e-33,0.0,-3.911164989366677e-30,0.0,0.0,0.0,0.0,2.430887878196267e-12,3.241160525188426e-12,3.238516144707729e-12,3.241113801882632e-12,-1.6179023995099155e-12,2.639201233707172e-15,4.6669146183799035e-17,4.859054720317937e-12,1.0752603136286038e-19,-4.861740274348324e-12,1.6205624925419255e-12,5.377642775528102e-17,3.460802409190244e-17,4.396742493689079e-19,4.396742493689004e-19,4.935815656536984e-21,1.4352737376260885e-21,4.1008396713882105e-21,-6.366690750628287e-25,1.0472565738537509e-20,6.057437537676513e-10,99.99890510288238,0.0010677664492703559,2.7130668358156047e-05,0.19412387763790484,0.7597801998434268,0.04549066336452224,0.0006052591541460421,-8.11705685618729
999,500,101325.0,1319.4755216767087,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999989,0.0,0.0,0.019999999999999508,0.05000000000000169,3.004616292190914e-16,6.416527194648649e-21,0.000999999999999388,8.151814070634801e-23,0.0,0.0006052519853291504,7.170041144112643e-08,0.7597712008442707,0.1941215783929704,0.045490124563575464,6.104906715157251e-08,7.504061097127453e-07,8.684630799442201e-08,1.0869452143442692e-05,6.5470121776698656e-21,0.0,4.759814447405114e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782124948e-12,4.861741095970283e-12,1.62056249255609e-12,3.4608024096598237e-17,-3.2411604556258453e-12,4.396742493708402e-19,0.0,9.182354790432249e-19,-3.8724346967987467e-19,5.141329115554624e-19,-6.619823810811795e-19,-4.2174195192870014e-19,1.478493002654058e-19,-7.231680432229919e-20,5.545810811333672e-20,-9.23911926285434e-20,0.0,0.0,8.95737980072351e-32,0.0,0.0,0.0,0.0,2.4308878782124948e-12,3.2411604556258453e-12,3.2385213217731028e-12,3.241113801903084e-12,-1.6178941595734048e-12,2.639201233731631e-15,4.6669146184161726e-17,4.859054720348299e-12,1.0752603136293972e-19,-4.861741095970283e-12,1.62056249255609e-12,3.5561831257524545e-17,3.4608024096598237e-17,4.396742493708402e-19,4.396742493708402e-19,4.935815653874578e-21,1.4352737376413887e-21,4.1008396780935274e-21,-6.366690712711542e-25,1.0472565738591191e-20,6.119237061508187e-11,99.99890510288225,0.001067766449405902,2.7130668358038574e-05,0.19412387763769134,0.7597801998434399,0.045490663364720726,0.0006052591541480094,-9.120401337792643
999,500,101325.0,13296.7596746621,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.019999999999999955,0.0500000000000001,2.9815667475230884e-17,6.367303594844099e-22,0.0009999999999999404,8.089278430714219e-24,0.0,0.000605251985329404,7.170041144115095e-08,0.7597712008442059,0.19412157839303495,0.04549012456357548,6.104906715161388e-08,7.504061097135225e-07,8.684630799448236e-08,1.0869452143446477e-05,6.547012166138614e-21,0.0,4.759814447408752e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.430887878214688e-12,4.861739844055586e-12,1.6205624925560891e-12,3.4608024097061156e-17,-3.241160449590736e-12,4.396742493708035e-19,0.0,-1.1950102315569158e-18,8.646762056016884e-19,-3.5322882689581646e-19,3.1380063398093426e-19,9.064106865861435e-19,3.9427429463117735e-20,4.908542219700347e-19,-5.137513537487707e-19,-5.531787662585206e-19,-1.3481509610710651e-33,0.0,-2.1919595503851058e-30,0.0,0.0,0.0,0.0,2.430887878214688e-12,3.241160449590736e-12,3.238520752566962e-12,3.2411138019064097e-12,-1.6178936987874817e-12,2.639201233736148e-15,4.6669146184225685e-17,4.859054720353275e-12,1.0752603136308519e-19,-4.861739844055586e-12,1.6205624925560891e-12,3.4694469519536136e-17,3.4608024097061156e-17,4.396742493708022e-19,4.396742493708035e-19,4.935815650226097e-21,1.4352737376429851e-21,4.100839679474035e-21,-6.366690711989318e-25,1.0472565738606275e-20,5.963111948670274e-12,99.99890510288222,0.0010677664494201846,2.7130668358036317e-05,0.1941238776377559,0.759780199843375,0.04549066336472073,0.000605259154148263,-10.123745819397993
999,500,101325.0,133995.52696593315,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.02,0.05000000000000002,2.9586940246043056e-18,6.318457607759742e-23,0.0009999999999999944,8.027222525270205e-25,0.0,0.0006052519853293755,7.170041144114723e-08,0.7597712008442333,0.19412157839300007,0.045490124563583104,6.104906715159736e-08,7.504061097134455e-07,8.684630799448104e-08,1.08694521434473e-05,6.5470121649957615e-21,0.0,4.759814447408091e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782144997e-12,4.861739805092072e-12,1.6205624925566568e-12,3.460802409710891e-17,-3.241160481354471e-12,4.396742493708988e-19,0.0,-8.204629875178115e-18,9.036388487582732e-19,-7.292122730850892e-18,6.873223985121182e-18,7.709777311565572e-18,4.188984790232585e-19,7.621926503454858e-21,1.2452602097430266e-21,-4.176532063156277e-19,-4.81482486096809e-34,0.0,1.362071823450339e-30,0.0,0.0,0.0,0.0,2.4308878782144997e-12,3.241160481354471e-12,3.2385212675629937e-12,3.241113801905826e-12,-1.617893834312753e-12,2.6392012337352025e-15,4.666914618421306e-17,4.859054720352403e-12,1.0752603136302866e-19,-4.861739805092072e-12,1.6205624925566568e-12,2.7755575615628914e-17,3.460802409710891e-17,4.396742493708985e-19,4.396742493708988e-19,4.935815653677363e-21,1.4352737376429174e-21,4.100839679572642e-21,-6.366690712952283e-25,1.0472565738602145e-20,5.637851296924623e-13,99.99890510288222,0.001067766449421284,2.71306683580327e-05,0.19412387763772102,0.7597801998434024,0.04549066336472836,0.0006052591541482345,-11.127090301003342
999,500,101325.0,1350314.037869872,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.929,0.0,0.0,0.02,0.05,2.9359967669684965e-19,6.269986336655241e-24,0.0009999999999999994,7.96564267407878e-26,0.0,0.0006052519853293142,7.170041144116062e-08,0.7597712008442715,0.1941215783929528,0.04549012456359202,6.104906715158267e-08,7.504061097135965e-07,8.684630799449851e-08,1.086945214344946e-05,6.547012164883802e-21,0.0,4.759814447407612e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.430887878213996e-12,4.8617438877908764e-12,1.6205624925572843e-12,3.4608024097115144e-17,-3.241160394639473e-12,4.396742493710044e-19,0.0,1.0709935738611e-17,-3.1790601831897087e-18,7.453026814945625e-18,-7.248510167763692e-18,-7.170898987291481e-18,-2.0451769664658394e-19,4.0879790626194655e-19,-4.8664556473371e-19,-2.821278604391148e-19,1.925929944387236e-34,0.0,2.1549651444924117e-30,0.0,0.0,0.0,0.0,2.430887878213996e-12,3.241160394639473e-12,3.238520779672016e-12,3.241113801905674e-12,-1.6178939698380248e-12,2.6392012337350877e-15,4.666914618421102e-17,4.8590547203521774e-12,1.0752603136297646e-19,-4.8617438877908764e-12,1.6205624925572843e-12,4.2500725161431774e-17,3.4608024097115144e-17,4.396742493710046e-19,4.396742493710044e-19,4.935815653282933e-21,1.4352737376430545e-21,4.100839680755934e-21,-6.366690715720807e-25,1.0472565738598528e-20,6.505213034913027e-14,99.99890510288222,0.001067766449421063,2.7130668358028704e-05,0.19412387763767375,0.7597801998434407,0.04549066336473728,0.0006052591541481732,-12.130434782608695
999,500,101325.0,152.73778503907124,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999988,0.0,0.0,0.019999999999996,0.050000000000007636,2.595636468435386e-15,5.543127762642768e-20,0.0009999999999948052,7.042212325314493e-22,0.0,0.0006052519853276669,7.170041144096643e-08,0.7597712008440375,0.19412157839344416,0.045490124563336266,6.104906715169153e-08,7.504061097075376e-07,8.684630799386751e-08,1.0869452143379573e-05,6.5470122754170786e-21,0.0,4.759814447390844e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782002927e-12,4.861741926062571e-12,1.6205624925390742e-12,3.460802409263694e-17,-3.241160441490983e-12,4.396742493683357e-19,0.0,-2.497724510158766e-16,-1.2173544365993277e-18,-2.5102077110111783e-16,2.7030723390474153e-16,2.4124693766174975e-16,-1.928646869617744e-17,9.481632518687336e-18,-9.512613343943579e-18,9.773854507811296e-18,6.471124613141112e-32,0.0,-7.006462419940619e-30,0.0,0.0,0.0,0.0,2.4308878782002927e-12,3.241160441490983e-12,3.23851175368893e-12,3.2411138018903503e-12,-1.6179040258131744e-12,2.639201233718505e-15,4.6669146183955476e-17,4.859054720329634e-12,1.0752603136336075e-19,-4.861741926062571e-12,1.6205624925390742e-12,-2.1597307275911246e-16,3.460802409263694e-17,4.396742493684003e-19,4.396742493683357e-19,4.935815648155337e-21,1.435273737628729e-21,4.100839676713021e-21,-6.366690768322769e-25,1.0472565738580382e-20,5.194846289247046e-10,99.99890510288235,0.001067766449294896,2.7130668358168932e-05,0.19412387763816513,0.7597801998432068,0.04549066336448153,0.000605259154146526,-8.183946488294314
999,500,101325.0,1539.1855229901994,0.001,0.02,0.05,0.929,0.05,500.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289999999999998,0.0,0.0,0.0199999999999996,0.05000000000000076,2.5757243622416206e-16,5.5006043398079705e-21,0.0009999999999994848,6.988188858848003e-23,0.0,0.0006052519853291607,7.170041144112803e-08,0.75977120084434,0.19412157839287375,0.045490124563602866,6.104906715153323e-08,7.504061097128496e-07,8.684630799444814e-08,1.0869452143447486e-05,6.547012175846986e-21,0.0,4.759814447404515e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4308878782126487e-12,4.861740818143476e-12,1.6205624925580113e-12,3.4608024096674886e-17,-3.2411604610786203e-12,4.396742493711306e-19,0.0,-1.497755184871737e-17,-1.0941774380840553e-19,-1.5098378372312748e-17,2.015470033917077e-17,1.2453153924450164e-17,-5.056320749617336e-18,2.3996959140782317e-18,-2.411101133513356e-18,2.64521966934099e-18,5.970382827600431e-33,0.0,-2.613159977832764e-29,0.0,0.0,0.0,0.0,2.4308878782126487e-12,3.2411604610786203e-12,3.23851885521316e-12,3.241113801902382e-12,-1.6178968971838903e-12,2.6392012337302477e-15,4.6669146184144815e-17,4.859054720347222e-12,1.075260313627992e-19,-4.861740818143476e-12,1.6205624925580113e-12,1.994931997373328e-17,3.4608024096674886e-17,4.396742493711365e-19,4.396742493711306e-19,4.935815639477866e-21,1.435273737641817e-21,4.100839666260615e-21,-6.366690710304129e-25,1.0472565738582928e-20,5.152128723651117e-11,99.99890510288223,0.0010677664494070007,2.713066835802433e-05,0.1941238776375947,0.7597801998435092,0.04549066336474813,0.0006052591541480197,-9.187290969899664
