,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NOX,OX,NX,OHX,NH3X,X(1),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],H2O_X(10) ROP [kmol/m^2 s],N2O_X(11) ROP [kmol/m^2 s],H_X(12) ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NH3X + OHX <=> H2O_X(10) + NH2_X(8) ROP [kmol/m^2 s],NH2_X(8) + OHX <=> H2O_X(10) + NH_X(9) ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(10) + NX ROP [kmol/m^2 s],2 OHX <=> H2O_X(10) + OX ROP [kmol/m^2 s],H2O(3) + X(1) <=> H2O_X(10) ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NX + OX <=> NOX + X(1) ROP [kmol/m^2 s],NOX <=> NO(5) + X(1) ROP [kmol/m^2 s],NOX + NX <=> N2O_X(11) + X(1) ROP [kmol/m^2 s],N2O_X(11) <=> N2O(7) + X(1) ROP [kmol/m^2 s],NH3X + X(1) <=> H_X(12) + NH2_X(8) ROP [kmol/m^2 s],NH2_X(8) + X(1) <=> H_X(12) + NH_X(9) ROP [kmol/m^2 s],NH_X(9) + X(1) <=> H_X(12) + NX ROP [kmol/m^2 s],H_X(12) + OX <=> OHX + X(1) ROP [kmol/m^2 s],H_X(12) + OHX <=> H2O_X(10) + X(1) ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX Coverage,NOX Coverage,NX Coverage,X Coverage,Residence Time (s)
9999,1050,101325.0,0.0021711179456945008,0.001,0.02,0.05,0.929,0.05,1050.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289948768938175,0.0,0.0,0.019972292962228157,0.05003289479013952,3.1582829467942724e-08,2.199541854986587e-05,0.000977880803725872,2.754870963718409e-08,9.030494129436194e-06,0.939357424998636,0.04167167092969355,1.7168233727950816e-06,7.894611759733826e-09,0.01893171316229805,1.162404737095408e-08,2.8192535644389348e-05,1.9857099244459887e-07,6.242849651647758e-16,3.296657359372768e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4909442803047575e-07,2.994045986215791e-07,2.850737246161073e-10,1.9853559659395204e-07,-1.9960306574229837e-07,2.486608514000922e-10,-1.3561630278709951e-18,7.61965693059347e-20,4.396464955719342e-22,-4.468739861741162e-21,-2.299135313244256e-18,8.278794147345125e-18,-8.86367647203184e-22,2.7462396336760514e-22,-4.679888156250557e-18,-1.5289192852123887e-20,1.2376689915324677e-22,2.4909442803047575e-07,1.9960306574229837e-07,1.9924606581282198e-07,1.9294263677586025e-07,1.0624707010909119e-07,3.4364839464486994e-10,6.6517868994100925e-09,7.64291416526217e-08,2.15097553467872e-07,-2.994045986215791e-07,2.850737246161073e-10,1.9878425744398068e-07,1.9853559659395204e-07,2.4866085138480303e-10,2.486608514000922e-10,1.3351537130654053e-11,8.642069328054348e-12,1.6926853982885216e-08,1.6066379386993328e-08,8.824682023504732e-10,2.211919627412794,0.28564062736280127,99.46520402978636,0.24915534285083465,0.9393857572631483,9.03076650110383e-06,0.04167292780250047,0.01893228416785005,-3.3366834170854265
9999,1050,101325.0,0.0026430814869741032,0.001,0.02,0.05,0.929,0.05,1050.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289957750029424,0.0,0.0,0.019977158197957614,0.05002711624386809,2.6146220523934667e-08,1.8139298764666707e-05,0.0009817663595967513,1.8750649866358174e-08,7.453510396883983e-06,0.9392011309932784,0.04183436825775098,1.719327125056883e-06,7.923927024433579e-09,0.018926796949494226,1.1666428134000992e-08,2.827983606859059e-05,1.984965778879812e-07,4.249065877628543e-16,3.303895228199709e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4999446005493004e-07,3.0046174029872696e-07,2.873040779300013e-10,1.9932114093160574e-07,-2.0030782686063188e-07,2.060388867886777e-10,-2.5081434491709052e-20,-3.1998654816001317e-20,1.7073524830977337e-22,2.9256344290234894e-21,-3.8374226289201357e-19,7.644578228088467e-18,5.72258734283243e-22,-3.970466940254533e-23,-7.205458543169153e-18,-1.5471637875980114e-21,-3.236344146613721e-23,2.4999446005493004e-07,2.0030782686063188e-07,1.9994900215815915e-07,1.9361337849763288e-07,1.065562876100008e-07,3.4542790185821536e-10,6.6857771248326125e-09,7.6777650051527e-08,2.157670958010307e-07,-3.0046174029872696e-07,2.873040779300013e-10,1.9952717981836787e-07,1.9932114093160574e-07,2.0603888678713053e-10,2.060388867886777e-10,1.3396800998279595e-11,8.671238549592581e-12,1.6973889199487318e-08,1.6110167826762152e-08,8.857894122730777e-10,1.8233640403248754,0.2868625579262152,99.50741518946144,0.20572225261233582,0.939229542958465,7.453735874548911e-06,0.04183563379776718,0.018927369507893355,-3.4221105527638187
9999,1050,101325.0,0.0032176417502507355,0.001,0.02,0.05,0.929,0.05,1050.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289965180992416,0.0,0.0,0.01998118111179661,0.05002233890102576,2.1615744148706736e-08,1.494880622196009e-05,0.000984978717659144,1.2748310585491637e-08,6.1493586550720905e-06,0.9390719257872228,0.04196886698766098,1.721391405194772e-06,7.948151317049213e-09,0.01892273337231641,1.1701445710377937e-08,2.8351919402567964e-05,1.9843507433054444e-07,2.889138442347853e-16,3.309866541463043e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.50738062981431e-07,3.013349816035141e-07,2.891544298215844e-10,1.9997060984223387e-07,-2.0088998773719845e-07,1.705345165577612e-10,6.356618051180059e-19,-2.6476397046597307e-20,1.4886666086540268e-22,3.08331573329141e-22,1.560847547281379e-18,-2.117476489017344e-18,6.475757908781838e-23,-1.1580528575742387e-22,-5.780069286821478e-20,4.6421634470417336e-21,5.355994466280854e-23,2.50738062981431e-07,2.0088998773719845e-07,2.0052965331005074e-07,1.9416739455126873e-07,1.0681149643881119e-07,3.469002452198959e-10,6.713897857791725e-09,7.706579479957254e-08,2.1631985558874327e-07,-3.013349816035141e-07,2.891544298215844e-10,2.0014114435943196e-07,1.9997060984223387e-07,1.7053451656240336e-10,1.705345165577612e-10,1.3434180366992028e-11,8.695326577113423e-12,1.7012696497253938e-08,1.6146292892069208e-08,8.885331121287773e-10,1.5021282340856035,0.28787341079738366,99.54234757882931,0.16977901037330412,0.939100403531911,6.149545136917588e-06,0.0419701397109169,0.01892330721203516,-3.507537688442211
9999,1050,101325.0,0.0039171014908092605,0.001,0.02,0.05,0.929,0.05,1050.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289971321522652,0.0,0.0,0.019984503655745247,0.05001839378935317,1.7850026047444247e-08,1.2312406449261971e-05,0.0009876314858504199,8.660310798902392e-09,5.072121759017149e-06,0.9389652346861244,0.04207992922679673,1.723092231236692e-06,7.968147633343228e-09,0.01891937825894397,1.1730349315366958e-08,2.8411383459491888e-05,1.983842970377613e-07,1.9630556895500152e-16,3.314789124779628e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5135179498890004e-07,3.020555978390342e-07,2.9068683384258285e-10,2.0050695938639816e-07,-2.013703985575898e-07,1.4103275365845514e-10,-1.2419078785814956e-18,-1.2245416352112511e-18,-5.281548211151082e-22,-4.212417269426292e-22,-2.5552354844472287e-18,3.845953097008151e-18,9.49375545424997e-22,-2.580803511165446e-22,1.182693947636734e-18,-6.751034569351534e-21,-5.0664812518872957e-23,2.5135179498890004e-07,2.013703985575898e-07,2.010088166548415e-07,1.9462455013635962e-07,1.070219522070484e-07,3.4811688582045456e-10,6.737133223998236e-09,7.730375636583746e-08,2.1677579393006592e-07,-3.020555978390342e-07,2.9068683384258285e-10,2.00647992138808e-07,2.0050695938639816e-07,1.4103275365170413e-10,1.4103275365845514e-10,1.3465019483069578e-11,8.715199786278747e-12,1.7044689987258466e-08,1.617607277203307e-08,8.907974344947953e-10,1.236851414958013,0.2887086045608128,99.57121842079545,0.14007297464374097,0.9389937666750073,5.072275883702809e-06,0.04208120789402374,0.018919953155085188,-3.592964824120603
9999,1050,101325.0,0.004768611697714455,0.001,0.02,0.05,0.929,0.05,1050.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289976390363088,0.0,0.0,0.01998724512206612,0.05001513898947579,1.4726554746315e-08,1.0136160199748924e-05,0.000989820085501907,5.879892762046252e-09,4.1831922428384055e-06,0.9388772163981728,0.042171553636911586,1.7244928374363411e-06,7.984639557835166e-09,0.01891661060978806,1.1754186018389957e-08,2.8460400362954187e-05,1.9834241294687391e-07,1.333215157020939e-16,3.3188445840510614e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5185791048361184e-07,3.026497788468155e-07,2.9195408911035203e-10,2.0094947319141614e-07,-2.017665192304062e-07,1.1656893041210607e-10,-1.5292956523911006e-19,9.200895389549835e-20,-5.165742925393658e-22,9.59529510561512e-22,1.0146483837174275e-19,1.3188302988749456e-18,-8.4128630381904415e-22,1.134891800422754e-21,-1.3585945252815948e-18,-1.5943906306959607e-21,-8.271806125530276e-23,2.5185791048361184e-07,2.017665192304062e-07,2.0140390761561868e-07,1.9500147570351996e-07,1.0719538233293543e-07,3.491211717669372e-10,6.756311943837887e-09,7.750008792184954e-08,2.171515932245865e-07,-3.026497788468155e-07,2.9195408911035203e-10,2.010660421216737e-07,2.0094947319141614e-07,1.165689304105117e-10,1.1656893041210607e-10,1.3490442919128909e-11,8.731582947770898e-12,1.707104897551948e-08,1.620060641797042e-08,8.926645834160436e-10,1.0179914498093054,0.2893979538566329,99.59505370754219,0.11554833860117208,0.9389057930878246,4.183319567034146e-06,0.04217283721625441,0.01891718637635393,-3.6783919597989936
9999,1050,101325.0,0.008603464416684492,0.001,0.02,0.05,0.929,0.05,1050.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289986854340669,0.0,0.0,0.01999290109215769,0.05000842496280652,8.235768225003685e-09,5.6436616515937995e-06,0.0009943347753191213,1.8382297688945326e-09,2.3489676905470763e-06,0.9386956632338299,0.04236054508897883,1.7273745947360802e-06,8.01864364982919e-09,0.018910902592340403,1.1803329790253793e-08,2.856139261639724e-05,1.9825603762566107e-07,4.175204224088429e-17,3.327193776944116e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.529012836422723e-07,3.03874482309157e-07,2.9457673208672795e-10,2.0186233523216573e-07,-2.025829882002319e-07,6.57497519785474e-11,-5.2275578740758036e-20,8.839582897986675e-20,5.316315646272451e-22,-3.3776886337837194e-21,-1.1587081397157456e-20,8.768590949094924e-18,-7.962146539577076e-22,1.654361225106055e-23,-8.789327229678286e-18,-1.5774592775327658e-22,9.646993893899684e-23,2.529012836422723e-07,2.025829882002319e-07,2.0221825103814076e-07,1.9577832320451169e-07,1.075525646326736e-07,3.5119433112038534e-10,6.7958996535791174e-09,7.790510453103308e-08,2.1792577039041424e-07,-3.03874482309157e-07,2.9457673208672795e-10,2.0192808498409192e-07,2.0186233523216573e-07,6.574975197838965e-11,6.57497519785474e-11,1.3542830982380444e-11,8.765342153496624e-12,1.7125319036537602e-08,1.6251113815452492e-08,8.965133942208941e-10,0.5665224680878687,0.2908207986304125,99.6442677766121,0.06491142475748242,0.93872433198491,2.3490394304864976e-06,0.042361838824499655,0.018911480151159895,-3.9346733668341702
9999,1050,101325.0,0.010473708979594487,0.001,0.02,0.05,0.929,0.05,1050.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289989190773174,0.0,0.0,0.01999416334400787,0.05000692676888538,6.778620845918615e-09,4.640577021876083e-06,0.0009953422060906604,1.2480561029289968e-09,1.9395734176131282e-06,0.9386551528859788,0.04240271516304663,1.7280162814694389e-06,8.026228591411462e-09,0.018909629087080763,1.18142910042763e-08,2.858390636934651e-05,1.9823676781936613e-07,2.837333732254517e-17,3.329053834285462e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5313398731778463e-07,3.041475877089972e-07,2.951635284000398e-10,2.0206604244753282e-07,-2.0276505847208204e-07,5.434448265378993e-11,2.9757480032122785e-19,1.762159402533966e-19,1.8682649616334399e-22,-2.2575826868103508e-21,2.142474489742697e-18,1.4718256249727536e-18,-1.26411615291429e-22,2.283018490646356e-22,-4.086688091064918e-18,6.023038082122443e-22,-3.4121200267812386e-23,2.5313398731778463e-07,2.0276505847208204e-07,2.0239984673884247e-07,1.9595154749435755e-07,1.076321629661475e-07,3.516572202534884e-10,6.804738106901675e-09,7.799548541820087e-08,2.180983352344518e-07,-3.041475877089972e-07,2.951635284000398e-10,2.021203869304848e-07,2.0206604244753282e-07,5.434448265439224e-11,5.434448265378993e-11,1.355451084354888e-11,8.772868680472577e-12,1.7137410085591083e-08,1.626236574001249e-08,8.973717251026487e-10,0.465779390933967,0.29113845415750855,99.65525814586427,0.053603399978233233,0.9386838421529119,1.9396326991707302e-06,0.04240401116915735,0.018910207045231654,-4.0201005025125625
9999,1050,101325.0,0.012750512407130129,0.001,0.02,0.05,0.929,0.05,1050.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.928999111354202,0.0,0.0,0.01999520194202653,0.05000569408547435,5.577309308861263e-09,3.815092089789446e-06,0.0009961711010661872,8.478318643528701e-10,1.602705221431764e-06,0.9386218223772472,0.04243741123830429,1.728543877309426e-06,8.032468543418112e-09,0.01890858132862069,1.1823308322771364e-08,2.8602424203550953e-05,1.9822091419601707e-07,1.929665391841434e-17,3.330583428758602e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5332541870845524e-07,3.0437224411575606e-07,2.9564676188249247e-10,2.0223365070281398e-07,-2.0291482941381086e-07,4.4942593540449465e-11,-7.380964917553344e-21,8.555363639513455e-20,-2.3412442509518464e-22,9.69869268218425e-23,1.58772001682296e-19,-4.958742631463488e-18,3.528006091895357e-22,-2.448454613156962e-22,4.721714647321876e-18,-1.422427536164429e-22,2.088631046696395e-23,2.5332541870845524e-07,2.0291482941381086e-07,2.0254922714435133e-07,1.9609403886817297e-07,1.0769762624880645e-07,3.520381512988004e-10,6.812011485939154e-09,7.806984999607045e-08,2.1824026668394847e-07,-3.0437224411575606e-07,2.9564676188249247e-10,2.022785932963469e-07,2.0223365070281398e-07,4.4942593540307215e-11,4.4942593540449465e-11,1.3564118001928785e-11,8.779059539610696e-12,1.7147353168775105e-08,1.6271618543095674e-08,8.98077803220945e-10,0.3828898933812795,0.29139985750355424,99.6643031399853,0.0442970025111669,0.9386505285168072,1.6027542374237886e-06,0.04243870911378569,0.018909159615169712,-4.105527638190955
9999,1050,101325.0,0.015522253574270482,0.001,0.02,0.05,0.929,0.05,1050.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.928999269536644,0.0,0.0,0.019996056259225327,0.05000468015439118,4.5875581778891074e-09,3.1359846509705936e-06,0.0009968529011178764,5.76412427590603e-10,1.3255995078102057e-06,0.9385944071008736,0.04246594973229929,1.7289775951541077e-06,8.037600621878756e-09,0.018907719543328632,1.1830724515594528e-08,2.8617651785257592e-05,1.9820787475939594e-07,1.3137660800626562e-17,3.331841024719152e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.534828566800233e-07,3.0455699970158637e-07,2.9604453121256697e-10,2.0237151658616414e-07,-2.0303799979911962e-07,3.719707528382649e-11,-6.127969173999064e-20,1.7744678500487547e-20,3.154853931580176e-22,-2.0801524454177263e-21,2.3740797669785078e-20,2.9633447659691694e-18,1.5860703569564138e-22,1.654361225106055e-23,-2.941703446398098e-18,-1.558395349352833e-22,1.0029564927205459e-22,2.534828566800233e-07,2.0303799979911962e-07,2.0267207624761818e-07,1.9621122065483086e-07,1.0775145305685274e-07,3.5235153309597937e-10,6.817994993724633e-09,7.81310184991537e-08,2.1835697618625627e-07,-3.0455699970158637e-07,2.9604453121256697e-10,2.0240871366138653e-07,2.0237151658616414e-07,3.7197075283670647e-11,3.719707528382649e-11,1.3572018381661611e-11,8.784150540144318e-12,1.7155528243089208e-08,1.627922592559681e-08,8.986584864141023e-10,0.31470988821236284,0.2916149011568388,99.6717445928092,0.03664050603396552,0.9386231271138352,1.3256400697768637e-06,0.042467249146207475,0.018908298099887515,-4.190954773869347
9999,1050,101325.0,0.01889652339691204,0.001,0.02,0.05,0.929,0.05,1050.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289993996351116,0.0,0.0,0.019996758820295037,0.05000384635569005,3.772544658554453e-09,2.5774490484498085e-06,0.000997413575006965,3.923033669966289e-10,1.0977113400281661e-06,0.938571862616076,0.042489417876572254,1.729334090415216e-06,8.041820590076502e-09,0.01890701088605661,1.1836822551396125e-08,2.8630171321077257e-05,1.9819715241537308e-07,8.956924070093226e-18,3.3328748234726176e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.536123097820156e-07,3.04708909589467e-07,2.9637183040447107e-10,2.024848905449143e-07,-2.0313927306109928e-07,3.081942759428069e-11,3.5288138854623034e-20,6.632334151450176e-20,2.156808823746664e-22,1.2422184849015091e-21,1.5255636461118086e-19,-2.207791377018334e-18,-1.804869322499493e-22,-4.0035541647566535e-22,1.9529686699491758e-18,3.123253047241236e-23,3.4534790574088905e-23,2.536123097820156e-07,2.0313927306109928e-07,2.0277308527236773e-07,1.9630756865386905e-07,1.0779570405740962e-07,3.526092746565835e-10,6.822916070821039e-09,7.818132041921253e-08,2.184529278834728e-07,-3.04708909589467e-07,2.9637183040447107e-10,2.025157099725439e-07,2.024848905449143e-07,3.081942759431192e-11,3.081942759428069e-11,1.3578513922405408e-11,8.788336256878825e-12,1.7162248584325144e-08,1.6285479491247416e-08,8.991359432569776e-10,0.2586424993035073,0.29179176034129384,99.67786508923793,0.030343150420784868,0.9386005940343438,1.09774494299977e-06,0.04249071855613191,0.0189075896645813,-4.276381909547737
9999,1050,101325.0,0.02800503894183625,0.001,0.02,0.05,0.929,0.05,1050.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289995945603041,0.0,0.0,0.019997811326490384,0.05000259728191716,2.5497558017528197e-09,1.7406042377231723e-06,0.0009982534947647218,1.8253000723712063e-10,7.563021751567789e-07,0.9385380902521115,0.04252457391322025,1.7298678530708233e-06,8.048141716420603e-09,0.018905949323632317,1.1845956686887968e-08,2.864892158980126e-05,1.981810906984717e-07,4.1871090460884366e-18,3.33442287331075e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.538062121885403e-07,3.0493644053017013e-07,2.968624734838645e-10,2.0265473227348906e-07,-2.0329096035686647e-07,2.125156824672376e-11,2.0884565632859345e-21,-8.568929401559324e-20,-8.206536405321014e-23,3.629254937576409e-23,-8.594408503130517e-20,-5.0889739471038364e-18,1.4920431857638624e-22,6.61744490042422e-23,5.258503062682931e-18,3.690001013810771e-24,-7.951273638165979e-23,2.538062121885403e-07,2.0329096035686647e-07,2.029243766716678e-07,1.9645187666713476e-07,1.0786197228612735e-07,3.529954428623171e-10,6.830289084540498e-09,7.825667606706463e-08,2.1859662885010186e-07,-3.0493644053017013e-07,2.968624734838645e-10,2.0267598384173785e-07,2.0265473227348906e-07,2.1251568246727447e-11,2.125156824672376e-11,1.3588242422289277e-11,8.794605277038263e-12,1.7172312003760254e-08,1.6294843760600376e-08,8.998510908592857e-10,0.17465052352782628,0.29205673775421775,99.68703572340645,0.020907538839315832,0.9385668387504122,7.563253415599576e-07,0.04252587648969912,0.0189065284345471,-4.447236180904522
9999,1050,101325.0,0.034092850697468084,0.001,0.02,0.05,0.929,0.05,1050.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289996668540772,0.0,0.0,0.019998201638746417,0.050002134086399065,2.0957415821108107e-09,1.4302366021519326e-06,0.0009985649635595641,1.2487404940901254e-10,6.296906483723557e-07,0.9385255665417056,0.0425376107273831,1.7300657018678631e-06,8.050485602742976e-09,0.01890555567627089,1.184934359256724e-08,2.8655873358536406e-05,1.981751347906368e-07,2.8735552312219398e-18,3.334996745198118e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.538781096091407e-07,3.0502080453900446e-07,2.9704452041718587e-10,2.027177153881543e-07,-2.0334720302239346e-07,1.7699296724380734e-11,-6.294376587494565e-20,-9.521179722730369e-20,-2.36857998525731e-22,-1.4770343812899999e-21,1.8681145504712744e-20,5.5827941553530935e-18,5.178457596137393e-22,1.621274000603934e-22,-5.442086080266878e-18,-7.126677965027179e-23,-5.097500524858033e-23,2.538781096091407e-07,2.0334720302239346e-07,2.029804725092505e-07,1.965053825649711e-07,1.0788653988760872e-07,3.531386637283917e-10,6.833023527804968e-09,7.828462052030702e-08,2.1864990556461955e-07,-3.0502080453900446e-07,2.9704452041718587e-10,2.0273541468481567e-07,2.027177153881543e-07,1.769929672430947e-11,1.7699296724380734e-11,1.3591849395855379e-11,8.796929598246188e-12,1.7176042614458384e-08,1.629831513635008e-08,9.001162571024582e-10,0.14350364404358898,0.2921550097587621,99.69043703334653,0.017407956894718423,0.9385543213720757,6.297099410250283e-07,0.042538914007575375,0.018906134910407824,-4.532663316582914
9999,1050,101325.0,0.041504047578504726,0.001,0.02,0.05,0.929,0.05,1050.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289997262723996,0.0,0.0,0.019998522420244684,0.05000175341003136,1.7223815793390531e-09,1.1751455507266484e-06,0.0009988209437455672,8.564648444882009e-11,5.256326262215936e-07,0.9385152740086756,0.042548324951655135,1.7302282682971284e-06,8.052411846591602e-09,0.01890523216322944,1.185212698638832e-08,2.8661586083395264e-05,1.9817024005145982e-07,1.978423205605457e-18,3.335468302484329e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.53937195275144e-07,3.050901342446094e-07,2.9719417632720914e-10,2.0276947814710635e-07,-2.0339342282662247e-07,1.4778163390977908e-11,1.306254865892758e-20,-5.5953805355537e-20,-6.487971747514066e-22,1.0976686728578675e-21,6.710493187372347e-20,4.7521724714518445e-18,7.922839304609468e-24,2.911675756186657e-22,-4.7770135324274245e-18,2.8725139240610996e-24,-5.70754622661589e-23,2.53937195275144e-07,2.0339342282662247e-07,2.0302657163637047e-07,1.9654935304071227e-07,1.0790672800193226e-07,3.532563766709257e-10,6.8352709461788044e-09,7.83075867083851e-08,2.1869368603840176e-07,-3.050901342446094e-07,2.9719417632720914e-10,2.027842563105104e-07,2.0276947814710635e-07,1.477816339098078e-11,1.4778163390977908e-11,1.359481351396826e-11,8.798839664332951e-12,1.7179108116237758e-08,1.630116759922033e-08,9.003341701957822e-10,0.11790562544327764,0.2922357785194079,99.69323261747333,0.014531604007255406,0.9385440340423405,5.256487338039039e-07,0.04254962881030495,0.018905811498620684,-4.618090452261306
9999,1050,101325.0,0.0505263106533568,0.001,0.02,0.05,0.929,0.05,1050.0,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9289997751034291,0.0,0.0,0.019998786032997897,0.05000144057998659,1.4154090888492467e-09,9.65507486207511e-07,0.0009990313017718409,5.891959915983518e-11,4.401186806127033e-07,0.9385068159068805,0.042557129587033664,1.7303618374200349e-06,8.053994733760126e-09,0.01890496631211696,1.1854414221203549e-08,2.8666280266651483e-05,1.9816621775671038e-07,1.3673742963194755e-18,3.335855763299554e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.539857482656465e-07,3.051471044405313e-07,2.973171873788066e-10,2.028120155888796e-07,-2.0343140296418503e-07,1.23764992337968e-11,5.1389947801287906e-20,-1.0558133338626843e-19,4.885616272248013e-22,-2.2703005887283536e-21,2.028699555957289e-18,-4.677104176501433e-18,-2.414866556643334e-22,-1.4889251025954496e-22,2.7045965699055647e-18,2.6254906512889168e-23,-3.825710333057753e-24,2.539857482656465e-07,2.0343140296418503e-07,2.0306445259802649e-07,1.965854846543109e-07,1.0792331623634954e-07,3.5335311495976986e-10,6.83711789865497e-09,7.832645979238101e-08,2.187296604006447e-07,-3.051471044405313e-07,2.973171873788066e-10,2.028243920881648e-07,2.028120155888796e-07,1.2376499233823054e-11,1.23764992337968e-11,1.3597249170105995e-11,8.800409190714746e-12,1.7181626933426173e-08,1.630351135519152e-08,9.00513236595483e-10,0.09686982281591638,0.2923021549767229,99.6955301078366,0.012167737186674464,0.9385355802160038,4.4013216981658073e-07,0.04255843392112064,0.018905545730705884,-4.703517587939698
