,T (K),P (Pa),V (M^3/s),X_nh3 initial,X_o2 initial,X_h2o initial,X_he initial,(NH3/O2),T (K) final,Rtol,Atol,reactor type,energy on?,He,Ar,Ne,O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NOX,OX,NX,OHX,NH3X,X(1),NH2_X(8),NH_X(9),NHO_X(10),H2O_X(11),HX(13),He ROP [kmol/m^3 s],Ar ROP [kmol/m^3 s],Ne ROP [kmol/m^3 s],O2(2) ROP [kmol/m^3 s],H2O(3) ROP [kmol/m^3 s],N2(4) ROP [kmol/m^3 s],NO(5) ROP [kmol/m^3 s],NH3(6) ROP [kmol/m^3 s],N2O(7) ROP [kmol/m^3 s],He surface ROP [kmol/m^2 s],Ar surface ROP [kmol/m^2 s],Ne surface ROP [kmol/m^2 s],O2(2) surface ROP [kmol/m^2 s],H2O(3) surface ROP [kmol/m^2 s],N2(4) surface ROP [kmol/m^2 s],NO(5) surface ROP [kmol/m^2 s],NH3(6) surface ROP [kmol/m^2 s],N2O(7) surface ROP [kmol/m^2 s],NOX ROP [kmol/m^2 s],OX ROP [kmol/m^2 s],NX ROP [kmol/m^2 s],OHX ROP [kmol/m^2 s],NH3X ROP [kmol/m^2 s],X(1) ROP [kmol/m^2 s],NH2_X(8) ROP [kmol/m^2 s],NH_X(9) ROP [kmol/m^2 s],NHO_X(10) ROP [kmol/m^2 s],H2O_X(11) ROP [kmol/m^2 s],HX(13) ROP [kmol/m^2 s],NH3(6) + X(1) <=> NH3X ROP [kmol/m^2 s],O2(2) + 2 X(1) <=> 2 OX ROP [kmol/m^2 s],NH3X + OX <=> NH2_X(8) + OHX ROP [kmol/m^2 s],NH2_X(8) + OX <=> NH_X(9) + OHX ROP [kmol/m^2 s],NH_X(9) + OX <=> NX + OHX ROP [kmol/m^2 s],NX + OX <=> NOX + X(1) ROP [kmol/m^2 s],NH_X(9) + OX <=> NHO_X(10) + X(1) ROP [kmol/m^2 s],NHO_X(10) + OX <=> NOX + OHX ROP [kmol/m^2 s],2 NX <=> N2(4) + 2 X(1) ROP [kmol/m^2 s],NOX + NX <=> N2O(7) + 2 X(1) ROP [kmol/m^2 s],N2O(7) + X(1) <=> N2(4) + OX ROP [kmol/m^2 s],NOX <=> NO(5) + X(1) ROP [kmol/m^2 s],NH_X(9) + OHX <=> H2O_X(11) + NX ROP [kmol/m^2 s],2 OHX <=> H2O(3) + OX + X(1) ROP [kmol/m^2 s],H2O_X(11) + OX <=> 2 OHX ROP [kmol/m^2 s],H2O_X(11) <=> H2O(3) + X(1) ROP [kmol/m^2 s],NH3(6) conversion (%),N2(4) Selectivity (%),NO(5) Selectivity (%),N2O(7) Selectivity (%),OX Coverage,NOX Coverage,NX Coverage,X Coverage,OHX Coverage,X(1) Coverage,NH3X Coverage,Residence Time (s)
9999,1087.4371859296484,101325.0,5e-09,0.001,0.02,0.05,0.929,0.05,1087.4371859296484,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.928770192235273,0.0,0.0,0.01884456095896852,0.051484957280071575,9.509671889319756e-05,0.000799291017442582,1.5354050449063401e-06,4.366384306154258e-06,0.00027623941678005893,0.9658261378016624,1.2457092567959659e-06,6.433224116380768e-07,1.7696590109773113e-11,0.03389539095705642,8.721234324290335e-17,2.1318714667865823e-12,1.7457503774241932e-13,3.4277282976508985e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3921105766521304e-11,3.11324490141871e-11,1.9772579252104084e-12,1.6618917054550498e-11,-2.0755005428828023e-11,9.078618141962461e-14,1.6124519255006e-19,-1.3129165778806507e-21,8.203466789766618e-23,-1.3137924284894858e-20,-3.1213466544232427e-22,-5.928265751737423e-17,1.9387045606711583e-26,2.2203172542128393e-24,1.2924697071141055e-25,5.91360909097502e-17,0.0,2.0755005428828023e-11,2.3921105766521304e-11,2.075500542914016e-11,2.0755005429140145e-11,2.03385161884517e-11,1.792979891271544e-11,4.1643521898024793e-13,4.164352189801185e-13,3.4072719073016604e-13,1.7273169158998676e-12,1.6365307344802432e-12,1.6618917054550498e-11,5.4021705973728217e-17,4.952230068510798e-18,-3.113244917634197e-11,3.113244406195703e-11,99.84645949550938,19.053311716350034,80.0718517779669,0.8748365056830613,0.966094545838764,0.008083586993535907,3.6453158145713496e-05,0.9918799593304636,6.435011942356613e-07,0.033904810660041765,5.178548641202629e-09,5e-09
9999,1093.4673366834172,101325.0,5e-09,0.001,0.02,0.05,0.929,0.05,1093.4673366834172,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287699929143532,0.0,0.0,0.01885015269077403,0.051485240409853125,0.00010110320105438271,0.0007881362702137942,1.3392854938181254e-06,4.0352282577708434e-06,0.00026262515016264507,0.9630426729426866,1.2930306135270365e-06,6.859661924692528e-07,1.6130217659400266e-11,0.03669235550680455,8.758505322634568e-17,2.305580392718769e-12,1.8367158796008773e-13,3.673849206172541e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3804757959337534e-11,3.113862861400332e-11,2.1021455921626557e-12,1.6386990502476875e-11,-2.0759083155338637e-11,8.390077867945962e-14,-8.790033406045684e-20,-9.487554830830088e-21,-1.0678257492689948e-21,4.230715005407978e-21,1.435869221118416e-22,3.97740646860597e-18,-3.2311742677852644e-27,2.3597669574419255e-24,-2.552627671550359e-25,-3.883327159185434e-18,0.0,2.0759083155338637e-11,2.3804757959337534e-11,2.075908315519505e-11,2.075908315519505e-11,2.033902797575884e-11,1.775709115968345e-11,4.199978472663949e-13,4.199978472666501e-13,3.959477784685572e-13,1.7900985923735585e-12,1.7061978136940991e-12,1.6386990502476875e-11,5.733216745757791e-17,5.467024859121484e-18,-3.113856193148385e-11,3.113862314697846e-11,99.86607145061818,20.252778674645235,78.93889296429327,0.8083283610614966,0.9632972585215253,0.007106375287405498,3.4988122013968025e-05,0.992858636154113,6.861475313705082e-07,0.0367020553309433,4.364676425096549e-09,5e-09
9999,1105.5276381909548,101325.0,5e-09,0.001,0.02,0.05,0.929,0.05,1105.5276381909548,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287696389083508,0.0,0.0,0.018862096644138796,0.05148569238426045,0.00011374985532182454,0.0007643672071135775,1.02488611562006e-06,3.4301146988573974e-06,0.0002369045790790001,0.9569088998954434,1.3862671911921546e-06,7.777691033923055e-07,1.345044829544412e-11,0.04285161069741849,8.842085357276064e-17,2.6822394532704267e-12,2.0240730829595521e-13,4.2077542928573717e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3556268880767138e-11,3.114842512137106e-11,2.365096709319945e-12,1.5892788502596972e-11,-2.076562016307871e-11,7.1319237847979e-14,-2.3605504566173463e-19,2.641866242478052e-20,2.432251485894369e-21,-2.8480301932567184e-20,-2.327382513343048e-22,-4.9019197694768865e-18,9.04728794979874e-26,1.8841031586858333e-24,-5.525307997912801e-25,5.1378355123496915e-18,0.0,2.076562016307871e-11,2.3556268880767138e-11,2.076562016331145e-11,2.076562016331136e-11,2.0338465911508203e-11,1.7373993977515866e-11,4.2708980514230953e-13,4.2708980514286206e-13,5.281204310511228e-13,1.9082955161168013e-12,1.8369762782688227e-12,1.5892788502596972e-11,6.44466589622936e-17,6.6414450622310485e-18,-3.114835917110255e-11,3.1148418479926e-11,99.89751138843799,22.7789650789271,76.53413766989794,0.6868972511749583,0.9571373797271824,0.00549791414038981,3.2171509822409374e-05,0.9944699140376392,7.779548102593796e-07,0.04286184231800741,3.1214850369542444e-09,5e-09
9999,1117.5879396984924,101325.0,5e-09,0.001,0.02,0.05,0.929,0.05,1117.5879396984924,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287693369132536,0.0,0.0,0.018875014156658803,0.051486027460477486,0.00012723316479889494,0.000738700889978578,7.90341046982213e-07,2.8970737858779563e-06,0.00021307441097866912,0.9499644247927616,1.4761916131230162e-06,8.7861989085362e-07,1.1270745481087348e-11,0.04981966595862515,8.939500842263332e-17,3.0969902944201856e-12,2.2163882835325766e-13,4.800115412017132e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3287559280908023e-11,3.1155893848869805e-11,2.6454436920069123e-12,1.5359136952861974e-11,-2.077049683978488e-11,6.023622523454569e-14,5.044255538906976e-20,7.636758889758004e-20,1.2832382422310432e-21,-3.396086649763676e-21,7.128293552161072e-22,1.4846315288266684e-16,9.693522803355792e-27,1.3048769114314216e-24,5.169878828456423e-26,-1.485885643719742e-16,0.0,2.077049683978488e-11,2.3287559280908023e-11,2.0770496839072053e-11,2.077049683907204e-11,2.0336279102868574e-11,1.6937965879322026e-11,4.341454761721294e-13,4.341454761720777e-13,6.927055650518863e-13,2.0129743521895715e-12,1.9527381269550258e-12,1.5359136952861974e-11,7.226003002882035e-17,8.034901027388935e-18,-3.115566496537437e-11,3.1155885813968776e-11,99.92096589530178,25.473090211484358,73.94689260499554,0.5800171835201033,0.9501687401743536,0.004258573943492748,2.9503641992362675e-05,0.9957119221892541,8.788088616756729e-07,0.049830381016784664,2.2526075660160917e-09,5e-09
9999,1123.6180904522612,101325.0,5e-09,0.001,0.02,0.05,0.929,0.05,1123.6180904522612,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287692030221174,0.0,0.0,0.018881819004617245,0.05148616148515271,0.0001342791730860715,0.0007251853691456538,6.960430083876726e-07,2.6559028724927742e-06,0.00020182940460310858,0.946167712437058,1.5193507175922e-06,9.325609823065895e-07,1.0336001996922632e-11,0.053627494308004335,8.994081606759098e-17,3.317993022760459e-12,2.3134459422914066e-13,5.119247489802126e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3146015708543476e-11,3.115868212219755e-11,2.7919453483649985e-12,1.5078122849273472e-11,-2.0772457491816246e-11,5.5221785330743135e-14,3.723500124174743e-19,1.7810753429324342e-19,1.4796185129106613e-21,-7.438546377292217e-21,1.3188037773965555e-21,-4.663086696292927e-18,8.077935669463161e-26,3.008712337069318e-24,-2.3264454728053903e-25,4.117266418608029e-18,0.0,2.0772457491816246e-11,2.3146015708543476e-11,2.0772457490497446e-11,2.077245749049736e-11,2.033471902506053e-11,1.6699344929510597e-11,4.376620208710673e-13,4.3766202087129996e-13,7.882834049373295e-13,2.0588837287584118e-12,2.003661943427669e-12,1.5078122849273472e-11,7.644456275121639e-17,8.824443316177187e-18,-3.1158600970457896e-11,3.1158673297754236e-11,99.93039569916122,26.881223850260128,72.58709340252706,0.5316827472128061,0.9463606381734881,0.0037493264656273226,2.8224538774418806e-05,0.9962224488035893,9.327511335999729e-07,0.053638429075378316,1.920089191762993e-09,5e-09
9999,1135.678391959799,101325.0,5e-09,0.001,0.02,0.05,0.929,0.05,1135.678391959799,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287689654469876,0.0,0.0,0.018896069982632716,0.05148637790365612,0.00014894380125933998,0.0006968790412379085,5.429838703593197e-07,2.2208403560568857e-06,0.00018061564689132687,0.9378853206203572,1.6009297529257186e-06,1.0476842305171834e-06,8.724319348754204e-12,0.06193083457646657,9.116391992617643e-17,3.78516081674808e-12,2.5072443650005395e-13,5.805295409411485e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.284960758031421e-11,3.116345960439528e-11,3.096854485379623e-12,1.4489578719527935e-11,-2.0775639908855885e-11,4.6175935888595004e-14,3.440547760664307e-19,2.7757291395014497e-19,1.6630684319641695e-21,4.383510396318633e-20,1.0791928183946716e-21,-9.035544957780814e-19,9.693522803355792e-27,-4.384039260502408e-24,-1.150298039331554e-24,2.353549596539339e-19,0.0,2.0775639908855885e-11,2.284960758031421e-11,2.0775639907776685e-11,2.0775639907776682e-11,2.0330878683748294e-11,1.6180245462772393e-11,4.4467582205606515e-13,4.4467582205721535e-13,1.0076882000213224e-12,2.1353422212468955e-12,2.0891662853583e-12,1.4489578719527935e-11,8.540197670656785e-17,1.0612911682567595e-17,-3.116336382486185e-11,3.11634489914836e-11,99.94570161296406,29.812362465455713,69.74311754034001,0.4445199942042769,0.9380567946998358,0.0029078533981648077,2.577445034465473e-05,0.9970663720110319,1.0478757791906325e-06,0.06194215742438503,1.4045871496512138e-09,5e-09
9999,1147.7386934673368,101325.0,5e-09,0.001,0.02,0.05,0.929,0.05,1147.7386934673368,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287687636315096,0.0,0.0,0.018911086726375426,0.0514865408967644,0.00016429803266086366,0.0006670395363586924,4.2686324264503174e-07,1.8443130882579231e-06,0.0001610344507246295,0.9286331603442648,1.6747367186738128e-06,1.1726836132349536e-06,7.399637996707121e-12,0.07120230204753104,9.258138548121778e-17,4.28207734055525e-12,2.697634758538645e-13,6.557251960905087e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2537292332154192e-11,3.116708771294661e-11,3.416101950153755e-12,1.3869156230373811e-11,-2.0778054297405325e-11,3.834715142638704e-14,-1.3509531212557094e-19,-3.606752393740699e-20,-8.293713487065861e-22,1.4517026089591867e-20,-2.049146097144059e-22,6.431469469713617e-18,3.231174267785264e-26,3.2189343019798544e-24,-2.4233807008389483e-24,-6.273790194623137e-18,0.0,2.0778054297405325e-11,2.2537292332154192e-11,2.077805429761024e-11,2.0778054297610207e-11,2.0326292202635444e-11,1.5606026282127143e-11,4.516669060731197e-13,4.516669060755431e-13,1.2659120086559551e-12,2.1885370929241866e-12,2.1501899414978e-12,1.3869156230373811e-11,9.518889842449575e-17,1.2715717350564815e-17,-3.116697353454064e-11,3.116707499722926e-11,99.95731367573549,32.88182693987406,66.74906100924501,0.36911205088093185,0.9287848912179798,0.002256490231294366,2.346719617244892e-05,0.9977200424688459,1.172875219906808e-06,0.07121393590680028,1.036871972397796e-09,5e-09
9999,1153.7688442211056,101325.0,5e-09,0.001,0.02,0.05,0.929,0.05,1153.7688442211056,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287686746501604,0.0,0.0,0.018918841337849948,0.05148660689356426,0.00017219753222958998,0.0006516236646680032,3.795768655004375e-07,1.6763446625180375e-06,0.00015183442074911,0.923625260897598,1.7082214422918046e-06,1.2389482557414206e-06,6.8270913673987976e-12,0.07621926163527509,9.337021478865904e-17,4.539971235457957e-12,2.7904171524105003e-13,6.958650333069184e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2376019978819764e-11,3.116854129384631e-11,3.580349517833614e-12,1.3548628924098294e-11,-2.0779037480403586e-11,3.4854737617047174e-14,4.6711966383590996e-20,2.8415205004845038e-21,-1.5451382452288933e-21,5.2232537393252525e-20,2.297267969167289e-22,-1.5000772582426406e-17,-1.001664023013432e-25,1.021405898255312e-23,-2.7012616878684806e-24,1.4900294546291632e-17,0.0,2.0779037480403586e-11,2.2376019978819764e-11,2.0779037480173856e-11,2.0779037480173962e-11,2.0323782375015116e-11,1.5299086776953628e-11,4.551546943369555e-13,4.551546943396568e-13,1.4095917549676354e-12,2.205612500483025e-12,2.170757762865979e-12,1.3548628924098294e-11,1.0041081167336908e-16,1.3899386785674027e-17,-3.11684418839424e-11,3.116852739445952e-11,99.96204231344996,34.461168175220436,65.20335201512928,0.3354798096502665,0.9237677414658225,0.0019880692109185186,2.2366881225587102e-05,0.9979895638184642,1.239139378763876e-06,0.07623101939479858,8.939165494022351e-10,5e-09
9999,1165.8291457286432,101325.0,5e-09,0.001,0.02,0.05,0.929,0.05,1165.8291457286432,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287685179583214,0.0,0.0,0.018934744231559227,0.051486714736043535,0.00018834998372019543,0.0006199934305290369,3.0189097173964424e-07,1.377768854670335e-06,0.0001345796215910475,0.9128126801997888,1.767490738223996e-06,1.379072776997178e-06,5.832505630402611e-12,0.0870488122671564,9.512255615902183e-17,5.070623911698517e-12,2.968948370254244e-13,7.813367488266693e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2045298864805133e-11,3.11709725703863e-11,3.916193678478572e-12,1.2890971923679984e-11,-2.0780652732463156e-11,2.8646722301154435e-14,5.4574565694635785e-21,-1.3322493397596635e-20,1.841945431635195e-21,-1.4616220690988628e-20,-6.835226046072947e-23,-6.515007745169752e-18,-3.554291694563791e-26,-8.629510369837312e-24,1.331243798327529e-24,6.535722751701736e-18,0.0,2.0780652732463156e-11,2.2045298864805133e-11,2.0780652732531505e-11,2.078065273253154e-11,2.0318425568224386e-11,1.4648680814574028e-11,4.621156168363671e-13,4.621156168350358e-13,1.725015898508105e-12,2.2198245022716212e-12,2.191177779970466e-12,1.2890971923679984e-11,1.1154747941954475e-16,1.6563060413520747e-17,-3.1170850995569214e-11,3.117095600732589e-11,99.96981090282604,37.690766794077675,62.033527503315966,0.2757057026063589,0.9129378699642263,0.0015436069916012617,2.027283944521455e-05,0.9984361201020555,1.3792619130596357e-06,0.08706075077386065,6.68979178511979e-10,5e-09
9999,1171.859296482412,101325.0,5e-09,0.001,0.02,0.05,0.929,0.05,1171.859296482412,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287684493175328,0.0,0.0,0.01894284785973233,0.051486758739838434,0.00019656077513080324,0.0006038673946985692,2.7001833013000146e-07,1.2458947367266606e-06,0.00012651207798933177,0.9069961080306406,1.7929957848390045e-06,1.4529367886229831e-06,5.400681661827514e-12,0.09287330724882964,9.609186064126588e-17,5.34164161489932e-12,3.0538693839484885e-13,8.266989192156181e-07,3.458005193993272e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1876778266734907e-11,3.11719867090502e-11,4.086913663011637e-12,1.2555678502099155e-11,-2.0781315431718145e-11,2.59047829802553e-14,2.991064980931931e-20,8.389775651812262e-20,7.611024121522871e-21,-2.564710847464323e-20,1.1459036423273662e-22,1.3452934939897195e-17,-1.2924697071141055e-26,-7.209336703942409e-25,-3.2311742677852644e-25,-1.3548820779463804e-17,0.0,2.0781315431718145e-11,2.1876778266734907e-11,2.0781315431603555e-11,2.0781315431603565e-11,2.031560904646287e-11,1.43069619867673e-11,4.655889081296563e-13,4.655889081299793e-13,1.895946083104417e-12,2.2168723628874737e-12,2.1909675799072184e-12,1.2555678502099155e-11,1.1747701176256004e-16,1.8056895212714675e-17,-3.117183762632245e-11,3.117196865215499e-11,99.97299816698698,39.332579151128265,60.41811244380676,0.24930840506497645,0.9071132451820461,0.00136032134091547,1.927919032753264e-05,0.9986203994106861,1.4531244331730365e-06,0.09288530169352065,5.807083906008014e-10,5e-09
9999,1183.9195979899498,101325.0,5e-09,0.001,0.02,0.05,0.929,0.05,1183.9195979899498,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.92876832932061,0.0,0.0,0.01895923810998897,0.05148683119107413,0.00021313538300244225,0.0005712348503143617,2.1728274384881266e-07,1.0138622664129854e-06,0.00011146627203949162,0.8945168083989672,1.8352410791865483e-06,1.608218251419281e-06,4.647305641052307e-12,0.10536735914352292,9.823117081746088e-17,5.890525969258052e-12,3.213170809061133e-13,9.227152805305936e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.153593947630246e-11,3.117371480707818e-11,4.431535339774754e-12,1.1877180411867718e-11,-2.078241191553749e-11,2.108034057965556e-14,1.4379902689209535e-19,1.5510534751815713e-19,-1.130317265453137e-21,5.678065545745885e-20,2.981178314686718e-22,9.66077595462845e-17,-6.462348535570529e-27,-6.705617461522584e-24,8.401053096241687e-25,-9.696260650337426e-17,0.0,2.078241191553749e-11,2.153593947630246e-11,2.0782411915239376e-11,2.0782411915239385e-11,2.0309760632169548e-11,1.3595979814972844e-11,4.725211866430695e-13,4.725211866422293e-13,2.261295234406081e-12,2.1913204459483287e-12,2.170240105368673e-12,1.1877180411867718e-11,1.3009643347033336e-16,2.140610719667588e-17,-3.1173466341931015e-11,3.117369340097098e-11,99.97827172561512,42.64697849575277,57.150154379773525,0.2028671244737067,0.8946189955731627,0.0010567460550652335,1.739883944299257e-05,0.9989258550614335,1.6084019699107158e-06,0.10537939602486737,4.4058366831578397e-10,5e-09
9999,1189.9497487437186,101325.0,5e-09,0.001,0.02,0.05,0.929,0.05,1189.9497487437186,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287682771799924,0.0,0.0,0.018967473711481997,0.05148686099402318,0.00022144997201971016,0.0005548301743995736,1.9548713461696532e-07,9.124809483901638e-07,0.00010447565296426244,0.8878457517018449,1.8518626963045742e-06,1.6895898096282215e-06,4.318769069433729e-12,0.11204525781251842,9.940692895584023e-17,6.1665680325491525e-12,3.2869214516735395e-13,9.733693524268894e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1364681484587143e-11,3.1174287836436854e-11,4.604413487175509e-12,1.1536093837193147e-11,-2.0782865091425637e-11,1.897240964760988e-14,-5.409532487426256e-19,-3.3387377973378484e-19,1.916181660437561e-21,-8.111286628783015e-20,-3.936087246045297e-22,-8.88743961327169e-18,-1.9387045606711583e-26,2.036861260930361e-23,-3.4250447238523795e-24,9.841840003036959e-18,0.0,2.0782865091425637e-11,2.1364681484587143e-11,2.0782865091819246e-11,2.0782865091819266e-11,2.030674821166416e-11,1.3229285366271835e-11,4.759800782203319e-13,4.759800782237569e-13,2.4542137485674246e-12,2.1691721482556936e-12,2.1501997386080837e-12,1.1536093837193147e-11,1.368019144017995e-16,2.3277761398391108e-17,-3.1174137598601055e-11,3.1174264558675446e-11,99.98045128653831,44.30970751543606,55.50771506733369,0.1825774172302496,0.8879410285696521,0.0009315575223883074,1.6512140161142838e-05,0.9990519302989422,1.6897711235835249e-06,0.1120572816592244,3.8508319402082453e-10,5e-09
9999,1195.9798994974874,101325.0,5e-09,0.001,0.02,0.05,0.929,0.05,1195.9798994974874,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287682297859194,0.0,0.0,0.018975701802881696,0.05148688726134487,0.00022974931205777037,0.0005384355592243481,1.7622402975914995e-07,8.200545422584359e-07,9.783117461250244e-05,0.8808827358277422,1.8654522920496913e-06,1.7734027864792548e-06,4.018278497809376e-12,0.11901476835401008,1.0065725078658093e-16,6.4424876289756326e-12,3.3563904636213553e-13,1.0257777600388744e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1193582106567452e-11,3.1175344562922595e-11,4.776974571012621e-12,1.1195215073581859e-11,-2.0783265612456907e-11,1.705066996770356e-14,5.514490995816537e-20,1.2889063681315922e-20,1.6479812715143133e-21,-3.3913185258035624e-20,1.1558879708148226e-22,4.460915666891151e-16,-4.52364397489937e-26,7.032739146256013e-24,-1.0727498569047078e-24,-4.461274569637569e-16,0.0,2.0783265612456907e-11,2.1193582106567452e-11,2.0783265612341315e-11,2.078326561234136e-11,2.0303687800677012e-11,1.2856989124889984e-11,4.794340297944293e-13,4.794340297955021e-13,2.652817215021605e-12,2.141208025958719e-12,2.1241573559910157e-12,1.1195215073581859e-11,1.4378186288944978e-16,2.5292373751861543e-17,-3.117472936122899e-11,3.117531927054884e-11,99.9823775970241,45.969432072609905,53.866487168068275,0.164080759321833,0.8809714694020928,0.0008213206903534123,1.5661005506641507e-05,0.9991630182704054,1.773581425884487e-06,0.1190267570164813,3.3734597207128943e-10,5e-09
9999,1202.0100502512566,101325.0,5e-09,0.001,0.02,0.05,0.929,0.05,1202.0100502512566,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287681867903508,0.0,0.0,0.018983896752613368,0.051486910455137334,0.00023800847422667223,0.0005221023611229407,1.5917250125427835e-07,7.359940475337001e-07,9.152575488105323e-05,0.8736254794452375,1.8760215815284215e-06,1.8596109874356239e-06,3.7431837568058506e-12,0.1262781792307324,1.0198500963224246e-16,6.717433317673879e-12,3.421374511688405e-13,1.0799257773443064e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1023173314509667e-11,3.117546816040888e-11,4.948700266026813e-12,1.0855613994796998e-11,-2.0783620149154724e-11,1.530287503700885e-14,-1.1854827684927045e-19,-3.7137984830460397e-19,-8.804693001360555e-21,4.9528483275041365e-20,-4.087467760491037e-22,3.841044510318033e-17,2.261821987449685e-26,-8.13243649168307e-24,-9.04728794979874e-26,-3.7960823824009726e-17,0.0,2.0783620149154724e-11,2.1023173314509667e-11,2.0783620149563477e-11,2.0783620149563448e-11,2.0300586168663558e-11,1.248056747094842e-11,4.828829364940597e-13,4.828829364941501e-13,2.8561666098699728e-12,2.10783653119385e-12,2.0925336561568413e-12,1.0855613994796998e-11,1.5104441396322238e-16,2.7459216722340525e-17,-3.117525169595437e-11,3.117544070119216e-11,99.98408274987457,47.62115743156826,52.23158357473276,0.14725899369898632,0.8737080288765049,0.000724258999918116,1.484528061230825e-05,0.9992608956898492,1.8597867032692429e-06,0.12629011133679185,2.962045522309211e-10,5e-09
9999,1208.0402010050252,101325.0,5e-09,0.001,0.02,0.05,0.929,0.05,1208.0402010050252,1e-12,9.999999999999999e-23,IdealGasReactor,off,0.9287681478609764,0.0,0.0,0.018992033588478667,0.051486930973080686,0.0002462031282340578,0.0005058806715126401,1.4405514770627233e-07,6.5972256977185e-07,8.555176836388492e-05,0.8660725541003182,1.8836090362751343e-06,1.9481584659544438e-06,3.4911061143728135e-12,0.13383692656060991,1.0339308847951608e-16,6.990599881401648e-12,3.481718161635972e-13,1.135792375800897e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.085397557966668e-11,3.117563181853094e-11,5.119084693164811e-12,1.0518330940256913e-11,-2.0783934471997233e-11,1.3717030051157775e-14,8.307529099661987e-20,1.4087372575869759e-18,1.4764895245290948e-21,-1.9283390911974454e-20,7.615683878713801e-22,-2.7137272900061323e-16,-4.52364397489937e-26,-3.345641140576453e-24,-1.576813042679209e-24,2.698979667552189e-16,0.0,2.0783934471997233e-11,2.085397557966668e-11,2.078393447123566e-11,2.078393447123571e-11,2.0297449191942183e-11,1.2101523913974785e-11,4.863266814593854e-13,4.863266814609622e-13,3.0632821511124265e-12,2.0695195721035427e-12,2.055802542052385e-12,1.0518330940256913e-11,1.5859783748414848e-16,2.978805551784813e-17,-3.117571333060469e-11,3.1175602030475424e-11,99.98559448522937,49.26001591347736,50.60798761467135,0.1319964718512862,0.8661492699637398,0.0006388066153434754,1.4064722870196716e-05,0.9993471286357186,1.948331031934153e-06,0.13384878170522818,2.6067744985021815e-10,5e-09
